Id,Name,Position,teamAbbrev,Salary,AvgPointsPerGame,Actual,Override,Alerts
66254,Lance Kendricks,TE,GB,2500,0,3.8,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
66255,Zach Pascal,WR,WAS,3000,0,0,0,PlayerMatchupIsGood:1
66256,C.J. Prosise,RB,SEA,4100,0,1.1,0,PlayerMatchupIsBad:1
66257,Cameron Artis-Payne,RB,CAR,3000,0,0,0,PlayerMatchupIsGreat:2
66258,Jordan Payton,WR,CLE,3000,0,0,0,PlayerMatchupIsBad:1
66259,Jordan Leslie,WR,CLE,3000,0,0,0,PlayerMatchupIsBad:1
66260,Jamal Robinson,WR,JAX,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66261,Logan Thomas,TE,BUF,2500,0,0,0,PlayerMatchupIsGood:1
66262,Josh Magee,WR,ATL,3000,0,0,0,
66263,Blaine Gabbert,QB,ARI,4500,0,0,0,PlayerMatchupIsGreat:1
66264,Matt McGloin,QB,PHI,4000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1
66265,Austin Davis,QB,SEA,4000,0,0,0,PlayerMatchupIsGreat:2
66266,Donnel Pumphrey,RB,PHI,3500,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66267,Rishard Matthews,WR,TEN,4200,12.72,12.1,0,ExpectedStarter:1|PlayerIsHot:2|OptimalPick:1|VegasGood:1
66268,Luke McCown,QB,DAL,4000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsHorribad:1
66269,Phillip Supernaw,TE,TEN,2500,0,0,0,PlayerMatchupIsGreat:1
66270,Chris Johnson,RB,ARI,3900,0,0,0,PlayerMatchupIsHorribad:1
66271,Malachi Dupre,WR,GB,3000,0,0,0,PlayerMatchupIsBad:1
66272,Josh Doctson,WR,WAS,3500,3.97,0,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66273,Marquis Bundy,WR,ARI,3000,0,0,0,PlayerMatchupIsGood:1
66274,T.J. Logan,RB,ARI,3000,0,0,0,PlayerMatchupIsHorribad:1|Injured:1
66275,Kenneth Walker III,WR,JAX,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66276,Kaelin Clay,WR,CAR,3000,0,0,0,PlayerMatchupIsGood:1
66277,Marcus Leak,WR,HOU,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66278,Rashard Higgins,WR,CLE,3000,0,0,0,PlayerMatchupIsBad:1
66279,Senorise Perry,RB,MIA,3000,0,0,0,WindHelping:1
66280,Josh Huff,WR,TB,3000,0,0,0,
66281,Andy Dalton,QB,CIN,5700,16.08,2,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
66282,Kevin Hogan,QB,CLE,4000,0,0,0,PlayerMatchupIsHorribad:1
66283,Taquan Mizzell,RB,BAL,3000,0,0,0,
66284,Tyler Boyd,WR,CIN,3600,7.83,2.1,0,ExpectedStarter:1|PlayerMatchupIsGood:1|ThumbUp:1
66285,Will Tye,TE,NYG,2600,0,0,0,PlayerMatchupIsGreat:1|OptimalPick:1|ThumbDown:1
66286,D'Onta Foreman,RB,HOU,4100,0,0.4,0,
66287,Josh Boyce,WR,CLE,3000,0,0,0,PlayerMatchupIsBad:1
66288,Jalen Simmons,RB,CAR,3000,0,0,0,PlayerMatchupIsGreat:2
66289,Trent Taylor,WR,SF,3000,0,1.8,0,PlayerMatchupIsGood:1
66290,Johnny Holton,WR,OAK,3000,0,0,0,PlayerMatchupIsGood:1
66291,Travis Rudolph,WR,NYG,3000,0,0,0,
66292,Chad Henne,QB,JAX,4300,0,0,0,PlayerMatchupIsHorribad:2
66293,Texans ,DST,HOU,3800,8.4,0,0,ExpectedStarter:1|ThumbUp:1
66294,Anthony Dable,WR,ATL,3000,0,0,0,
66295,Tyler Eifert,TE,CIN,4600,13.7,1.4,0,ExpectedStarter:1|PlayerMatchupIsBad:1|ThumbDown:1|VegasGood:1|StarBad:1
66296,Jarveon Williams,RB,CIN,3000,0,0,0,PlayerMatchupIsBad:1
66297,Lenard Tillery,RB,LAR,3000,0,0,0,PlayerMatchupIsGood:1
66298,Gerald Everett,TE,LAR,2500,0,4.9,0,PlayerMatchupIsGreat:1
66299,Chris Carson,RB,SEA,3000,7.96,5.9,0,ExpectedStarter:1|PlayerMatchupIsBad:1
66300,Scott Tolzien,QB,IND,4500,12.54,3.32,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
66301,Garrett Gilbert,QB,CAR,4000,0,0,0,PlayerMatchupIsGreat:1
66302,Jalston Fowler,RB,TEN,3000,0,0,0,PlayerMatchupIsGood:1|ThumbUp:1
66303,A.J. Green,WR,CIN,8000,21.1,12.4,0,ExpectedStarter:1|PlayerMatchupIsGood:1|ThumbUp:1|VegasGood:1|VegasBad:1
66304,DeAndrew White,WR,HOU,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|Injured:1
66305,Tevin Westbrook,TE,TB,2500,0,0,0,PlayerMatchupIsGood:2
66306,Romar Morris,RB,NYJ,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66307,Dres Anderson,WR,HOU,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66308,Kelvin Benjamin,WR,CAR,5900,13.83,3.5,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66309,Darrell Daniels,TE,IND,2500,0,0,0,PlayerMatchupIsBad:1
66310,Jaron Brown,WR,ARI,3300,4.16,0,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66311,Kenny Bell,WR,BAL,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66312,Patrick Scales,TE,CHI,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1|Injured:1
66313,Emanuel Byrd,TE,GB,2500,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
66314,Marqise Lee,WR,JAX,3800,10.42,0,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|ThumbDown:1
66315,Garrett Celek,TE,SF,2600,0,0,0,PlayerMatchupIsGreat:1
66316,Carlos Hyde,RB,SF,4600,14.86,13.7,0,ExpectedStarter:1|PlayerMatchupIsBad:1|StarGood:1
66317,Terrence Magee,RB,CLE,3000,0,0,0,PlayerMatchupIsGood:1
66318,James Summers,RB,ARI,3000,0,0,0,PlayerMatchupIsHorribad:1
66319,Tarik Cohen,RB,CHI,3000,0,25.3,0,PlayerMatchupIsBad:1
66320,Roger Lewis,WR,NYG,3300,0,9.4,0,
66321,Kenny Stills,WR,MIA,3800,0,0,0,ExpectedStarter:1
66322,Jerome Lane,WR,NYG,3000,0,0,0,
66323,Buccaneers ,DST,TB,3400,0,0,0,ExpectedStarter:1|PlayerMatchupIsBad:1|ThumbUp:1
66324,Matt Asiata,RB,DET,3000,0,0,0,PlayerMatchupIsHorribad:1|ThumbUp:1
66325,Blake Jarwin,TE,DAL,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsHorribad:1
66326,Tre McBride,WR,TEN,3000,0,0,0,
66327,Austin Johnson,RB,TB,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|WindHelping:1
66328,Kasen Williams,WR,SEA,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66329,Javontee Herndon,WR,DAL,3000,0,0,0,PlayerMatchupIsBad:1
66330,Anthony Firkser,RB,NYJ,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66331,Braxton Miller,WR,HOU,3900,4.17,0,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66332,Rasheed Bailey,WR,CLE,3000,0,0,0,PlayerMatchupIsBad:1
66333,Robert Griffin III,QB,CLE,4000,0,0,0,PlayerMatchupIsHorribad:1
66334,Brian Hoyer,QB,SF,5100,15.75,5.22,0,ExpectedStarter:1|PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1
66335,Jordan Howard,RB,CHI,6300,15.95,15.6,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerIsHot:1|StarGood:1
66336,Josh Malone,WR,CIN,3000,0,0,0,PlayerMatchupIsGood:1
66337,Tyler Lockett,WR,SEA,4400,9.19,1.8,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1|ThumbDown:1|StarBad:1|VegasBad:1
66338,Josh Johnson,QB,NYG,4000,0,0,0,PlayerMatchupIsGood:1
66339,Keshawn Martin,WR,DET,3000,0,0,0,PlayerMatchupIsGood:1
66340,Levern Jacobs,WR,WAS,3000,0,0,0,PlayerMatchupIsGood:1
66341,Justin Hardee,WR,HOU,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66342,Bart Houston,QB,PIT,4000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66343,Isaac Whitney,WR,OAK,3000,0,0,0,PlayerMatchupIsGood:1
66344,Jake Rudock,QB,DET,4000,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
66345,Eric Ebron,TE,DET,3600,10.61,2.9,0,ExpectedStarter:1|PlayerMatchupIsHorribad:2|PlayerIsHot:1|VegasBad:1
66346,Bra'Lon Cherry,WR,ATL,3000,0,0,0,
66347,Tim White,WR,BAL,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|Injured:1
66348,Jesse James,TE,PIT,3000,5.16,22.1,0,ExpectedStarter:1|PlayerMatchupIsGreat:2|ThumbDown:1|VegasBad:1
66349,Jacquizz Rodgers,RB,TB,4900,0,0,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|WindHelping:1
66350,Jason Vander Laan,TE,NYJ,2500,0,0,0,PlayerMatchupIsHorribad:1
66351,Andre Holmes,WR,BUF,3000,4.78,7.1,0,ExpectedStarter:1|VegasBad:1
66352,Derrick Henry,RB,TEN,5500,8.3,2.5,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66353,Greg Ward Jr.,WR,PHI,3000,0,0,0,
66354,Bengals ,DST,CIN,3100,5.91,4,0,ExpectedStarter:1
66355,Kevin Snead,WR,NYG,3000,0,0,0,
66356,Ben Braunecker,TE,CHI,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1
66357,Lance Lenoir,WR,DAL,3000,0,0,0,PlayerMatchupIsBad:1
66358,Andre Ellington,RB,ARI,3400,0,5.5,0,PlayerMatchupIsHorribad:1
66359,Ryan Grant,WR,WAS,3400,0,10.1,0,PlayerMatchupIsGood:1|ThumbUp:1
66360,Rashad Ross,WR,BUF,3000,0,0,0,
66361,Marcus Johnson,WR,PHI,3000,0,0,0,
66362,Cole Beasley,WR,DAL,4700,10.1,6.2,0,ExpectedStarter:1|PlayerMatchupIsBad:1|ThumbDown:1
66363,Martavis Bryant,WR,PIT,6000,13.92,3.4,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66364,Chris Harper,WR,NYJ,3000,0,0,0,
66365,Griff Whalen,WR,BAL,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66366,Benny Cunningham,RB,CHI,3600,0,0,0,PlayerMatchupIsBad:1
66367,Dwayne Harris,WR,NYG,3000,4.14,0,0,ExpectedStarter:1
66368,Jeremy Hill,RB,CIN,4400,9.46,3.5,0,ExpectedStarter:1|PlayerMatchupIsBad:1|VegasGood:1|VegasBad:1
66369,Matt LaCosse,TE,NYG,2500,0,0,0,PlayerMatchupIsGreat:1
66370,Dwayne Washington,RB,DET,3300,0,2.2,0,PlayerMatchupIsHorribad:1
66371,Robert Tonyan,TE,DET,2500,0,0,0,PlayerMatchupIsHorribad:2
66372,Quincy Adeboyejo,WR,BAL,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66373,Carson Wentz,QB,PHI,5300,15.21,23.88,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|ThumbDown:1
66374,Jaelen Strong,WR,HOU,3500,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|Injured:1|ThumbUp:1
66375,Marquez Williams,RB,JAX,3000,0,0,0,PlayerMatchupIsBad:1|Injured:1
66376,Tyler Ott,TE,SEA,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsBad:1
66378,Mark Sanchez,QB,CHI,4300,0,0,0,PlayerMatchupIsGreat:2
66379,Mitch Mathews,WR,MIA,3000,0,0,0,
66380,Zach Zenner,RB,DET,3800,0,0,0,PlayerMatchupIsHorribad:1
66381,Corey Davis,WR,TEN,4000,8.62,12.9,0,ExpectedStarter:1
66382,Francis Owusu,WR,MIA,3000,0,0,0,
66383,Wayne Gallman,RB,NYG,3500,0,0,0,PlayerMatchupIsHorribad:1
66384,Terrance Williams,WR,DAL,3800,9.24,12.8,0,ExpectedStarter:1|PlayerMatchupIsBad:1|ThumbUp:1
66385,Alonzo Russell,WR,CIN,3000,0,0,0,PlayerMatchupIsGood:1
66386,Ryan Spadola,WR,DET,3000,0,0,0,PlayerMatchupIsGood:1|Injured:1
66387,Kenny Golladay,WR,DET,3600,8.14,22.9,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66388,Malcolm Lewis,WR,MIA,3000,0,0,0,
66389,Lee Smith,TE,OAK,2500,0,0,0,
66390,Lions ,DST,DET,2600,4.99,16,0,ExpectedStarter:1|PlayerMatchupIsGood:1
66391,Matt Ryan,QB,ATL,6900,21.97,20.94,0,ExpectedStarter:1|PlayerMatchupIsBad:2
66392,Ameer Abdullah,RB,DET,4300,12.88,7.1,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|ThumbUp:1
66393,Jakeem Grant,WR,MIA,3000,0,0,0,
66394,Brad Kaaya,QB,DET,4000,0,0,0,PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1
66395,Bobby Rainey,RB,BAL,3000,0,0,0,
66396,Jordan Westerkamp,WR,MIA,3000,0,0,0,
66397,Connor Shaw,QB,CHI,4000,0,0,0,PlayerMatchupIsGreat:2|Injured:1
66398,Stevie Donatell,TE,SEA,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsBad:1
66399,Storm Johnson,RB,MIA,3000,0,0,0,WindHelping:1
66400,Cordarrelle Patterson,WR,OAK,3000,0,1.7,0,PlayerMatchupIsGood:1
66401,Keyarris Garrett,WR,CAR,3000,0,0,0,PlayerMatchupIsGood:1
66402,Michael Campanaro,WR,BAL,3000,0,0.2,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66403,Javorius Allen,RB,BAL,3000,0,7.2,0,
66404,Marshawn Lynch,RB,OAK,5300,12.39,10.2,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66405,Lucky Whitehead,WR,NYJ,3000,0,0,0,Injured:1
66406,Jeff Driskel,QB,CIN,4000,0,0,0,PlayerMatchupIsGreat:1|Injured:1
66407,Mose Frazier,WR,CAR,3000,0,0,0,PlayerMatchupIsGood:1
66408,Falcons ,DST,ATL,3300,7.54,5,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsGreat:1
66409,Khari Lee,TE,DET,2500,0,0,0,PlayerMatchupIsHorribad:2
66410,Quayvon Hicks,RB,TB,3000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1|WindHelping:1
66411,Wendell Smallwood,RB,PHI,3800,7.93,1.9,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsGreat:1
66412,Khalid Abdullah,RB,NYG,3000,0,0,0,PlayerMatchupIsHorribad:1
66413,Damore'ea Stringfellow,WR,MIA,3000,0,0,0,
66414,James Quick,WR,WAS,3000,0,0,0,PlayerMatchupIsGood:1
66415,Cole Hikutini,TE,SF,2500,0,0,0,PlayerMatchupIsGreat:1
66416,Fozzy Whittaker,RB,CAR,3700,0,0.1,0,PlayerMatchupIsGreat:2
66417,Josh Rounds,RB,CHI,3000,0,0,0,PlayerMatchupIsBad:1
66418,Brian Quick,WR,WAS,3100,0,2.1,0,PlayerMatchupIsGood:1
66419,David Johnson,TE,PIT,2500,0,0,0,PlayerMatchupIsGreat:2
66420,DeVante Parker,WR,MIA,5300,0,0,0,ExpectedStarter:1
66421,Dak Prescott,QB,DAL,6300,18.13,17.12,0,ExpectedStarter:1|PlayerMatchupIsGood:1|PlayerMatchupIsHorribad:1|OptimalPick:1|ThumbDown:1|StarGood:1
66422,Alfred Morris,RB,DAL,4400,0,0.1,0,PlayerMatchupIsBad:1|ThumbDown:1
66423,Matt Jones,RB,WAS,3000,0,0,0,
66424,Jake Kumerow,WR,CIN,3000,0,0,0,PlayerMatchupIsGood:1|Injured:1
66425,Ryan Mallett,QB,BAL,4500,0,0,0,PlayerMatchupIsBad:1
66426,Dane Evans,QB,PHI,4000,0,0,0,PlayerMatchupIsGood:1|PlayerMatchupIsBad:1
66427,Clark Harris,TE,CIN,2500,0,0,0,PlayerMatchupIsBad:1
66428,Dez Bryant,WR,DAL,7500,14.12,6.3,0,ExpectedStarter:1|PlayerMatchupIsBad:1|OptimalPick:1|ThumbUp:1|ThumbDown:1|StarGood:1
66429,Anquan Boldin,WR,BUF,3500,0,0,0,
66430,Devin Street,WR,HOU,3000,0,0,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1|Injured:1
66431,Marcus Mariota,QB,TEN,6800,18.91,18.84,0,ExpectedStarter:1|PlayerMatchupIsGood:2|ThumbDown:1|VegasGood:1
66432,Billy Brown,TE,PHI,2500,0,0,0,PlayerMatchupIsGreat:1|PlayerMatchupIsHorribad:1
66433,Travis Wilson,TE,LAR,2500,0,0,0,PlayerMatchupIsGreat:1
66434,Ricky Ortiz,RB,BAL,3000,0,0,0,
66435,Raheem Mostert,RB,SF,3000,0,0,0,PlayerMatchupIsBad:1
66436,Josh Reynolds,WR,LAR,3000,0,0,0,
66437,Vance McDonald,TE,SF,2800,0,0,0,PlayerMatchupIsGreat:1
66438,Leonard Fournette,RB,JAX,5700,12.36,24.4,0,ExpectedStarter:1|PlayerMatchupIsBad:1
66439,Jalen Richard,RB,OAK,3900,0,3.8,0,PlayerMatchupIsHorribad:1|PlayerMatchupIsBad:1
66440,Alshon Jeffery,WR,PHI,5800,15.41,8.8,0,ExpectedStarter:1|ThumbUp:1|StarBad:1
66441,Damiere Byrd,WR,CAR,3000,0,0,0,PlayerMatchupIsGood:1
66442,Tom Savage,QB,HOU,4800,10.03,0.48,0,ExpectedStarter:1|PlayerMatchupIsBad:1|PlayerMatchupIsHorribad:1|VegasGood:1|StarGood:1
66443,T.J. Yates,QB,BUF,4200,0,0,0,PlayerMatchupIsGreat:1
66444,Eagles ,DST,PHI,2700,8.26,22,0,ExpectedStarter:1|PlayerMatchupIsHorribad:1
66445,Austin Duke,WR,CAR,3000,0,0,0,PlayerMatchupIsGood:1
66446,Tim Semisch,TE,TEN,2500,0,0,0,PlayerMatchupIsGreat:1
66447,Justin Thomas,WR,LAR,3000,0,0,0,
66448,Brandon Doughty,QB,MIA,4000,0,0,0,PlayerMatchupIsGood:1|WindHurting:1
66449,Jeremy Kerley,WR,SF,3800,0,0,0,PlayerMatchupIsGood:1
66450,Antonio Brown,WR,PIT,8800,22.93,32.2,0,ExpectedStarter:1|PlayerMatchupIsGood:1|ThumbUp:1
66451,Myles White,WR,NYJ,3000,0,0,0,
66452,Derek Carr,QB,OAK,6700,20.08,18.68,0,ExpectedStarter:1|PlayerMatchupIsGreat:1
66453,Tion Green,RB,DET,3000,0,0,0,PlayerMatchupIsHorribad:1
66454,Adam Humphries,WR,TB,3600,0,0,0,ExpectedStarter:1
66455,Walter Powell,WR,BUF,3000,0,0,0,Injured:1
66456,Jared Goff,QB,LAR,4800,12.5,19.44,0,ExpectedStarter:1|PlayerMatchupIsGreat:1|PlayerMatchupIsGood:1
66457,Marquess Wilson,WR,NYJ,3000,0,0,0,
66458,Alton Howard,WR,CHI,3000,0,0,0,
66459,Freddie Martino,WR,TB,3000,0,0,0,
