Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
1;2017;7024;Pittsburgh;Def;pit;a;cle;18;4800
1;2017;7011;Detroit;Def;det;h;ari;16;4400
1;2017;7005;Carolina;Def;car;a;sfo;15;4900
1;2017;7009;Dallas;Def;dal;h;nyg;12;4600
1;2017;7031;Washington;Def;was;h;phi;12;4600
1;2017;7004;Buffalo;Def;buf;h;nyj;9;4700
1;2017;7012;Green Bay;Def;gnb;h;sea;9;4200
1;2017;7001;Arizona;Def;ari;a;det;8;4600
1;2017;7026;LA Chargers;Def;lac;a;den;8;4200
1;2017;7028;Seattle;Def;sea;a;gnb;7;4500
1;2017;7010;Denver;Def;den;h;lac;5;5200
1;2017;7002;Atlanta;Def;atl;a;chi;5;4700
1;2017;7007;Cincinnati;Def;cin;h;bal;4;4600
1;2017;7021;New York J;Def;nyj;a;buf;4;4000
1;2017;7008;Cleveland;Def;cle;h;pit;4;4000
1;2017;7027;San Francisco;Def;sfo;h;car;4;4000
1;2017;7015;Kansas City;Def;kan;a;nwe;3;4300
1;2017;7022;Oakland;Def;oak;a;ten;2;4700
1;2017;7006;Chicago;Def;chi;h;atl;2;4300
1;2017;7017;Minnesota;Def;min;h;nor;2;4600
1;2017;7020;New York G;Def;nyg;a;dal;2;4500
1;2017;7030;Tennessee;Def;ten;h;oak;2;4500
1;2017;7013;Indianapolis;Def;ind;a;lar;2;4300
1;2017;7018;New England;Def;nwe;h;kan;1;4500
1;2017;7019;New Orleans;Def;nor;a;min;0;4100
1;2017;7032;Houston;Def;hou;h;jac;0;5100
