"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_pct_pyb","l5g_avg_tdr","l5g_avg_ra","l5g_avg_ry","l5g_pct_ryb","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_avg_tdrec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
32.3,0,"1",18.425,2.75,0,1,22.5,79.5,0.25,57,10,0,0,26.6,106,282.4,0.2,2
33,1,"1",23,4.75,0,1.25,23.5,79.25,0.25,17,5,0,0,23,102.5,299,0.75,2
27,1,"1",27.55,5.75,0,1.5,26.25,89.75,0.5,19,4,0,0,15.8,132.2,175.8,0.8,4.2
26.6,0,"-1",29.9,5.75,0,1.5,28.25,113.5,0.75,-5,1,0,0,34.2,209.6,148.4,0.8,2.2
34.6,0,"1",29.24,4.8,0,1.6,27.8,113,0.8,95,5,0,1,13.4,134.4,181.4,1.6,4.2
39.06,0,"1",29.248,3.8,0,1.8,20.4,102.4,0.4,39,2,0,1,22.25,101.75,271.75,0.5,1.5
7.3,0,"1",34.42,4.6,0,1.8,22.8,116,0.6,26,4,0,0,21.75,99,231.5,0.75,1.75
16.88,1,"1",32.44,5.8,0,1.4,22.4,107,0.6,23,3,0,0,27,113,248.5,1,2
45.3,0,"1",25.208,5.4,0,0.8,21.6,82.4,0.4,46,3,0,1,19.75,149.75,153.5,0.25,1.75
17.9,1,"1",27.135,4.75,0,1,22.5,80.75,0.5,22,3,0,0,19.75,138.5,181.5,1.25,4
48.3,0,"1",21.845,4.75,0,1,19.5,62.5,0.25,29,6,0,0,23,112,206.8,0.4,2
16,1,"1",32.095,5.5,0,1.75,21.5,106.75,0.5,24,5,0,0,25.8,127,197,2,2.8
8.5,1,"1",31.875,5.5,0,1.75,23.5,111,0.5,0,1,0,0,21.2,131.6,215.2,1,2.8
12.5,0,"1",22.675,6,0,1,22.5,103,0.25,9,4,0,0,16.4,92,204.4,0.8,2.4
9.5,0,"-1",20.64,5.8,0,0.8,22.8,97.6,0.2,18,3,0,0,23.6,127.8,233.8,0.6,2.2
16.6,1,"1",18.96,6.2,0,0.6,21.8,93.6,0.2,4,1,0,0,16.4,97.4,218.2,0.8,1
44.5,0,"1",21.15,6.25,0,0.75,22.25,84,0.25,64,7,0,0,29.2,128.6,224,0.8,2.6
28.84,0,"1",25.55,7,0,1.5,19.75,69,0,72,6,0,1,18.5,134.25,177.25,0.75,2.25
48,1,"1",24.96,7.5,0,1,18.75,67.75,0,57,3,0,1,24.5,110,244.25,1.25,2.25
43.2,1,"1",29.568,6.6,0,1.2,20,90.8,0.2,20,3,0,0,17.75,139.25,129.25,0.25,2
48.8,0,"1",35.908,6.8,0,1.8,18.4,105.6,0.4,54,6,0,0,20.75,117,228.25,0,1.75
47.9,0,"1",42.668,6.4,0,2.6,20.2,119.2,0.6,74,3,0,1,15.4,71,247.2,1.6,3.2
32.16,1,"1",43.348,5.6,0,2.4,20,126,0.8,5,1,0,0,14.4,123.4,180.4,0,3
37.2,0,"1",44.012,4.4,0,2.8,20.8,134.6,1,14,3,0,0,18,173.5,209.5,1.5,2
33.2,1,"1",41.852,4.8,0,2.8,21.4,133.6,1,9,1,0,0,22,120.4,227.8,1,2
36.4,1,"1",39.852,4.8,0,2.8,23.4,119.8,1,5,1,0,0,17.4,108.2,231.8,0.6,1
17.3,0,"-1",37.372,3.6,0,2.4,24,138.8,1,10,1,0,0,23,168.6,186.8,1,1
10,1,"1",31.252,3.4,0,1.8,24.4,142.4,1,14,2,0,0,25.8,108.2,240,1.2,2.8
51.4,1,"1",19.996,6.8,0,0.4,19.6,65.8,0.2,16,3,0,0,25,130.5,226.25,0,1.75
10.1,1,"1",29.075,5.25,0,1.25,21.75,114.75,0.5,1,1,0,0,30,144.4,222.4,1,1.2
19.7,0,"1",26.975,4.25,0,1.25,20.5,121.75,0.5,37,6,0,0,25.25,80.75,322.25,1.5,1.75
19.7,1,"1",24.55,5,0,1.25,19.5,98.75,0.25,21,4,0,0,13,89.25,172.75,0.75,1.5
26.5,0,"1",25.225,5,0,1.5,19.5,101,0.25,93,5,0,0,24.6,101.4,297.2,0.8,2.2
18.2,1,"1",19,5.5,0,0.75,17.5,67,0,45,6,0,0,27.75,97.5,214.75,0.25,2.5
37.7,0,"1",18.84,6,0,0.6,18.8,69,0,20,3,0,0,23.25,113,212.25,0.25,1.5
37.3,0,"1",24.36,6.6,0,1,20,86.4,0.2,27,5,0,1,24.8,137.4,175.2,0.6,2.4
29.3,1,"1",27.88,6.2,0,1,22,107.6,0.4,7,2,0,0,30.8,112.4,280.8,1.4,1.6
22.4,1,"1",29.8,5.6,0,1.2,20.8,115.6,0.6,7,2,0,0,25.8,122.4,194.2,1.4,1.8
13.3,0,"1",28.98,5,0,1.2,21.4,124.6,0.8,7,1,0,1,29,138.8,220,0.6,1.8
14.8,1,"1",16.62,4.4,0,0.8,17.8,66.2,0.2,44,3,0,0,19.75,125.25,175.25,0,1.75
12.7,0,"1",16.74,4.2,0,0.8,17.6,61.6,0.2,26,6,0,0,23.5,122,189.25,0.75,1.25
31,0,"1",18.08,5.2,0,0.8,18.4,64.6,0.2,65,5,0,1,22.8,94.4,209,0.6,2
14.6,1,"1",17.3,7,0,0,16.25,63.75,0.25,28,4,0,0,31.5,190.25,246.5,1,0.25
19.2,0,"-1",18.275,6,0,0,18.75,74.5,0.25,45,3,0,0,15.25,73.75,179,0.25,4
14.4,1,"1",19.375,6.25,0,0.25,18.25,70.25,0.25,30,3,0,0,25.4,117.2,206.2,0.2,0.8
17.6,1,"1",19.8,6,0,0.25,20,81,0.25,42,5,0,0,19.8,124.8,229.6,0.4,2.2
15.1,1,"1",16.45,5.25,0,0.5,18.75,60.75,0,0,0,0,0,17.6,181.6,155.6,0.6,1.8
19.4,0,"1",16.18,4.4,0,0.6,20,66.8,0,35,6,0,0,28.2,132.8,253,0.4,0.4
13,0,"1",17.14,5.4,0,0.8,18.6,59,0,20,2,0,0,20.8,146.2,172.2,0.8,2.4
27.6,1,"1",15.9,5.4,0,0.6,19.2,65.6,0,0,0,0,0,25,125,203.8,0.2,0.8
13,1,"1",7,3.5,0,0.5,10,35,0,30,3,0,0,8.6,81.8,171.8,1,3.2
9.3,0,"1",7.7,4,0,0,12.5,42.5,0,2,2,0,0,21.2,119.2,238.8,1,1.6
17.6,1,"1",8.23333333333333,3.66666666666667,0,0,16,52,0,0,0,0,0,28.6,189.6,195.2,0.6,2.2
21.6,1,"1",11.225,2.25,0,0.5,17.75,54.75,0,0,0,0,0,16.2,98.4,234,0.8,3.4
13.3,0,"1",13.3,2,0,0.8,19,63,0,0,0,0,0,27,137.75,205.25,0.5,3.25
16.4,1,"1",13.36,1.2,0,1,19.4,63.6,0,5,1,0,0,23.75,153.5,253,0.5,1.5
15.5,0,"1",14.78,0.8,0,1.4,17.4,57.2,0,21,1,0,0,25,144.75,212.75,0,2.75
12.9,0,"1",14.36,1.2,0,1.2,17.8,58.8,0,9,1,0,0,15.4,100.4,210,0.4,2.6
15.7,1,"1",15.94,1.2,0,1.4,19.6,64.4,0,58,4,0,0,16.4,92.4,157,0.4,2
20.3,0,"1",14.76,1.8,0,1,18,57,0,4,2,0,0,18.4,86.6,253.8,0.2,1.4
20.7,0,"1",18.2,5.2,0,0.6,15.2,87,0.2,12,2,0,0,23.2,129.8,213.8,0.6,1
13.2,1,"1",21.925,4.5,0,1.25,17.5,88,0.25,37,5,0,0,21.8,119.8,253.2,0.2,2.4
16.2,0,"1",20.775,5,0,1,18,81.75,0.25,47,6,0,0,21.75,117.75,186,1.25,3
17,0,"1",16.45,6.25,0,0.5,17,62.25,0,53,6,0,0,19.75,105,245.25,0.75,1.5
17.7,1,"1",16.775,7,0,0.5,16.5,53,0,71,7,0,0,30.25,147.75,266,0.25,1.25
8.3,1,"1",16.025,8.75,0,0,15.5,48.25,0,14,2,0,0,32,127.6,239.4,0.6,0.8
8.1,0,"-1",14.48,8,0,0,15,48.4,0,14,2,0,0,26,126.2,296.2,0.2,1.6
7.4,1,"1",13.46,7.6,0,0,13.6,48.8,0,5,2,0,0,17.8,99.6,192,0.6,2.4
12.2,0,"-1",9.6,4.6,0,0,13,46,0,14,2,0,0,19.2,104.4,223.8,0.4,3.8
7.6,1,"1",10.08,4,0,0,4.4,14.4,0,21,3,0.2,0,26,110.5,307,0,1.5
8.1,1,"1",8.62,3.4,0,0,4.8,16.2,0,37,3,0.2,0,23,103.75,217.5,0,1.5
8,1,"1",8,3,0,0.25,4.75,17.5,0,22,2,0,0,21.5,96.75,259.25,0.5,2.25
14.4,1,"1",8.3,3,0,0.333333333333333,4.33333333333333,20.3333333333333,0,50,2,0,1,19.6,144.2,161.2,0.4,2.2
12.5,1,"1",7.86666666666667,3,0,0,4.33333333333333,9.33333333333333,0,36,6,0,0,32.2,140,293.8,0.2,1.4
11.9,0,"1",9.025,4.5,0,0,4.5,14.25,0,23,4,0,0,22,84,247.2,0.2,2.8
10.9,1,"1",6.18,2.4,0,0.2,5.2,12.4,0,66,4,0,0,18.6,137.2,179.6,0.4,2
32.6,0,"1",7.38,2.8,0,0.2,5.4,13,0,64,11,0,1,18.2,141.6,180.6,0.4,1.8
10.6,1,"1",12.9,4.8,0,0.4,6.8,15.8,0,15,2,0,0,22.5,97.5,215,0.75,3.25
7.3,0,"1",11.34,5.6,0,0.4,2.8,10.2,0,15,1,0,0,15,58.6,231.6,0.8,1.8
29.7,1,"1",7.1,0.8,0,0,10.2,43.4,0.2,8,1,0,0,29.8,96.2,262.6,1.4,1.2
15.3,1,"1",7.05,2,0,0.25,8.5,28.5,0,28,7,0,0,19.2,178.6,195.2,1.6,2.2
20.4,0,"-1",7.68,2.8,0,0.2,7,27.8,0,108,4,0,0,15,102.4,180.2,1.8,4.6
15,1,"1",10.98,3.6,0,0.2,5.6,28.6,0,17,2,0.2,0,22.2,138.6,138.6,0.6,2.4
7.2,0,"1",7.7,2.6,0,0.2,4.4,12.6,0,21,2,0,0,34,159.5,257.5,0.5,1.75
13.1,1,"1",8.42,3.8,0,0.2,4.6,16.2,0,18,4,0,0,22.75,91,214.75,0.5,2.25
24.3,0,"1",5.05,2.5,0,0,3.25,15.5,0,35,2,0,0,11.5,136.5,120.5,0.25,2
7.6,1,"1",10.075,2.5,0,0.5,4.5,26.25,0,31,4,0,0,27,121.2,241.2,0.8,2.4
9.6,0,"-1",8.7,2.75,0,0.5,4.25,24.25,0,9,3,0,0,18.75,120,216.25,0.75,2.25
12.44,1,"1",9.22,3.2,0,0.4,4,29.8,0,13,3,0,0,27.2,172.8,162.8,0.2,1.8
12,0,"1",7.525,4,0,0,3.75,15,0,21,3,0,0,23.5,108.5,217.5,0.5,3.25
25.1,1,"1",8.275,4,0,0.25,4,12.75,0,34,3,0,1,31.25,205.75,225.75,1,0.25
7.5,0,"1",13.575,4.5,0,0.5,4.5,29.75,0,42,2,0,0,23.5,106.5,240,1,1.25
10.8,1,"1",12.875,3.75,0,0.5,4.5,26.5,0,14,4,0,0,22,147.5,246.75,1,2.75
17.5,0,"1",12.46,4,0,0.4,6,32,0,17,2,0,1,16.2,80.2,221,0.8,1.8
20.4,0,"1",14.58,3.8,0,0.4,6,34.2,0,2,1,0,0,15,94.4,201.4,0.2,2.6
9.4,1,"-1",16.26,3.4,0,0.6,7,46.8,0,60,3,0,0,26.75,129.25,228.75,0.25,0.75
9.2,0,"1",13.12,3.6,0,0.4,6.8,34.2,0,31,6,0,0,20.75,102,284,0.75,2
12.4,1,"1",13.46,4.4,0,0.4,5.6,31.8,0,7,1,0,0,21.2,132.2,203.6,1,1.8
21.1,1,"1",10.56,3.2,0,0.6,3,29.6,0,31,6,0,0,20.6,125.4,230.8,0.6,2.8
17.5,1,"1",8.42,3.6,0,0,11.2,45.2,0,46,3,0,0,23.2,156.6,185.6,0.2,2.4
7.8,1,"-1",5.12,2.6,0,0,1.8,11.4,0,37,3,0,0,26.4,126.6,204,0.8,1.8
7.4,1,"1",7.2,4,0,0,2.25,13.75,0,23,4,0,0,18,167,167.5,0.75,3
9.9,1,"1",5.16,3.6,0,0.2,1.6,5.4,0,56,4,0,0,24.6,88.6,261.4,1.2,2.4
13.3,0,"1",5.82,3.4,0,0.2,1.6,5.8,0,39,6,0,0,32,129.2,267,0.2,1.4
18,0,"1",5.38,1,0,0.2,5.4,32.6,0,63,2,0,1,26.2,126.4,255,0.8,1.8
11.1,0,"1",6.28,1.6,0,0,4.8,25,0,8,1,0,0,25.5,77.75,267,0.5,1.75
9,1,"1",7.84,2,0,0.2,5,25,0,18,2,0,0,13.6,99,247.8,1.6,3.4
15.3,0,"1",8.975,1,0,0.5,15.5,53,0,9,2,0,0,15.4,124.8,189.4,0.6,1.6
25.6,0,"1",10.725,2,0,0.75,17.25,52.5,0,22,4,0,0,26.6,126.6,224.6,1,1.6
18.1,1,"1",14.025,3.5,0,0.75,20.25,62.5,0.25,8,1,0,0,20.25,141.75,170.25,0,1.25
19.1,1,"1",15.3,4,0,0.5,22.25,83.25,0.5,1,1,0,0,18.5,127.25,212.75,1,0.5
7.4,0,"1",16.16,3.6,0,0.6,23.2,82.6,0.4,22,2,0,0,25.5,106.25,262,0.75,2.5
13.7,1,"1",10.38,2,0,0.2,17,62.8,0.2,7,1,0,0,22.25,115.75,203.5,0.25,1
24.7,1,"1",9.5,1.6,0,0.4,14.4,48.2,0,24,2,0,0,20.8,145.4,196.8,1,3
10.5,0,"1",10.62,1.8,0,0.4,14.2,50.8,0.2,0,1,0,0,25,157.6,174.4,0.2,1.8
13.3,1,"1",12.18,1.6,0,0.4,17.2,67.4,0.2,0,0,0,0,21.4,122.8,158,0.6,2.8
37.6,0,"1",9.375,0.25,0,1,12,31.25,0,7,1,0,0,28.5,196.75,208.75,1.5,0.25
14.4,1,"1",15.8,0.5,0,1.5,11.75,53.75,0.25,1,1,0,0,21.75,140.75,199.25,1,1.5
7.7,1,"1",15.175,1,0,1.5,10.25,44.75,0.25,0,0,0,0,22,138,159,0,0.75
9,0,"1",15.275,1,0,1.25,9.5,60.75,0.25,6,1,0,0,23.25,84.75,249,1,2
25.6,0,"1",7.24,1,0,0.6,8.6,31,0,0,0,0,0,31.8,168.2,186.2,1.2,2.2
16.1,1,"1",9.48,0.8,0,0.6,11.2,49.6,0.2,2,1,0,0,24.8,143.2,244.2,0.4,0.8
10.8,1,"1",9.88,0.8,0,0.6,14,56.4,0.2,0,0,0,0,10.4,88,148.2,1,2.6
36.4,1,"1",5.675,2.5,0,0.25,6.5,30,0,15,1,0,0,20,103.6,231.6,0.2,1.2
11.9,0,"1",11.82,2.4,0,0.8,10.8,49.8,0.2,19,1,0,1,19.75,123.25,165.75,1.75,2.75
9.4,0,"1",13.18,1.8,0,0.8,13.6,51,0.2,16,3,0,0,29,142.8,235.8,0.4,2.2
14.8,1,"1",12.06,2.2,0,0.6,12.2,45.2,0.2,36,4,0,0,17,76,232.2,0.4,2
23.5,0,"1",14.8,2.6,0,0.8,12,44.8,0.2,31,5,0,0,19.75,74.5,166.5,1,2
7.5,0,"1",19.2,3.2,0,1.2,13.6,48.6,0.2,31,3,0,0,23.75,91.25,178.5,0.75,2.75
22,1,"1",13.42,3.4,0,0.6,9.2,27.6,0,34,4,0,0,25.6,109,228.8,0.8,1.6
20.8,1,"1",14.86,4.6,0,0.8,8,29.8,0,7,1,0,0,24.2,85.4,218.6,0.6,5
16.8,1,"1",16.06,4,0,0.8,12,49.6,0.2,8,2,0,0,18.5,109.5,235.5,1,3.25
30.9,1,"1",8.74,3.4,0,0.4,6.6,16.4,0,13,2,0,0,23.4,147.2,210.2,0.2,1.2
16.1,1,"1",10.92,3.6,0,0.6,7.6,36.4,0.2,16,3,0,1,24.75,86.75,253.25,0.5,2.25
14.4,0,"1",7.375,2.75,0,0,10.5,24.25,0,47,2,0,1,27.25,171.5,198.75,0.75,2.25
9.5,1,"1",9.85,2.25,0,0,11.25,27.5,0,0,0,0,0,18.4,125,239,1.2,4.8
16,0,"1",8.2,1.25,0,0,8,37.5,0,23,3,0,0,26.8,139.2,261.8,0.6,2.4
12.7,0,"1",5.8,3.8,0,0,5,18.2,0,20,3,0,0,22.6,148.4,225,0.2,1.6
18.9,1,"1",5.5,1.75,0,0.25,1,3.25,0,18,1,0,0,22.4,143.2,147.8,0.2,2
8,0,"1",9.45,1.75,0,0.75,2.5,5.5,0,2,1,0,0,22,116.5,196.5,1,1.75
10.2,1,"1",10.625,2,0,1,3.5,7.5,0,14,2,0,0,9.6,96.8,135.8,0.6,3.4
12.7,1,"1",5.08,2.6,0,0.4,2.4,4,0,32,3,0,1,18.8,123.2,163.2,0.6,1.8
24.1,1,"1",17.34,2.4,0,0.6,20.8,96.2,0.4,28,2,0,0,20.8,145.8,180.4,0.6,2.6
16.8,0,"1",15.58,2.4,0,0.4,18.6,90.6,0.4,6,2,0,0,23.8,146.2,180,0.6,1.8
19.8,1,"1",13.7333333333333,1.33333333333333,0,0.666666666666667,13.3333333333333,66,0.33,41,6,0,0,19,78.75,178,0.25,1.5
36.9,0,"-1",12.3,3,0,0.333333333333333,13,64,0,14,2,0,0,22.75,130,276.25,0.75,2
53.6,0,"1",19,3.66666666666667,0,0.666666666666667,16.6666666666667,98.3333333333333,0.33,5,1,0,0,18,89.8,234.8,1.8,4.4
28.1,1,"1",27.65,3,0,1.5,21.75,136.5,0.5,0,0,0,0,21,160.5,259.5,2,2.75
11.1,0,"1",34.6,3,0,2,28.75,168.5,0.75,29,3,0,0,20.6,80.6,222.2,0.8,3.8
20.5,1,"1",29.9,3.2,0,1.6,25.4,147.2,0.6,0,0,0,0,13.5,99.25,152.25,0.25,3.25
10,1,"1",9.2,0.8,0,0.2,16.2,69.6,0.2,0,0,0,0,19.2,133.2,203.4,0.8,2
8.6,0,"1",10.04,0.8,0,0.4,15.2,66,0.2,12,1,0,0,15.75,86.5,195,0.5,3.25
24.1,0,"1",6.18,1,0,0.2,9.4,37.6,0,13,2,0,0,21.5,106.75,164.25,1.5,2.25
14,1,"1",8.6,2.5,0,0,7.25,39.75,0,53,2,0,1,19.6,82.6,232.4,0.6,1.8
15.3,0,"1",10.675,3,0,0,6.75,39.75,0,19,4,0,0,30.8,126.4,307.4,1,2
9.6,0,"1",8.35,2.5,0,0.25,6,20,0,6,1,0,0,19.8,149.4,184.2,1,1.2
8.4,0,"1",8.2,1.6,0,0.4,8.2,34,0,1,1,0,1,14.75,101.5,229,0.25,2.75
11.7,1,"1",10.9,1.8,0,0.2,14.6,60.2,0.2,0,0,0,0,27.2,116.4,222.8,0.4,2
21,0,"1",13.14,1.8,0,0.4,16.8,70.6,0.2,0,0,0,0,23.75,119.5,323.5,2.25,2
24.2,1,"1",15.14,1,0,0.6,18.6,84.8,0.4,16,1,0,0,25.25,89.75,278,1,1.75
12.5,0,"1",15.975,0.75,0,0.75,17.75,84.25,0.5,0,0,0,0,24,132.5,168.75,1,3.5
36.9,1,"1",17.35,0.25,0,1,19.25,92,0.5,16,3,0,0,28.75,158.5,162.5,0.25,1.25
23.3,0,"1",19.575,1.5,0,1.25,18.75,83.75,0.5,66,1,0,1,19.6,80.6,212.8,1,1.4
23.1,0,"1",15.9,1.2,0,1,15,53.4,0.2,4,1,0,0,24.6,128.4,276.2,0.6,2.4
14.6,1,"1",18.02,1.8,0,1.2,15.8,59.8,0.2,20,2,0,0,23,128,165.2,1.2,2.4
15.3,1,"1",9.2,1.66666666666667,0,1,10,17,0,-2,2,0,0,21.8,97.6,188.2,0.6,2.8
29.7,1,"1",10.18,3.2,0,0.6,9.4,34,0,31,4,0,0,27.2,139,220,0.6,2.2
9.7,1,"1",13.6,5,0,1,5,9.66666666666667,0,5,4,0,0,26.25,90.25,262.25,0.75,2
9.4,1,"1",14.6,4.66666666666667,0,1,8.33333333333333,26.6666666666667,0,10,3,0,0,22.75,85.25,239.75,0.5,1.5
21.6,0,"1",7.83333333333333,4.33333333333333,0,0,11.3333333333333,36,0,50,7,0,0,19.6,47,258,0.4,2.4
24.7,0,"1",11.275,5,0,0.25,11.25,36,0,19,3,0,0,26,167.4,206.4,0.2,1.2
12.8,1,"1",16.35,4.75,0,0.75,15,50,0,17,2,0,0,27.8,116.8,295.2,1,3.4
14,0,"1",8.825,1.75,0,0.5,8,22.5,0,25,6,0,0,17,101.5,217.25,1,2.75
9.8,0,"1",11.45,3.5,0,0.5,9.5,32.75,0,36,2,0,0,23.4,104.8,261.8,0.6,2.2
8.5,0,"1",12.25,4.5,0,0.25,12.25,44.75,0,2,1,0,0,19.25,114.75,211.5,0.5,3.5
9.7,1,"1",9.6,4,0,0.25,11,34.25,0,7,1,0,0,14.75,77.25,202,0.5,1.5
13.1,0,"1",9.62,3.4,0,0.4,9.8,31.4,0,14,3,0,0,18,101,227,0.75,1.75
12.1,0,"1",8.22,1.6,0,0.6,6.8,23.4,0,14,2,0,0,23.4,103.8,155.4,0.4,2.6
9.4,0,"1",8.32,1.6,0,0.6,5.4,22.8,0,30,3,0,0,21,117.6,266.2,0.6,2.4
7.5,1,"1",8.26,2.2,0,0.4,5.6,25.6,0,31,3,0,0,24.8,168.4,187.2,0,2.6
7.7,0,"1",10.3,1.66666666666667,0,1,8.33333333333333,27.6666666666667,0,17,3,0,0,25.5,137,229.75,0.5,4.5
16.1,0,"1",9.65,2,0,0.75,8,30.75,0,4,1,0,0,24.5,126.5,305.5,0.75,0.5
17.7,1,"1",11.225,2.25,0,0.5,8.25,50.5,0.25,10,3,0,0,24.2,112,202.4,0.6,2.2
9.8,1,"1",12.52,2.6,0,0.6,9.6,55.8,0.2,49,5,0,0,23.4,113.6,252.8,0.8,2.2
12.4,0,"1",10.9,3,0,0.2,8.4,53,0.2,22,3,0,0,34.6,127.4,246.2,0.8,1.6
31.2,1,"1",5.93333333333333,1.66666666666667,0,0,11.6666666666667,42,0,15,2,0,0,21.25,98.75,225.5,1.5,2
13.6,0,"1",16.3,2.33333333333333,0,0.666666666666667,20,84,0.33,0,3,0,0,29,132.25,270.75,0.75,1.5
17.3,1,"1",15.625,2.75,0,0.75,18.25,74.5,0.25,0,0,0,0,19.6,98.6,203.4,0.8,2.2
13.4,1,"1",8.825,2,0,0.75,9.75,33.75,0,32,2,0,0,19.4,90.2,196,0.8,1.8
9.6,0,"1",9.74,2,0,0.6,10.8,43.4,0,26,4,0,0,19.4,85.2,228.4,1,1.8
11.7,1,"1",11.55,3.5,0,0.75,6.75,32.25,0,0,0,0,0,28.25,140.75,295.25,0.5,2
18.6,0,"1",11.35,1.75,0,0.75,8,40.75,0,7,1,0,0,18.4,82.4,217.6,0.8,1.8
9.3,0,"1",12.8,1.6,0,1,8.2,42.4,0,28,2,0,0,27.5,126,256,0.25,1.75
14.3,0,"1",11.8,2,0,0.8,7.8,40.4,0,8,1,0,0,25,107.25,207.5,1.75,2.5
15.5,1,"1",11.9,1.4,0,0.8,9,49,0,0,0,0,0,22.25,150,158,0.5,1.75
22.6,1,"1",12.66,1.4,0,1,8.8,44.6,0,3,2,0,2,22,103.6,237.6,0.6,0.8
19.6,0,"1",16.06,1.4,0,1,10.8,55.4,0,0,0,0,0,20.2,104.8,204.4,1.4,1.4
25.6,0,"1",14.38,0.6,0,1,10.4,51.6,0,27,4,0,0,18.4,110,219.6,1,2.2
14.8,1,"1",13.6,1.2,0,0.8,9.4,46,0,23,5,0,0,25.6,141.2,210.2,1,1.4
8.7,1,"1",17.92,3.2,0,0.8,11.2,66.8,0.2,12,2,0,0,13,74.6,177.2,0.6,2.8
20.5,1,"1",16.38,3.4,0,0.6,10.8,64.8,0.2,9,4,0,0,21.75,60.25,318.25,1.75,1.75
19.6,0,"1",12.925,4.25,0,0.25,11,57.25,0,50,3,0,0,15,106.5,175.75,0,2.25
24.5,1,"1",13.1,3,0,0.5,15.5,57.25,0,12,4,0,0,22.5,173.75,185.75,0.25,2.5
8.8,1,"1",14.1,2.75,0,0.5,15.25,59,0.25,-3,1,0,0,15.6,100,205.2,0.4,3.4
38.4,0,"1",13.04,2.4,0,0.4,15.6,63.4,0.2,61,10,0,1,26.6,104.4,275.8,1.8,2
24.6,0,"1",16.18,3.8,0,0.6,12.8,60.4,0.2,16,3,0,0,24.6,103.4,219.4,0.8,2
37.3,0,"1",19.22,3.4,0,0.8,18.6,79,0.2,128,11,0,1,24,99,204.2,1.4,3
20.3,0,"1",21.66,5,0,0.4,18.8,72,0.2,13,1,0.2,0,31.5,187.25,189,1,2.75
16,1,"1",20.24,4.4,0,0.4,18.8,79.4,0.2,29,6,0.2,0,14.8,89,188.4,0.6,1.2
30.3,0,"1",19.7,5.5,0,0.25,19.75,67.5,0,39,6,0.25,0,17.5,75.75,160,0.25,2
17.9,1,"1",17.95,4.25,0,0.5,21.5,84.75,0.25,50,7,0,0,27,82.25,247.75,0.25,1.25
11.5,1,"1",17.35,6,0,0.25,21.75,74.5,0.25,13,1,0,0,21.2,125.2,279.6,0.8,2.4
12.1,1,"1",8.63333333333333,1.33333333333333,0,0.333333333333333,13.3333333333333,47,0,-2,1,0,0,21.5,66.75,257.25,1,2.25
10,0,"1",9.5,1.25,0,0.5,13.5,48.5,0,20,3,0,0,15.25,102.5,222,1,3.25
10.7,1,"1",8.65,2.5,0,0.25,11.25,44,0,8,1,0,0,22.25,137.25,152,0.25,3.5
12.2,1,"1",9.06,2.2,0,0.2,13,55,0,41,2,0,0,23.75,178.75,188.5,1.5,1.75
8.9,1,"1",9.18,3.4,0,0,13.2,54.4,0,22,2,0,0,16.6,97.8,240.8,1.4,2.6
20.3,0,"1",8.96,3,0,0,13.6,53.8,0,11,1,0,0,20,112.2,261.4,1,1.6
19.3,0,"1",11.68,2.4,0,0.4,16,61,0,30,4,0,0,25,104,250.6,0.2,2.8
11.5,1,"1",13.4,3.2,0,0.6,15.4,53.8,0,14,1,0,0,21.8,90.6,231.8,1.2,2.4
7.6,0,"1",6,1.5,0,0.25,10.5,36,0,15,3,0,0,16.75,106.25,185,0.75,1.5
7.6,1,"1",6.2,1.25,0,0.25,9.25,27.75,0,0,0,0,0,30.8,133.4,234.4,0.2,1.6
11.8,0,"1",8.4,1.5,0,0.5,11.5,27.5,0,0,0,0,0,21.8,170.8,153.8,0.8,1.2
9.9,0,"1",6.73333333333333,0.666666666666667,0,0.666666666666667,5.66666666666667,17.3333333333333,0,0,0,0,0,23.6,113,270.2,1.2,2
10.9,0,"1",7.525,0.75,0,0.75,5.75,22.75,0,8,1,0,0,18.75,110,223.25,0.25,2.5
8.5,1,"1",8.5,0.75,0,0.75,9.75,32.25,0,0,0,0,0,29.75,147.25,233.25,1,2.5
24,0,"1",6.56,0.4,0,0.4,10.6,38,0,32,2,0,0,18.4,127,238.8,0.4,3
11.8,0,"1",11,0.333333333333333,0,0.666666666666667,8.66666666666667,54.3333333333333,0.33,40,5,0,0,22.75,103.75,160,0,3
24.7,1,"1",11.2,1.75,0,0.5,10.75,47.75,0.25,17,2,0,0,27.8,107.8,268,1,3.6
18.1,0,"1",9.2,2,0,0.5,11,44,0,0,0,0,0,21.8,116,258.2,0.8,2.6
15.2,1,"1",10.98,1.6,0,0.8,12,47.4,0,13,1,0,0,13.4,77.6,268.6,1,2.2
13,1,"1",9.08,1,0,0.6,11.2,43.2,0,34,3,0,0,24.8,140,226.8,0.2,1.8
9.4,1,"1",16.4,0.5,0,0.5,22.5,114.5,0.5,0,0,0,0,14.2,106.2,104.8,1.2,2.8
8,0,"1",12.95,0.5,0,1,16,60,0,0,0,0,0,21.75,78.5,228,0.25,2.5
21,0,"1",5.2,0,0,0.2,11.4,42,0,5,1,0,0,29,186.75,192.75,0.5,2
10.4,1,"1",5.6,2,0,0,11,33,0,19,1,0,0,19.2,63.4,270,0.6,2.2
