"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_pct_pyb","l5g_avg_tdr","l5g_avg_ra","l5g_avg_ry","l5g_pct_ryb","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_avg_tdrec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
19.4,0,"1",8,1.5,0,0,11.5,54,0,80,2,0,1,12.6,60.2,184.4,1,4
27.1,1,"1",11.8,1.66666666666667,0,0,12,47.3333333333333,0,-2,1,0,0,19.2,76.4,217.6,0.8,2.4
16.4,0,"1",13.3,2.2,0,0.4,12.4,55.8,0.2,10,2,0,0,17.6,122.8,208.6,1.4,3.2
8.2,0,"1",14.5,2.6,0,0.4,15,61.6,0.4,10,2,0,0,18.75,122.5,200.5,1,2.25
23.8,1,"1",10.225,2,0,0.25,12.5,53,0,70,4,0,1,34.5,117,277.75,0.75,1
22.6,1,"1",14.875,3,0,0.25,13,59.5,0,30,6,0,0,29.75,123,259.75,1.25,2
26.1,0,"1",17.125,3.75,0,0,18,80.25,0.25,27,3,0,0,9,96.2,106.2,0.6,2.8
28.6,1,"1",19.275,3.25,0,0.25,16.75,86,0.5,9,2,0,0,17,145.75,205.25,0.25,2
17.9,1,"1",21.14,3.2,0,0.4,16.4,102.2,0.6,9,1,0,0,10.75,134.5,164.25,1.75,3.25
17.2,1,"1",20.3,2.8,0,0.4,17.6,114.4,0.8,6,2,0,0,20.6,129,231.4,1.4,3.6
18.8,0,"1",19.22,2,0,0.6,15.4,110.4,0.6,8,3,0,0,19.2,130.8,197.8,1.2,2.4
13.7,0,"1",17.76,2,0,0.4,17.2,111.6,0.6,61,3,0,0,23.4,114.8,230.8,1.2,2.4
8.9,1,"1",14.78,2.2,0,0.2,17.2,87.4,0.4,15,2,0,0,14.8,91.6,138.2,0.6,4.2
20.3,0,"1",12.98,2.6,0,0.2,16.8,72.2,0.2,31,3,0,0,24.4,135.4,265.2,0.4,2
9.2,0,"1",7.15,3,0,0,6.5,33,0,59,2,0,0,20,142.25,173.25,0.5,1
13.3,1,"1",7.83333333333333,2.66666666666667,0,0,6,26.3333333333333,0,0,0,0,0,24,105.8,180.2,0.4,1.6
15.2,0,"1",9.2,2,0,0.25,8.25,38,0,24,3,0,0,24.2,133.8,167,1.2,2.2
16.5,1,"1",10.4,2.2,0,0.2,9.4,50,0,12,2,0,0,21.6,105.2,235.2,0.8,2.6
8.7,1,"1",5.8,2.25,0,0.25,4,14.75,0,27,3,0,0,24.4,151.6,201.2,0.2,2
24.9,1,"1",6.475,2,0,0,7.25,26.5,0,67,3,0,1,23.6,128.2,229.6,1,2.6
7.3,0,"1",10.525,2,0,0,8.75,42,0,24,3,0,0,13.8,72.8,173.6,0.4,2.6
7.7,0,"1",6.175,0.25,0,0,7.25,35.5,0.25,11,6,0,0,11.25,94.75,165,1.75,2.75
23.9,0,"1",6.68,1.8,0,0,9.4,27,0.2,10,3,0,1,22.8,146,189.6,1,1.2
16.6,1,"1",11.34,2.6,0,0.2,13.4,41.6,0.2,6,4,0,0,30,162.75,239.75,0.5,1.25
19.5,1,"1",9.38,2.4,0,0.4,11,37.6,0,23,3,0,0,11.6,116.8,203.2,0.8,2
17.9,1,"1",6.225,1.25,0,0.25,8.25,27.75,0,10,2,0,0,23.25,147,254,1,1.25
24.4,0,"1",5.125,0.75,0,0,5.5,38.75,0.25,11,1,0,0,21.2,125.2,183.4,0.6,1.6
7.9,0,"-1",13.4666666666667,1.66666666666667,0,0.666666666666667,12,52.3333333333333,0.33,12,2,0,0,26,112.2,227.6,0.2,2
13.5,0,"1",12.075,2,0,0.5,14,51,0.25,13,1,0,0,23.2,128,218.8,0.8,1.2
17.6,1,"1",12.36,1.8,0,0.6,14.2,51.2,0.2,55,1,0,0,17.5,87.75,262.5,1.75,4
7.1,0,"1",10.175,1.25,0,0.5,12.25,41.75,0,18,2,0,0,22.4,65.4,272.6,0.8,2.4
15.5,0,"1",6.625,1.25,0,0.25,4.75,25.5,0,0,0,0,0,19,73.5,251.75,0.25,2
14.4,1,"-1",6.225,1,0,0.25,8.25,37.75,0,0,0,0,0,30.6,145,262.8,0.6,1.8
30.1,0,"1",7.72,1.2,0,0.6,8.8,32.2,0,34,4,0,0,17.6,104.4,188.2,0.6,2.8
13.1,1,"1",9.14,1.4,0,0.6,6.8,21.6,0,12,2,0,0,27.25,110.25,261.75,0,1
20.9,1,"1",9.2,2,0,0.25,9.75,40.5,0,33,2,0,1,34.5,133,261,0.5,3.25
36.2,0,"1",9.9,1.75,0,0,12.5,58,0,85,3,0,0,29.75,140,187,0.75,2.25
22.9,0,"1",18.725,2.75,0,0.25,19,95,0.25,20,2,0,0,34.5,118.25,274,1.25,2.75
19.3,1,"1",23.275,3,0,0.5,24,115.25,0.5,24,4,0,0,18.75,70.75,263.5,1,1
7.5,0,"1",24.825,3.25,0,0.75,25.75,107.75,0.5,27,3,0,0,12,73.8,236,0,2.4
18.7,0,"1",21.36,3.8,0,0.6,22.6,89.8,0.4,19,3,0,0,24.2,109.6,298.2,0.2,1.8
20.9,1,"1",20.92,4,0,0.8,23.4,86.2,0.4,62,7,0,0,31.6,134.4,233.8,0.8,2.2
11.4,0,"1",17.86,4.6,0,0.6,21,70.2,0.2,24,2,0,0,20.2,124.6,172.2,0.6,3.6
9.9,1,"1",15.56,4.8,0,0.4,19.6,62.4,0,13,2,0,0,18.4,122.6,211.4,0,2.8
8.3,1,"-1",19.3,0,0,2,7,73,0,0,0,0,0,23,101.75,273.5,1,3.75
13,1,"1",5.06,2.4,0,0,3,8.2,0,30,3,0,1,23,111,248.4,1.2,1.4
7.1,0,"1",6.66,2.6,0,0,3,7.4,0,-4,1,0,0,7,95,127,1.25,3.25
50.6,1,"1",32.225,8.25,0,1,17,83.75,0.25,78,7,0.25,0,28.8,116,252.6,0.8,1.8
21.9,0,"1",37.3,8,0,1,19.25,118.75,0.5,32,6,0.25,0,17.25,136,166.25,1.25,3.75
44.4,0,"1",30.8,7.5,0,0.5,17.25,102,0.25,61,6,0.25,2,28.6,120.4,261.2,1,1.8
27.1,1,"1",38.9666666666667,9.33333333333333,0,1.33333333333333,20.3333333333333,119.333333333333,0.33,88,9,0,1,15.5,96,143.25,0.75,2.75
17.8,0,"1",25.9333333333333,8.66666666666667,0,0.666666666666667,12,47.6666666666667,0,34,5,0,0,20.4,100.2,262.4,1.6,2.4
50.8,1,"1",17.0666666666667,8.33333333333333,0,0,10.6666666666667,51.3333333333333,0,43,6,0,0,17.8,97.6,229,1,3
41.2,0,"1",25.5,7.75,0,1,14.25,72.25,0.25,53,4,0,1,13,103.2,196.4,1.4,2.2
56.1,0,"1",28.64,7.4,0,1.4,15.8,73.6,0.2,41,7,0,1,25.4,128.8,194.4,1.2,3.8
38.7,1,"1",19.2,8.5,0,0.5,11,48,0,14,4,0,0,20.8,139,231.6,0.8,1.4
28.3,0,"1",24,6,0,1,11.5,104,0.5,70,7,0,1,19,111.8,221.8,0.6,4.2
10.6,1,"1",33.5,7.5,0,1,17.5,133,0.5,11,2,0,0,19.2,119.8,169.2,0.6,3
46.8,0,"1",25.8666666666667,6.33333333333333,0,0.666666666666667,15.6666666666667,107,0.33,128,6,0,3,16,128,181.5,1,3
27.7,1,"1",31.1,6.5,0,0.5,14.75,97.75,0.25,19,5,0.25,1,16.6,94.6,222.4,0.6,1.4
24.5,0,"1",30.42,6.4,0,0.6,16.8,95.8,0.2,51,8,0.2,1,23,107,207,0.2,4.4
43.2,0,"1",27.58,7.6,0,0.2,18.2,70,0,50,3,0.2,0,21.75,124.75,241,0.5,3
50.5,1,"1",30.56,6.2,0,0.6,20.2,93.8,0.2,47,7,0.2,1,35.2,143.6,231,0.8,2
36.6,1,"1",38.54,7,0,1.2,22.8,106.4,0.4,58,5,0.2,0,31,127.2,261.4,0.8,1.6
31,1,"1",22.38,9.6,0,0.8,13.2,52.2,0,22,4,0,1,22.5,59.5,282.5,1,2.5
57.5,1,"1",22.38,7.6,0,0.6,16.4,80,0.2,52,7,0,1,21,175.5,198.5,0.5,2.75
37.6,0,"1",31.875,9.75,0,0.75,23.5,121.75,0.5,58,5,0,0,16,96.5,207,0.75,1.5
12.2,1,"1",36.025,8.25,0,1,25.75,148,0.75,36,6,0,0,31.25,103.75,283,0,2
9.1,0,"1",24.9,5.5,0,0.5,20,107,0.5,22,4,0,0,16.4,106.8,235.8,0.6,2.4
8.8,0,"1",19.6333333333333,6.33333333333333,0,0.333333333333333,16.3333333333333,81,0.33,35,4,0,0,18,125.5,207.25,0,2.75
13.3,1,"1",7.875,4.75,0,0,9.25,23.5,0,30,6,0,0,24.6,103.4,216.8,0.4,1.4
18.4,0,"1",20.4,4,0,2,20,48,0,21,3,0,0,15.8,88.2,178.8,0.2,0.6
27.3,0,"1",19.4,4.5,0,1,20,75.5,0.5,33,5,0,0,24.75,84,228.75,0.5,1.25
37.3,1,"1",22.0333333333333,4.66666666666667,0,1,21.3333333333333,83.6666666666667,0.33,35,2,0,0,28.6,165.2,231,0.4,1.4
23.5,0,"1",25.85,4,0,1.5,20.25,89.75,0.5,43,6,0,0,23.5,101.5,214.75,0.75,2.5
18.8,1,"1",25.38,5,0,1.2,21,92.2,0.6,13,3,0,0,25.2,122.4,246.6,0.8,2.4
35.4,1,"1",25.06,5,0,1,22.6,99.6,0.6,33,5,0,1,27,134.4,254.2,1,2.4
19.5,0,"1",28.46,5.2,0,1.2,23,103.2,0.6,40,6,0,0,23.4,116.2,266,1,1.4
15.9,1,"1",16.94,4.6,0,0.4,16.8,72.8,0.4,29,3,0,0,17.8,131,143.8,0.6,1.2
21.5,0,"1",15.82,5.2,0,0.6,15.4,55.2,0.2,74,8,0,0,18,128.6,135,0,2.2
16.8,1,"1",15.625,4.75,0,0.25,16.25,68.25,0.25,22,6,0,0,17.6,125.4,228.2,0.6,2.4
23,1,"1",15.175,6,0,0.25,13.5,54.5,0,21,5,0,0,26.4,112.6,244.2,0.4,1.8
13.1,0,"1",16.8,6.5,0,0,13.75,68,0.25,14,5,0,1,19.5,81.25,244,0,3
9.8,0,"1",6,3,0,0,3,18.6,0,21,4,0,0,5.8,104.4,187,0.4,4
8.7,1,"1",7.44,3.2,0,0,3.2,19.6,0,28,5,0,0,30.6,128.2,165.4,0.4,2.2
10.4,0,"1",5.525,3.25,0,0,3,12.25,0,54,5,0,0,17.5,95.25,221.75,0.5,4
13.9,1,"1",5.5,2.2,0,0,4.6,24,0,44,9,0,0,25.6,134.2,273,0,1.2
22,0,"1",20.9,5.2,0,0.4,21.4,76.6,0.2,34,5,0,0,21.4,125.8,221.6,0.2,1.8
15.3,1,"1",20.08,5.6,0,0.4,20.8,67.2,0,17,2,0,0,19,61.8,216.8,1.2,2.8
17.1,1,"1",18.225,4.5,0,0.75,18.5,52.75,0,5,1,0,0,24.75,129.75,285.75,1.25,3
25.6,1,"1",19.125,4,0,0.75,19.25,73.5,0.25,54,7,0,1,14.25,96.5,219.5,0.25,1.75
16.4,0,"1",20,4.75,0,0.5,20.5,82.5,0.25,40,6,0,0,19.5,147.5,150.75,0,1.75
29.6,0,"1",18.6,5.25,0,0.25,19.5,79.5,0.25,7,1,0,0,30.6,151.6,233.2,0.6,1.8
22.5,0,"1",22.175,5,0,0.5,19.75,100.25,0.5,29,4,0,1,19.75,70.75,244.5,1.25,3.5
15.6,1,"1",22.24,4.8,0,0.4,20.2,99.4,0.4,37,5,0,0,23.8,127.2,168,0.2,2.6
17.3,1,"1",21.94,5.2,0,0.4,20,88,0.2,29,5,0,0,26.2,120.4,221.6,0.2,2
18.1,1,"1",20.28,5,0,0.6,18.2,80.4,0.2,28,2,0,0,26.6,110,255.2,1,1.4
10.5,0,"1",20.62,4,0,0.8,19.6,82.2,0.2,25,3,0,0,16.6,114.4,218,1.2,1.2
10,0,"1",14.575,4,0,0.25,17.75,67.75,0.25,37,5,0,0,15.75,128,228.75,1.5,2
8.9,0,"1",15.7,5,0,0.25,15.25,59.75,0.25,25,4,0,0,21.2,102,260.4,0.6,2.6
26.1,1,"1",15.125,5,0,0.25,13.5,58.5,0.25,31,2,0,0,23.6,158.2,272.4,1.4,1.6
16.7,1,"1",17.5,4.25,0,0.75,14.75,64.5,0.25,74,6,0,0,18.75,110,197.5,0.5,2.25
27.1,0,"1",15.425,5.5,0,0.5,13,42.5,0,120,8,0,0,30.25,115,271.75,0.5,1.5
11.4,1,"1",17.76,6.2,0,0.4,14.4,42.2,0,20,4,0.2,0,19.6,105.6,232.8,0.8,3.2
10.1,0,"1",18.04,6.2,0,0.4,14.2,44.4,0,34,4,0.2,0,18,73.25,206.5,0.75,3.5
15.6,1,"1",18.28,5.8,0,0.4,14.6,45,0,5,1,0.2,0,21.5,171.75,183.75,1,1.5
10.8,1,"1",16.18,5.4,0,0.2,14.2,45.2,0,17,4,0.2,0,19,70,189.6,0.8,2.8
7.9,0,"1",15,4.6,0,0.2,15.6,48.8,0,0,2,0.2,0,12.8,103.6,180,0.4,1.2
7.7,1,"1",11.16,3.4,0,0.2,15.6,54.4,0,-7,1,0,0,17,83,196.6,0.8,1.8
18.4,0,"1",10.42,2.6,0,0.2,17,62.4,0,23,3,0,0,31.2,145.2,246.6,1.4,1.2
14.1,1,"1",21.22,4,0,0.4,14.4,60,0.2,40,3,0.2,0,19.25,74.25,302,0.75,2.75
11.3,1,"1",15.82,4,0,0.6,12.6,52.2,0.2,32,5,0,0,22.4,126,302.4,1.2,2.4
11.1,0,"1",16.625,4.5,0,0.75,13,61,0.25,12,3,0,0,31,225,176.25,1,1.75
8.8,1,"1",18.075,5,0,0.75,13.5,66.75,0.25,9,1,0,0,26,102.8,220,0.2,1.6
18.4,0,"1",11.325,5,0,0.25,13.25,42.5,0,7,2,0,0,20,106.6,221.8,0.8,2.8
18.9,1,"1",12.4,3.75,0,0.25,17.5,64,0,22,2,0,0,26.5,75.75,236.5,0.75,2
18,0,"1",14.3,3,0,0.25,18.5,83,0.25,36,2,0,0,28.4,118.4,223.4,0.8,2.4
8.1,1,"-1",15.04,3,0,0.4,17.4,79.2,0.2,36,2,0,0,23,131.6,269,0.2,1.6
10.8,0,"-1",14.44,3.2,0,0.4,16.4,74.4,0.2,6,1,0,0,21.2,110.2,207.4,0.8,2
29.9,1,"-1",14.84,3,0,0.4,15.6,79,0.2,56,4,0,0,21.8,99.6,185.6,1,3
23.1,0,"1",17.14,4,0,0.4,14.4,82.2,0.4,60,8,0,0,18.2,121.4,175.4,0.4,2.4
18.3,1,"1",25.9,8,0,0.2,16.4,88,0.4,36,6,0.2,0,21.2,78.4,271.8,0.2,3.2
29.3,0,"1",24.2,8.2,0,0.2,16.6,91.8,0.4,38,2,0.2,0,23.6,113,270.2,1.2,2
19,0,"1",26.375,5.75,0,0.5,22.25,138.25,0.75,17,3,0,0,18.75,110,223.25,0.25,2.5
13.7,1,"1",22.175,5.75,0,0.25,22,120.25,0.75,3,1,0,0,17.75,163.25,166,0.75,3.75
12.3,1,"1",20.075,5.25,0,0.5,21,107.25,0.5,26,4,0,0,29.75,147.25,233.25,1,2.5
14.4,0,"1",18.575,4.75,0,0.5,21.75,99.75,0.5,25,6,0,0,26,161,175,0.75,3.25
13,1,"1",11.8666666666667,3.33333333333333,0,0,14,63.3333333333333,0.33,4,3,0,0,28.5,102.75,241.25,1,2
20.4,1,"1",12.2,3.33333333333333,0,0,19,85,0.33,24,5,0,0,25.25,108.25,256,0.5,2.75
25.8,0,"1",14.25,3.75,0,0.25,18,81.25,0.25,45,2,0,0,28.8,134.2,263.6,0.2,1
9.7,0,"1",16.2,4.25,0,0.5,16.25,77,0.25,4,3,0,0,14.75,114.25,216.25,0.25,2
18.6,1,"1",13.42,3.6,0,0.4,15.6,63.4,0.2,30,3,0,1,19.75,150.5,180.5,0.75,2.5
17.9,0,"1",13.06,3.2,0,0.2,16.8,62.6,0.2,34,6,0,0,26.25,131,241,0.5,1.5
18.3,1,"1",11.48,4.2,0,0,17,59,0,64,5,0,0,23,159,216.25,0.75,1.75
16.5,0,"1",14.02,4.8,0,0,17.8,65,0,7,1,0,0,25.8,157.2,207.8,0.6,1.8
23.4,0,"1",15.38,4.2,0,0.2,16,70,0,21,2,0,0,33,121.6,236.8,0.2,1.8
17.1,1,"1",20.7,6.4,0,0.6,16.2,75,0,44,6,0,0,36.4,130.8,269.2,0.6,1
30.9,0,"1",20.3,6.4,0,0.4,16.2,78.4,0,18,2,0,0,27.5,90,294.5,0.5,3.25
31.9,0,"1",21.55,5.25,0,1,15.25,77,0,54,5,0,0,17.5,76.75,200,0.25,4
10.9,1,"1",23.85,5.75,0,1,17.75,84.5,0.25,16,4,0,0,24,107.25,277,0,1
23.5,1,"-1",22.7,6,0,1,19,79,0.25,42,5,0,1,19.75,120.5,232.25,0.75,3.5
17.7,0,"1",24.3,6,0,1,18.75,83,0.25,40,7,0,0,20,93.5,206,0.25,4
20.1,0,"1",21,7.5,0,0.25,18.75,79.5,0.25,31,2,0,0,33,141.2,273.2,0,2.4
33.5,1,"1",20.82,6.4,0,0.2,19.6,87.6,0.4,73,7,0,1,29.25,167.25,254,1,1.25
17.1,0,"-1",21.14,6.6,0,0,18.8,83,0.4,4,1,0,0,31.75,100.5,233.5,0.25,1.5
9.4,0,"1",22.38,5.8,0,0,20.2,101.8,0.6,25,4,0,0,26.25,113,253.5,1.25,3
40.7,1,"-1",19.56,5.6,0,0,18.4,91,0.6,47,4,0,1,32.2,169,252.2,1,2.4
37.7,0,"1",21.76,8.4,0,0,16.4,63.8,0.2,77,10,0.2,0,28.6,148.8,259.6,1.4,0.8
28.9,1,"1",24.32,9.2,0,0.4,16.4,63.4,0.2,60,6,0.2,1,26,116.25,220.5,0.75,2.5
33.8,0,"1",28.38,9,0,0.6,16.4,69,0.2,54,6,0.2,1,22.8,128.6,224.8,1,2.2
11.1,0,"1",34.25,10,0,0.75,16.25,76,0.25,27,3,0.25,0,23.75,131,234.25,0.75,3
26.5,1,"-1",27.875,8.75,0,0.75,16.25,74.25,0.25,58,6,0,0,18.25,102.5,198.5,1,5
28.2,1,"1",25.075,7,0,0.25,18.5,83.5,0.5,23,5,0,0,18.75,103.5,223.5,0.25,2.75
11.8,0,"1",24.9,6.75,0,0.5,21.25,93.5,0.5,52,6,0,0,21.25,68,260,0.25,1.25
25,1,"1",19.4,7,0,0.5,17.75,66.5,0.25,74,8,0,0,26.5,131.5,258.75,0.75,2.25
11.9,1,"-1",20.52,7.4,0,0.6,16.8,58.4,0.2,21,2,0,0,32.2,185.8,260,0.4,1.4
21.5,1,"1",20.68,7,0,0.6,16.6,63.2,0.2,40,6,0,1,19.2,52.2,280.4,0.2,2.6
15.4,0,"1",19.68,7,0,0.6,15.2,50.8,0,23,8,0,0,22.8,142.6,229.8,0.4,2
19.9,0,"1",18.98,5.4,0,0.2,20.4,87.6,0.2,20,3,0,0,27.6,128.6,249,1.2,2.4
10.9,1,"1",17.425,4.75,0,0.25,21.75,76.25,0,28,4,0,0,16.5,92.5,236.75,0.5,3.75
23.3,1,"1",8.6,2.5,0,0,12.5,42.5,0,39,5,0,0,22.75,137,249,0.25,1.25
12.3,1,"1",14.8,3,0,0.5,18,64,0,8,1,0,0,23.6,118.6,247.2,0.8,1.6
22.4,0,"1",13.9666666666667,2.66666666666667,0,0.666666666666667,15.3333333333333,57.6666666666667,0,57,6,0,1,23,120.2,249.8,0.4,2
10.7,0,"1",16.075,3.75,0,0.5,13.5,55,0,23,3,0,0,23.2,84,266.6,0.2,2.6
20,1,"1",15,3.8,0,0.4,13,54.8,0,34,3,0,1,21.2,106.2,210,0.4,2.8
33.4,1,"1",11.96,3,0,0.6,16,52.8,0,54,4,0,1,21.6,71.2,251.2,0.6,1.8
23.8,0,"-1",11.86,3.2,0,0.2,16,52.8,0,16,2,0,0,30.6,153.8,285.6,0.4,2
16.7,0,"1",14.94,3,0,0.6,18,56.2,0,5,1,0,0,23,128.5,204.25,0,1.75
12.9,1,"1",17.02,2.8,0,0.8,17.6,69.2,0,11,2,0,0,22.75,94.25,189.5,0.25,2
8,1,"1",21.7,3,0,1,21.75,93,0,23,3,0,0,22.25,119.75,247.75,0,2.5
10.9,1,"1",15.35,3,0,0.75,17.5,74.75,0,54,3,0,0,25.25,112.75,274.5,0,2.75
10,0,"1",5.6,1,0,0,7,41,0,6,1,0,0,33,146.6,270.2,0.2,3
16.3,0,"1",7.8,1,0,0.5,5,32.5,0,2,2,0,0,22.4,103.4,245.4,0.8,2.2
18.9,1,"-1",10.6333333333333,1.33333333333333,0,0.666666666666667,4.66666666666667,48.6666666666667,0,16,2,0,0,22,116,200.4,0.2,2.2
18.4,1,"-1",5.58,0.4,0,0.4,4.4,27.2,0,9,3,0,0,12.4,97,234.4,0.4,1.6
11.6,0,"1",8.86,1,0,0.6,6.2,40.2,0,4,2,0,0,18,91.25,280,0.5,3.5
7.2,0,"1",11,1.25,0,0.75,7.75,49.25,0,0,0,0,0,25,121,301.25,0,1.75
16.9,0,"1",12.4,2,0,0.666666666666667,11.3333333333333,63,0,0,0,0,0,24,97,223.25,0.75,2
9.7,1,"1",9.16666666666667,0.333333333333333,0,0.666666666666667,8,51.6666666666667,0,0,0,0,0,25.5,146.5,195.75,0.25,1.75
9.1,1,"1",9.3,0.25,0,0.75,8.25,48,0,0,0,0,0,21.6,140.2,232.4,1.2,1.8
12,0,"1",9.775,0,0,0.75,7.5,52.75,0,10,1,0,0,31.2,133.6,226.2,0.2,1
23.1,1,"1",7.55,3.75,0,0,8.25,32.5,0,31,5,0,0,23.25,99,289.75,0.5,2
27.6,0,"1",10.66,4.2,0,0,11,50,0.2,81,8,0,0,20.25,111.75,265.25,1,2.5
7.9,0,"1",16.08,5.8,0,0.2,13.8,61,0.2,0,0,0,0,33.6,174.6,299.4,0.6,1.4
14.6,1,"1",16.52,4.8,0,0.4,14.2,64.6,0.2,6,1,0,0,20,103,226.8,0.4,1
10.6,0,"1",5.7,1.5,0,0,1.75,7.5,0,37,1,0,0,18.6,143.6,203,1,2.6
11.1,0,"1",6.38,2.4,0,0,11,37.8,0,7,5,0,0,26.4,111,296,0.2,3
8.6,1,"1",7.58,3.4,0,0,11.8,38.4,0,25,3,0,0,24.25,122.25,228.5,0.75,2
13,0,"1",7.125,2.5,0,0,12.75,37.75,0,20,5,0,0,23,85,260.25,1.25,2.75
10.3,0,"-1",8.45,2.5,0,0,13,45.75,0,28,4,0,0,14.5,87.5,212.25,0.75,3.25
9.4,1,"1",19.82,3.6,0,1.2,17.8,59.8,0.2,0,0,0,0,17.4,116.2,185.6,0.8,3.8
36.1,0,"1",18.16,4,0,0.8,20.4,67.2,0.2,53,6,0,1,27,95.6,286.2,0.2,2.2
22.5,0,"1",20.58,4.8,0,1,20,60.4,0,44,4,0,0,15.4,115.8,175.8,1.4,2.8
39.1,1,"1",21.52,4.8,0,0.8,21.4,75.6,0.2,65,4,0,0,25.2,67.4,271.4,0.2,3.4
18.2,1,"1",24.36,4.2,0,0.6,24,107.6,0.4,62,5,0,0,23.25,143.25,181,0,2.25
12.9,0,"1",28.975,6.5,0,0.75,25.25,111.25,0.5,19,4,0,0,22,90.25,232.5,0.25,0.75
23.8,1,"1",23.175,5.75,0,0.25,24,111.75,0.5,54,4,0,0,21,119.6,272.6,1.2,2.8
7.3,0,"1",6.4,3.25,0,0,7.25,27,0,18,2,0,0,26.6,122,300.8,0.6,2.6
14.2,1,"1",7.775,4.25,0,0,8.75,31.25,0,27,2,0,0,22.25,103,304.25,0.5,2
13.3,1,"1",5.46666666666667,0.333333333333333,0,0.333333333333333,8,29.6666666666667,0,19,3,0,0,29,143,253.75,0.25,1.25
14.9,1,"1",5.7,2.33333333333333,0,0,5,27.3333333333333,0,33,2,0,0,25.75,155.25,198,0.5,2
30.8,0,"1",6.72,2.6,0,0.2,6.2,28.8,0,29,5,0,0,22.2,167.8,183.6,0.2,2.6
7.5,1,"1",12.88,3.8,0,0.4,13,56.6,0.2,18,2,0,0,17,90.8,175.4,0.6,2.2
7.7,0,"1",5.23333333333333,0.666666666666667,0,0.333333333333333,3.66666666666667,27.6666666666667,0,17,3,0,0,26.25,92.75,217,0.5,2
11.5,1,"1",7.8,2,0,0.333333333333333,5.66666666666667,37.6666666666667,0,8,3,0,0,29.6,137.4,214.8,0.6,2
21.2,0,"1",7.24,2.2,0,0.4,6.2,27,0,3,1,0,0,26.6,144.2,187.6,1,1.8
11.1,1,"1",8.34,2,0,0.4,6,32.2,0.2,17,3,0,0,23.8,104.2,240.4,0.8,4
9.8,0,"1",8.06,1.2,0,0.4,12.4,43.2,0,6,1,0,0,25,124.2,254.6,1,2
10.7,1,"1",9.22,1.4,0,0.6,11.6,39.6,0,6,1,0,0,25.8,133.4,263.6,0.6,1.6
17.4,1,"1",6.55,1,0,0,11,51,0,14,2,0,0,20.25,119.5,229,0.5,2.5
11.4,1,"1",9.9,2,0,0.5,10.5,45.5,0,0,0,0,0,27.25,124,198,0.75,3
8.2,0,"1",6.52,1,0,0.2,9.6,42.4,0,-1,1,0,0,20.6,98.8,219.8,0.2,2
15,1,"1",7.64,0.8,0,0.4,11.4,48.4,0,0,0,0,0,24.6,81,296.4,0.6,2.2
13,0,"1",9.3,0.6,0,0.6,11,53,0,7,1,0,0,26.8,133,247.2,0.6,3.2
27,0,"1",16.2,2.5,0,0.5,17,94,0.5,10,1,0,0,30,131.2,268.2,0.6,1.6
19.9,1,"1",19.8,2.33333333333333,0,1,21.3333333333333,96,0.33,19,3,0,0,22.25,99.75,199.25,0,2
16.7,1,"1",19.825,3,0,0.75,22.75,102,0.5,30,7,0,0,27,145.8,247.4,0.6,1
17.1,0,"1",19.46,3.6,0,0.6,23,97.2,0.4,-1,2,0,0,25.25,83.25,260.5,0.25,2.5
11.9,0,"-1",13.3,3.6,0,0,18.8,75.8,0.4,0,0,0,0,31.2,117,270.6,0.8,2.6
14.5,1,"1",11.7,2.6,0,0.2,16.8,63.6,0.2,17,3,0,0,26.2,106.6,313.6,0.2,1
14.1,0,"1",11.26,1.8,0,0.4,14.8,57.8,0.2,4,2,0,0,21.6,115,232.2,0.8,2.6
20.6,1,"1",16.62,5.4,0,0.4,13.6,52.2,0,10,3,0,0,22.4,78.4,288,0.8,1.2
25.8,0,"1",16.7,4.2,0,0.8,15.8,56.6,0,5,2,0,0,24,106.2,308,0,1.6
15.9,1,"1",19.1,4,0,0.8,15.4,74.6,0.2,39,4,0,0,21,131.6,263.2,0.8,1.4
13.6,1,"1",18.1,4,0,0.6,15.8,80.6,0.2,42,4,0,0,20.5,124,200.25,0.25,2.25
12.8,0,"1",17.06,3.6,0,0.6,16.8,76,0.2,21,3,0,0,29,188,270.75,1.25,1
15.7,0,"1",17.025,4,0,0.25,14.25,88.5,0.25,45,6,0,0,18.25,120.25,190,1,4.25
19.9,1,"1",14.5,5.5,0,0,13,65.75,0,23,4,0,0,19,63.2,216.6,1.4,3
8,1,"1",16.175,4.75,0,0.25,13.5,55.5,0,9,2,0,0,27,96.2,246.4,0.4,2.2
17.2,0,"1",15.5,5,0,0.25,14.5,53.75,0,20,4,0,1,18.75,108,237.5,0.75,1.5
34.1,0,"1",11.825,3.5,0,0.25,13.25,43.75,0,13,2,0,1,34,233.5,198.25,0.5,2
8.3,1,"1",14.7,2.25,0,0.25,12.5,69,0.25,13,2,0,0,20.4,141.2,194.4,1,2.2
10.5,0,"1",13.42,2.2,0,0.2,12.2,65.2,0.2,47,3,0,0,22.75,59.25,305.25,0.25,4
32.7,1,"1",13.92,2.4,0,0.2,10.4,60.6,0.2,21,1,0,1,12.5,83.75,170,0.25,2.5
