"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
33.2,1,"1",17.72,10,102,8,0.2,17.25,86.75,201.5,0.75,2
12.6,0,"1",21.4,9.8,76,5,0.4,32.4,176.8,208.6,0.4,1.4
21.9,0,"1",20.02,9,99,6,0.4,21.4,151.4,176.6,1.6,4.2
9.4,0,"1",20.86,8.6,54,4,0.4,29.4,147.2,165,0.6,2.4
27.9,0,"1",13.2,9.5,109,8,0,17.5,118.5,231.25,2,3.5
12.1,1,"1",17.675,10.5,71,6,0.25,23.5,147,190.5,0.25,0.75
31.4,0,"1",16.525,10.75,114,5,0.25,24.25,139.25,189.75,0.5,1.75
8.5,1,"1",16.92,10.2,45,4,0.4,19.4,113,158.8,0.6,3.2
31.3,1,"1",13.04,9,113,9,0.2,26.6,83.6,222.4,0.8,1.8
32.5,0,"1",16.88,9.4,135,10,0.4,24.8,160,193.2,0.8,2.2
8.5,0,"1",17.1,10.8,45,4,0.4,10.8,91,153.2,0.6,1.8
19.1,1,"1",17.54,10,101,6,0.4,22.4,142.8,173.8,0.4,1.8
10.8,1,"1",19.98,10.6,18,3,0.6,23,127,193.6,1,3.2
19.4,0,"1",18.075,8,94,4,0.25,19.6,121.4,213.8,1.4,1.8
29.6,1,"1",20.5,8.75,136,7,0.25,16.5,68.75,210.5,0.5,2.75
15.4,0,"1",21.225,9.75,64,3,0.25,23,121.25,197,1.25,3.25
8.6,1,"-1",18.9,9.75,36,5,0.25,18.6,112.8,176,0.4,2.4
19.5,1,"-1",18.25,9.75,85,5,0.25,29.75,163.5,197,0.75,2.25
17.7,0,"1",18.5,9.6,77,4,0.2,26.25,111,218.5,1.25,1.75
10,1,"-1",18.16,9.4,20,2,0.2,22.8,99.8,206.8,0.4,3.8
15.1,0,"1",14.24,8,91,6,0,24.2,117.6,264.4,1,1.8
17,0,"1",14.18,8.2,60,5,0,22,114.5,265.75,0.25,2.5
8.6,0,"1",7.35,6.5,6,2,0,17.8,88.2,188.4,0.4,4
10.7,1,"1",8.02,8.4,27,2,0,14.8,86.4,178.6,2.2,2.6
11.8,0,"1",9.04,7.4,28,3,0,16.2,118.4,182.6,0.4,1.2
15.9,0,"1",15.68,7.4,98,6,0.4,25.4,131.2,215.6,0.4,2.6
10.2,1,"1",13.675,7.25,72,3,0,20.5,120,249.25,0.25,1.25
18.5,1,"1",9.875,7,61,4,0,17.2,87,179.4,0.4,3.4
10.9,0,"1",12.225,8.75,66,4,0,29.5,99.5,226.25,0.25,1.5
10.9,0,"1",10.975,8.25,47,5,0,18.6,93.6,222.2,0.2,1.8
19.2,1,"1",10.96,8.6,76,6,0,24.2,86.2,202.4,0.8,1.2
10.7,1,"1",11.72,7.6,77,5,0,23,150.8,228,0.6,0.4
15.4,0,"1",16.95,7.25,94,6,0.5,26,163,221,0.8,1.8
27.6,0,"1",17.75,8.5,69,2,0.5,14.6,122.2,153.2,0.6,2.8
16.8,1,"1",18.5,7.25,78,3,0.25,19,81.2,157.2,1,2.8
17.1,0,"1",13.16,5.6,91,8,0,19.25,110.25,144.5,0.25,3.75
27.7,0,"1",16.36,8.2,107,8,0,24.6,138.8,170.8,0.6,0.8
12.1,1,"1",18.82,7.8,41,2,0.2,20.5,148,150.5,0.5,2.5
38.8,0,"1",15.45,8.25,178,6,0.25,25.5,77.75,267,0.5,1.75
29.9,1,"1",23.925,8.75,140,6,0.5,13.6,99,247.8,1.6,3.4
13,1,"1",27.125,7.25,33,4,0.75,19.8,138.6,161,0.8,1.2
20.8,1,"1",14.72,7.2,34,1,0.4,14,86.6,223.4,0.6,2.2
28.9,1,"1",10.3666666666667,3.66666666666667,109,7,0,20.25,127.5,179,0.5,1.75
18.3,0,"1",18.3,4,98,2,0.33,22.75,124.25,256.75,1.75,2.5
10.3,1,"1",22.6666666666667,4,50,5,0.33,23.75,65.25,238,1.25,1.5
11.4,1,"1",15.6,6.5,84,3,0.25,24,98,262.2,0.4,1.6
34.6,0,"1",14.76,6.2,210,4,0.2,29.8,90.2,322.2,0.6,1.2
13.2,0,"1",15.9,6.2,52,3,0.2,18,119.8,211.2,1.4,3.2
7.6,0,"1",15.98,7.4,46,3,0.4,15.75,85,212,0.75,3.75
14.8,0,"1",5.76666666666667,7,88,6,0,22,122.75,220,0.5,3
11.3,1,"1",8.16666666666667,7.33333333333333,73,4,0,17,111,265.5,0.5,3.25
7.9,0,"1",8.95,8,34,4,0,20.8,98.4,227.2,1,1.6
15.9,0,"1",9.4,7.75,59,4,0,10.8,70.2,218.8,0,2.6
16.7,0,"1",10.94,6.2,90,5,0,22.8,85.6,259,0.6,3
18.6,1,"1",11.32,6.4,86,4,0,25.6,128.4,204.8,0.2,1.6
11,1,"1",14.52,9.4,74,5,0.2,28.5,104.75,213,0.75,2.25
10.9,1,"1",12.5,8.75,59,5,0,17,148.75,220.25,1.25,2.5
22,0,"1",13.4,8.25,100,3,0,28.5,137.5,337.25,0.75,1.5
11.2,1,"1",13.425,7.75,62,5,0,23.25,106.5,241.5,0.5,1.75
24.4,0,"1",21.5,9.8,64,6,0.6,17.5,96.75,238,0.5,3.25
14.3,1,"1",14.66,7.8,63,8,0.2,27.8,118,246.6,0.8,0.8
29,0,"1",15.68,8.6,150,5,0.2,20.75,93.25,244.25,0.75,2.25
18,0,"1",20.4,8.6,80,4,0.4,19.4,95.6,214.2,0.2,3.4
12.2,1,"1",18.16,7.2,82,4,0.2,35,93.8,256,0.2,1.4
16.9,1,"-1",16.45,5.25,59,4,0.25,22.5,35,241.75,0.5,3.5
38.5,0,"1",13.425,5.25,195,10,0,28.6,143.2,268.6,0.2,2.6
8.1,1,"1",18.55,7.75,29,4,0.25,28.8,195.4,188.8,0,2.4
24,0,"1",14.7,7.4,115,3,0.4,21.5,77.75,302.5,0.5,1
7.9,1,"1",16.84,6.6,49,3,0.6,28.6,141.6,261.4,0.4,2.2
22.6,0,"1",17.84,7.2,136,6,0.6,21.8,117.8,237.8,1,0.8
25,0,"1",17.22,6.4,120,4,0.6,23.4,113.4,204.2,0.8,3.6
7.7,1,"1",19.875,6,35,4,0.75,29,108.5,258.25,0.25,1.25
19.4,0,"1",15.3,6.25,84,5,0.5,30,135,310.5,1,1.75
19.6,1,"1",9.6,6.25,126,4,0,29.8,116,267.8,1.2,3
16.6,1,"1",12.575,6.25,86,2,0.25,24.6,92.4,264.8,0.8,1.8
19.7,0,"1",5.45,5.5,87,5,0,20.8,112.6,224.6,0.6,3.4
14.6,1,"1",10.2,6.33333333333333,66,2,0,29.25,137.5,329,1.5,1
19,1,"1",11.3,5.75,80,6,0,20.6,114.4,209.6,0,1.4
30.3,1,"1",13.2,5.6,153,6,0,22.2,123.4,244.6,0.4,1.2
8,0,"1",17.98,6.2,40,4,0.2,35.6,176.6,281.4,0.4,2
9.5,1,"1",10.96,6.4,55,4,0.2,12.75,73.75,193.5,1,3.5
8.5,0,"1",9.02,6.2,35,5,0,23.6,115,252,0.2,2.2
7.8,0,"1",9.32,6.8,48,3,0,23.2,111.6,243,0.6,2.6
15.1,1,"1",8.6,8,51,4,0,30.2,120.6,236.8,0.2,1.8
24.8,0,"1",10.4666666666667,7,118,4,0,20,72.75,259.5,0.25,2.25
22.2,0,"1",15.6,6,102,3,0.33,25.6,83.4,287,0.4,0.8
21.1,1,"1",17.25,5.5,111,7,0.5,26.2,110.8,250.6,0.8,3.2
19.4,0,"1",18.02,6.4,114,5,0.6,21,147.6,178.6,0,2.6
10.5,1,"1",7.6,5.5,45,6,0,23.2,89.4,277.8,0.4,2.6
7.7,0,"1",5.15,2.75,21,5,0,13.4,119,203.8,0.6,2.2
11.7,1,"1",5.28,4.6,67,6,0,20,114.5,142.5,0.5,3
10.4,1,"1",6.04,4.6,54,5,0,17.8,108.4,237.2,0.6,2
14.7,1,"1",6.46,4,47,4,0,34,124.2,305.2,0.2,1.4
12.5,0,"1",9.225,4,65,6,0,21.5,95.75,208.25,0.25,3.25
19.4,0,"1",8.1,5.5,74,6,0,19.5,94,282.75,1.5,2.5
7.3,1,"1",9.41,4.5,43,4,0,27.8,155.4,229.8,1,2.4
11.1,1,"1",10.3,5,31,2,0,20.4,106,261,0.2,1.6
8,0,"1",5.4,3.2,50,3,0,23.5,101.5,214.75,0.75,2.5
8.3,1,"1",8.66666666666667,5,43,4,0,30.6,128.2,165.4,0.4,2.2
8.6,1,"1",6.45,5.5,46,4,0,30.5,109,268.75,0.75,1.25
11.2,1,"1",7.16666666666667,5.66666666666667,52,6,0,23,90.2,244.2,0.8,2.8
18.5,0,"1",9.35,3,65,6,0.25,26.25,134,191,0.5,1.75
11.7,1,"1",13.975,5.25,37,2,0.25,24.2,105.4,220.4,1.2,2.4
9.2,0,"1",14.26,5.4,12,2,0.2,11.2,96.2,178.8,1,3.8
18.2,1,"1",13.68,4.8,92,9,0.2,4.4,88.4,115.8,1.2,3.2
17.3,1,"1",12.26,5.8,63,5,0,10,90,148,1.4,2.2
14.9,1,"1",12.02,5.6,89,6,0,22.6,145.6,183.6,0.8,2.8
16.3,0,"1",12.98,6.6,93,7,0,17.8,127.2,180.2,0.6,3.6
14.3,1,"1",14.4,7.8,92,5,0,25.4,111.2,250.2,0.4,1.4
21.5,1,"1",11.02,6.4,95,6,0,22.2,170.4,157.8,0.4,2.4
7.7,0,"1",5.2,3.66666666666667,47,3,0,29.5,139.75,211.25,0.5,3.25
21.9,1,"1",7.45,4.75,99,12,0,17.8,79.8,221.8,0.6,2.4
16.2,0,"1",12.925,8,62,4,0,23.75,101.75,195.5,0.75,2.5
21.4,1,"1",13.58,8,114,7,0,9.8,56.8,162.4,1,5.6
30.2,0,"1",16.32,8.8,122,3,0.2,14.75,134.5,211,1.25,3
21.5,0,"1",21.04,9.4,75,8,0.4,24.5,170.5,190.5,0.75,1.5
29.7,1,"1",22.24,9.6,107,8,0.4,18,81.6,233.6,0.8,2.4
12.8,0,"1",23.8,9,78,5,0.6,20,144.4,190.4,0.4,2.2
17.1,1,"1",23.12,9.2,81,3,0.6,20.6,126.4,176.2,0.8,2.8
42.6,1,"1",22.26,8.2,186,9,0.4,16.8,96.4,195.2,0.6,4.2
28.8,0,"1",12,8.5,98,7,0,31.75,137,211.5,0.25,1.25
9.1,0,"1",23.35,9.5,41,5,0,23.75,156.75,190.75,1,1.5
14.7,1,"1",18.95,8.5,47,4,0,30.5,128.75,199.5,0.25,2.25
14.5,1,"1",17.5333333333333,7.66666666666667,85,6,0,17.8,85,242.8,1.2,3
8.9,0,"1",16.775,8.25,49,4,0,22.8,132,197.6,0.2,1.6
32.6,0,"1",15.2,8.6,116,12,0,17.4,165.6,131.4,1,3
12.7,1,"1",15.96,9.8,77,6,0.2,12.4,98.8,142.4,1.2,3.2
14.6,1,"1",16.68,9.4,86,6,0.2,20.6,107.8,249.8,0.8,1.8
17.6,0,"1",16.66,10,56,6,0.2,20.6,131.4,228.8,0.6,3
44.7,1,"1",14.88,9.4,177,6,0,28.25,111.75,229.5,0.75,1.25
15.8,1,"1",18.775,6.75,98,6,0.25,14.4,89.8,235.4,1.2,3.2
14.8,1,"1",18.075,5.5,98,5,0.25,25.25,95.5,208.25,0.5,0.25
8.7,0,"1",10.6,5,47,4,0,24.5,157,258.25,1.25,3.75
33.3,0,"1",11.3,6,133,11,0,25.4,157.4,232.2,0.6,1.6
20.4,1,"1",18.15,8.25,64,6,0.25,25.6,105,181.4,0.8,2.4
25.7,1,"1",18.6,8.6,137,9,0.2,10.4,75.4,174.6,0.4,3.4
8.8,0,"1",20.58,9.2,44,4,0.4,17.8,150,218,0.4,2
27,1,"1",19.38,10.2,90,6,0.4,14,104.6,144,1.4,3
12.4,1,"1",16.64,8.8,74,5,0.2,25.4,132.6,236.8,0.4,2
16.5,0,"1",17.5,10.6,85,8,0.2,27,112.5,262.25,0.5,2.75
16.5,1,"1",16.58,10.6,85,8,0,23.75,172.75,199.75,1.75,1.75
22.1,1,"1",15.425,11,91,7,0,16.5,128.75,128.75,1.5,3
14.6,0,"1",16.875,11.75,56,3,0,19.25,84.5,254.25,1,2.25
22.7,0,"1",17.425,9.75,87,8,0,25.5,89,292,0,0.75
13.9,0,"1",18.975,10,79,6,0,21.2,145.2,214.8,2.2,3
11.2,1,"1",18.325,9.25,22,3,0,29.8,108.8,308.2,0.2,2
30.1,0,"1",16.9,8.6,121,9,0,29,171.75,236.5,0.75,0.25
10.5,1,"1",18.5,10.2,65,4,0.2,24,93.2,234.8,0.6,2.4
8.8,1,"1",17.68,10.6,48,4,0.2,22,108,212.6,0.2,1.8
16.5,1,"1",14.95,9.75,85,8,0,18.5,140.25,231.5,1,1.75
16.1,0,"1",11.05,8.25,91,7,0,20.25,82.5,230.75,0.75,2.25
11,1,"1",12.06,9,60,5,0,19.4,147.6,181.6,0.8,1.8
10.3,0,"1",12.18,9,63,4,0,18.75,124.75,188.5,0.75,3
8.2,1,"1",11.94,8.2,42,4,0,17.2,76.4,211,0.8,2
14.8,0,"1",10.28,8,58,3,0,23.75,130.75,210.25,0.5,1.5
11.3,0,"1",10.1,7,53,6,0,17.25,83,233.25,1,2
14.7,1,"1",10.16,7.6,97,5,0,19.2,148.6,122.4,1.2,2.4
28.3,1,"1",11.04,7.4,103,9,0,15.2,91.6,175.8,0.8,2.6
10.3,0,"1",15.06,8,73,3,0.2,23,150.4,153.8,0.4,1.6
12.7,0,"1",9.6,6.75,67,6,0.25,17.25,144.5,178.5,0.5,2.75
20.4,0,"1",6.05,4.75,64,8,0,23.75,150,198.5,1.25,1.5
9.3,1,"1",10.725,7.25,43,5,0,28.6,118,212,1,2.8
22,0,"1",10.44,7,90,7,0,24,107,300.4,0.4,2.2
11.8,0,"1",12.3,7.6,68,5,0,16.8,111.4,242.6,1,1.4
7.6,1,"1",10.02,6.2,30,5,0,18.2,173.4,135.6,0.8,2.8
12.9,1,"1",17.44,12.6,79,5,0,27.4,148.4,210,1,1.4
20.8,0,"1",17.1,11.4,78,7,0,25.75,125.25,284.75,0.5,0.75
9.5,0,"-1",17.75,11,35,6,0,16.25,76.75,190,0.75,1.75
14.3,1,"1",12.525,8.25,83,6,0,28,114.25,280,0.25,1.75
16.9,0,"1",12.875,9.75,99,7,0,22.5,174.5,225.5,0.75,1
18.7,1,"1",11.9,10,67,6,0,16.25,74.75,218.5,1.25,3
14.5,0,"1",12.56,9,45,4,0,22.2,148,161.4,0.4,2.6
20.8,0,"-1",14.08,9.4,98,5,0,20,104.2,226.2,0.2,3
12.2,1,"-1",15.38,9,72,6,0,19.4,93.4,221.4,0.6,1.2
12,0,"1",12.525,8.25,70,6,0.25,23.5,188.75,164.25,0.75,1.75
20.7,0,"1",13.425,8.5,87,6,0.25,20.75,84.5,253.5,0.75,2.25
31.6,0,"1",13.5,8.4,136,9,0.2,14.25,139.5,189.75,1,2
9.1,0,"1",14.88,7.6,41,3,0.2,22.8,108.8,214.8,0.2,2.2
15.2,0,"1",14.94,7,82,7,0.2,22.2,93.4,195.6,0.6,3
21.1,0,"-1",12.84,7.2,91,6,0.2,23.5,93.5,263.75,0.5,1.5
15,1,"1",16.8,8,60,3,0.2,19.25,109,187,0,2
18.6,0,"1",12.72,7.8,66,6,0,13.8,68.4,194,0.8,5.4
14,1,"1",13.4,6.8,77,6,0,26,92.4,226.4,0,1.4
22.7,0,"1",12.48,6.8,97,7,0.2,18,96,224.6,1.2,3.6
14,1,"-1",17.575,8,40,4,0.25,13.25,85,182.5,1,3.5
10.8,0,"1",10.75,7.75,78,3,0,22.75,166.75,250.75,1.25,2.25
26.2,1,"1",13.45,8.5,142,9,0,17.75,116,241,0.75,2.75
19.2,1,"1",14.325,9.5,62,7,0.25,18,64.25,220.75,0.5,3.25
20.4,1,"-1",13.16,10.2,94,5,0.2,30.6,110.2,306.8,1.2,1.2
20.7,1,"1",15.98,8.8,87,6,0.2,20,144.2,194.2,1.2,2.2
14.7,0,"1",17.96,10,77,7,0.2,24.6,108.8,244.4,0.6,3
21,0,"1",8.58,6.6,100,8,0,24,113.5,271.5,0.25,1.75
14.2,1,"1",12.375,6.75,42,4,0,24.5,93.25,218.75,0.5,2.75
14.8,0,"1",12.425,6,48,4,0,23.5,96,277,0.5,2
7.2,0,"1",14.2,6,42,3,0,26.25,129.5,211.25,0.5,1.5
22.7,1,"1",10.75,5,87,8,0,19,116.8,191,0.6,2
25.8,0,"1",12.62,6.6,78,6,0,24.8,98.4,270.6,0.4,1.6
15,0,"1",13.02,6.8,50,4,0,17.8,160,181.6,0.6,2
8.6,0,"1",6.975,5.75,36,5,0,21.8,133.2,173.4,0.8,2
7.7,0,"1",7.65,6.25,27,5,0,27.6,63.6,331.8,1.2,2.2
8.1,0,"1",13.9,7,11,1,0,25.5,170.5,207.75,1,2.25
12,1,"1",5.725,4.75,60,6,0,26.8,122.6,233.4,0.6,1
15.2,1,"1",9.42,3.6,52,4,0,15,98.75,174.75,0.75,1.75
11.5,0,"1",5.5,3.5,25,3,0,23,104.2,220.8,0.8,2.2
27.3,0,"1",5.16666666666667,3,113,7,0,21.8,90.6,250.4,1,1.4
8.2,1,"1",7.6,4,38,4,0.25,24.25,142.25,213.75,0.75,2.25
32,1,"1",9.175,4.5,134,3,0.25,22.5,96.5,250.75,1.25,2.75
18.9,1,"1",14.56,7.6,69,6,0.2,19,113,229.75,0.25,4
13.4,1,"1",15.02,7.6,34,4,0.2,26.6,142,264.4,1,2.4
9.1,0,"1",10.525,7,41,5,0,19.5,103.25,210.25,0,1
22.4,1,"1",8.075,6.25,114,8,0,21.2,89,266.8,1,1.6
8.2,0,"1",10.45,5.5,52,3,0.25,26.8,103.4,265.6,0.8,2.6
16.1,1,"1",11,7,51,5,0.25,17.2,100,199.6,0.4,2.4
14.5,0,"1",14,9,55,3,0,22.25,98.75,201.5,0.5,2.25
13.7,1,"1",14.25,7.5,37,4,0,30,90.2,313,0.4,3.2
16.5,1,"1",14.0666666666667,7.33333333333333,45,6,0,23,88.25,229.25,1,3.25
12.6,0,"1",14.675,8.25,26,4,0,21.5,107,229.25,0,1.25
11,0,"1",10.7,7,30,2,0,22.6,121.2,215.4,1.2,2.4
16.4,1,"1",12,7,101,3,0,18.4,122.6,211.4,0,2.8
24.4,0,"1",12.1,8.66666666666667,104,5,0,18.6,143.6,203,1,2.6
13.6,1,"1",15.175,8.75,36,4,0.25,28,175.5,259.75,0.25,0.25
20.6,0,"1",16.15,8.75,96,5,0.25,27,118.75,219.25,0.5,3
10.6,1,"1",17.425,8.25,66,4,0.25,21.5,115.25,275,0.5,1.25
19,0,"1",17.3,8.5,90,4,0.25,23.25,185,197.75,0.5,1
9,0,"1",13.04,8,20,1,0,18.5,120.75,228.75,1,2.5
10.3,1,"1",9.02,7.2,43,4,0,18.4,83.4,209.6,0.2,3.8
9.6,1,"1",8.96,6.6,46,5,0,22.4,140.4,213,0.2,2
7.5,0,"1",7.64,6.6,5,1,0,21.6,111.6,234.2,0.8,4.2
19.2,0,"1",14.54,6.8,82,5,0.2,11.6,115,198.6,1.6,4
13.2,1,"1",13.6,7,82,5,0,25,91.6,289.8,0.4,1.4
7.5,0,"1",14.25,8.25,45,3,0,19.25,83,222.5,0.75,1.5
9.1,0,"1",11.275,8.5,11,2,0,27.25,100.25,207,0.75,1.75
10.3,1,"1",5.65,2.5,63,4,0,26,127.8,217.6,0.8,2
13.4,0,"1",5.3,4.5,34,4,0,24.6,86.6,222.4,0.2,2.8
8.1,1,"-1",7.275,4.25,11,1,0,19.4,130.8,213.4,0.8,2.2
15.1,0,"1",8.325,3.25,61,3,0,13.8,87,179.4,0.8,2.8
10.2,0,"1",12.14,6.4,62,4,0,24.6,123.8,251.2,1.2,3.6
8.7,1,"1",9,4.75,47,4,0,20.25,137.25,209.75,0.5,3.5
13.6,1,"1",7.575,4,36,4,0,22.75,121.5,202.75,0.75,2.75
13.1,0,"1",10.025,5,31,4,0,18.5,144,235,0.75,2.25
15.7,0,"1",9.1,5.5,47,5,0,21.5,95.25,199,0.5,0.5
12,1,"1",8.04,6.4,60,6,0,15.4,57.2,211,0.2,2.4
7.1,1,"1",7.82,6.6,41,3,0,21.8,139.8,230,0.6,3
16,0,"1",5.66666666666667,3.33333333333333,80,8,0,20.2,113.6,235.8,0.8,3.2
11.6,0,"1",8.12,5.2,66,5,0,18,125.2,221.8,0.4,2.2
13,0,"1",5.32,3.4,80,5,0,19.2,67.6,199.2,1.2,3.6
7.2,1,"1",7.86,7.8,32,4,0,24,132,224,0.75,1.5
11.4,0,"1",15.14,4,74,4,0.2,10.6,81.2,180.8,0.2,3.4
12.6,0,"1",15.88,5.4,63,3,0.2,23.5,187.5,230,0.25,1
10.2,1,"1",15.12,5.6,17,2,0.2,16,93.4,218.8,0.6,2.6
19.1,0,"1",9.45,3.75,71,6,0,26.25,149.75,188.5,0.75,1.75
19.3,0,"1",11.375,4.25,68,3,0,28,165.5,223.5,1,2
11.2,1,"1",9.225,6.25,54,5,0,26.2,164.6,218,0.6,1.4
15.6,1,"1",9.375,5.75,46,5,0,30.5,150,230.75,0.5,2
19,1,"1",9.675,5.75,56,6,0,20.25,114.5,148.75,0.5,1.5
11.1,0,"1",9.275,6,61,5,0,25.6,134.6,245.4,0.4,2.2
7.9,1,"1",10.825,6.25,33,3,0,23.4,152.8,192,1.4,3.4
17.5,0,"1",10.24,6.2,115,3,0,15.5,82.75,172.5,1.5,2.25
13.7,1,"1",12.34,6.2,67,7,0.2,17.8,113,186.2,1.2,2.4
7.4,0,"1",11.28,6.6,12,1,0.2,28.6,150.4,239,1,2.4
8.1,1,"1",6.06,6.2,59,2,0,23.75,168.75,178.5,1.5,1.5
11,1,"1",6.84,6.4,70,4,0,11.5,86.25,222.25,0.75,3.75
8.9,1,"1",7.075,6.5,69,2,0,16.5,56.5,197,1,3.75
13.7,0,"1",6.825,5,87,5,0,13.8,128.2,171.4,0.8,3.6
15.1,1,"1",7.5,4,93,5,0,16.8,99.8,186,0.8,3.2
8.6,0,"1",9.02,5.4,6,2,0,20.8,98.8,224.2,1,2.4
10.1,1,"-1",10.36,5,61,4,0,22.25,75,264,0.75,1.75
24.4,0,"1",10.6,6,114,4,0,26.2,134.4,191.2,1.2,3.2
13.9,0,"1",14.38,6.8,85,5,0.2,15.6,119.6,166.4,1.2,1.8
7.1,0,"1",7.08,4.2,31,4,0,17.4,77.4,205.2,0.8,1.8
9.7,0,"1",5.78,3.6,17,2,0,22,73,278.8,0.4,1.8
7.3,1,"1",5.46,2.4,23,5,0,18.4,95.6,182.8,0.4,2.6
16.1,1,"1",6.58,4.6,41,6,0,19,110.2,211.6,1.4,2.6
8.6,1,"1",11.525,6,46,4,0,19.8,91.8,211.4,0.8,2
8.6,0,"1",7.85,5.5,15,1,0,14.75,85.5,231,0.5,2.75
14.1,0,"1",5.88,3.6,37,4,0,15.4,100,161.6,1,1.6
18.1,0,"1",8.22,4.4,81,4,0,18.2,68.4,190.6,0.8,1.6
27.1,1,"1",8.86,4.4,101,8,0.2,15.4,114,189.6,1,2.4
7.5,0,"1",13.32,5.6,35,5,0.4,11.4,78,173,0.8,2.6
9,0,"1",6.02,4.2,40,5,0,23.25,113.25,223,0.75,1.25
10.8,0,"1",7.225,5,48,6,0,23.5,99.75,264.75,1,3.5
15.3,1,"1",18,10,63,3,0,22,79,216,1,1.75
12.7,0,"1",12.3,6.66666666666667,87,4,0,21.25,135,222,0.25,2
15.3,1,"1",12.4,6.5,93,4,0,29,140.6,245.4,1.2,2.4
24.6,1,"1",12.98,7.2,106,5,0,22.6,119.6,196.8,1,3.2
7.8,1,"1",12.175,6.25,28,5,0.25,18.6,77,302,0.6,1.6
18.3,0,"1",6.15,4.5,103,5,0,27.8,88.4,271.2,1,2
21.9,0,"-1",8.475,5.75,79,8,0.25,16.75,80.5,200.75,0.25,1.75
9.4,1,"1",12,6.5,64,3,0.25,32,188,305.75,0.5,1.5
12.4,0,"1",13.1,7,34,3,0.25,15.5,63,228,0.75,2.5
18.5,0,"1",9.96,5.2,85,4,0,22.2,153.2,193.4,0,1.6
9.5,1,"1",9.28,4.6,45,5,0,11.2,62.6,216,1,2.6
9.4,0,"1",10.12,5,54,4,0.2,19.2,67.6,199.2,1.2,3.6
46,0,"1",7.62,6.8,117,4,0,29.25,140.75,199,0.75,2.25
16.5,0,"1",15.28,6.4,62,5,0.2,20.8,102.4,213,0.8,2.4
11.7,1,"1",17.62,6.8,37,2,0.2,19,85.5,178.5,0.75,2.25
7.7,1,"1",17.1,5.6,47,3,0.2,23,111,248.4,1.2,1.4
12,0,"1",9.44,5.4,60,6,0,7,95,127,1.25,3.25
7.8,1,"1",8.54,5.8,41,3,0,18,129.8,223.2,1,2.4
9.5,0,"1",8.7,5,65,3,0,27.4,133.4,159.6,0.8,2.2
9.4,0,"1",9.76666666666667,7,54,4,0,30,153,236,0.5,2
14.8,0,"1",13.1,8.25,88,6,0.25,25.4,112.8,218.4,0.4,1.4
15.1,0,"1",12.675,7,51,4,0.25,25.25,145.25,227.75,0.75,2
11.2,1,"1",8.875,5.75,62,5,0,22.6,101.6,278,0.2,1.8
9.4,1,"1",10.06,6.2,14,2,0,26.75,179,163.75,0.5,1.25
9.5,1,"1",6.26,6.4,38,5,0,17.2,102,214.6,0.2,2.4
10.6,1,"1",7.44,6.6,56,5,0,17.4,103.8,167.8,0.8,3.6
17.3,1,"1",13.4,6,58,5,0.25,11.5,84.5,207.5,1.25,3
12.3,1,"1",13.075,6.25,33,3,0.25,16.25,96.75,214,1.25,3
7.9,0,"1",14.675,7,39,4,0.25,15.75,97.25,182,1.25,2.75
13.3,1,"1",9.34,7.2,43,3,0,16,103.2,147.6,0.6,3
16.4,0,"1",7.38,6.4,74,3,0,29.75,178.5,145.75,0.25,2.25
24.7,1,"1",9.08,5,107,5,0,21.2,124.2,203.4,0.8,3.4
8,0,"1",12.94,4.8,40,4,0.2,25.75,126,200,1.5,3.5
7.6,1,"1",6.55,7.25,56,2,0,33.75,115.5,350.5,1.5,2
18.3,0,"1",7.2,4.5,109,5,0.25,25.5,137.75,194,0.25,1.25
18.1,1,"1",11.375,5.75,81,4,0.5,19,87.5,270.5,0.5,2.25
30.2,0,"1",6.68,4.2,122,9,0,23.8,117.6,197.4,0.8,2
16.2,1,"1",9.1,5,71,4,0.2,29.6,72.2,277.6,1.2,2
11.5,1,"1",11,4.8,55,6,0.2,17.6,86.4,208.2,0.6,2.2
7.9,0,"1",12.32,5.8,39,4,0.2,21.2,122.6,234.4,1,1.6
8.2,0,"1",18,7.5,42,4,0.5,28.8,108.2,327.2,0.8,1.4
8.3,1,"1",8.44,5.4,13,1,0,21.2,78.4,271.8,0.2,3.2
21.9,0,"1",7.84,6.4,99,6,0,29.25,120.5,206.75,0.25,2.75
7.5,1,"1",8.775,6,35,4,0,25.2,69,255.2,0.4,3.2
27.2,0,"1",8.26,6.4,152,9,0.2,25.6,81.6,262.6,0.6,1.8
9.6,0,"1",10.2,5.5,18,2,0,19.2,141.6,227.2,1,3
14.7,0,"1",7.85,5,57,3,0,21.6,115.2,233.8,0.6,1.6
8.2,1,"1",9.22,4.6,42,4,0,25.6,135,232.4,0.6,1.2
26.5,0,"1",7.76,4.4,111,6,0,32.8,129.4,221.4,0.4,1.4
10,1,"1",11.14,5.4,60,4,0.2,24.4,112.4,197.2,1.8,2.6
23.4,1,"1",9.5,5.5,114,3,0,19.8,107.6,170,0.8,1.8
7.4,1,"1",12.22,7.6,34,4,0.2,23.5,90.5,293.75,1,2.25
13.4,1,"1",14.1666666666667,8.33333333333333,44,3,0.33,20.2,114.6,264.2,1,2.6
