"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
15.2,1,"1",8.98,6.4,42,5,0.2,18.4,108.6,214,0.6,2.8
10.4,1,"1",6.78,5,54,5,0,14.8,89.4,159.2,0,3.6
8.5,1,"1",5.1,6,45,4,0,35.25,93.5,266,0.25,1.5
14.8,0,"1",6.4,5.2,48,4,0,17.4,95,215.2,0.4,2.6
17.5,1,"1",26.72,13.2,95,8,0.4,11,43.6,203.4,1.2,2
24.7,1,"1",7.7,5,117,10,0,26.6,149.6,278.4,0.8,1.2
14.5,0,"1",10.1,6.33333333333333,85,6,0.33,8.2,108,144.6,0.8,2.4
7.5,1,"1",14.3,9.33333333333333,45,3,0.33,13.6,85,172.4,0.4,3.8
19.4,1,"1",15.5666666666667,10,104,6,0.33,23,174.8,176.8,1.8,2.8
31.7,1,"-1",16.525,10.75,147,8,0.5,27,180,220.8,0.8,1.4
20.8,0,"-1",19.56,10.4,58,9,0.6,27,104.6,269.2,0.6,1.6
10.9,1,"1",20.525,11,49,6,0.25,32,147.5,220.75,0.25,1.25
27.9,0,"1",14.35,10.75,119,7,0,19.2,64.6,180.6,0.6,2.8
22,0,"1",17.4,10.5,120,7,0.25,28,101.25,282.25,0.25,2.25
20.3,1,"1",18.45,9.75,63,8,0.5,20.25,146.25,189,1.25,2.25
11.5,0,"1",20.275,10.75,68,5,0.5,11.8,80.2,146.4,0.4,5.4
19,1,"1",18.52,10.2,60,7,0.4,17.6,96.2,201,0.6,2.8
22.6,1,"1",20.14,11,116,8,0.4,20.5,89.25,219,0.5,3.5
29.9,0,"1",19.08,12.4,119,9,0.4,21,92.75,174.5,0.75,3.25
16.2,0,"1",20.66,12.6,52,5,0.4,18,127.4,202.2,0.8,2
23.2,0,"1",19.84,11.8,122,8,0.4,20.2,152.2,204,1,3
10.1,1,"1",22.18,12,51,5,0.6,19.6,106,196,1,2.2
19.3,0,"1",20.4,11.4,63,7,0.6,9,89.6,212.4,1.4,4
8.9,0,"1",14.45,8.5,49,4,0.25,31.8,97.8,276.4,1,2.6
13.3,0,"-1",10.825,6.75,63,7,0,22.75,73.75,284.75,0.25,2.75
18,1,"1",9.325,7.5,80,4,0,30.75,113.5,227.75,1.25,2.5
31.3,0,"1",11.06,7.8,123,10,0,18,140.75,194.75,0.25,1.75
11.8,1,"1",16.92,10.2,68,5,0.2,22.2,83.8,202.4,1,2.8
19,0,"1",16.66,9.6,70,6,0.2,27.8,132.2,181.4,0.2,1.8
17,0,"1",18.68,10,90,8,0.2,13.75,104.25,186.5,0.25,0.75
13.6,1,"1",19.42,10.4,26,3,0.2,24.8,91.2,256.8,1.4,1.8
22.8,0,"1",13.14,7.2,98,7,0,34.6,140.8,211.6,0.8,1.2
10.4,1,"1",15.34,7.8,14,3,0,17.8,74.6,219.8,0.4,2
12.5,1,"1",24.7,12,65,6,1,12,67,245.5,0.25,1.5
15,1,"1",18.6,11,60,3,0.5,19.4,79.6,274.2,1.2,2.8
12.2,0,"1",17.4,10.3333333333333,72,5,0.33,18.75,97.5,175,0,2.75
18.7,1,"1",16.1,10.25,87,4,0.25,24,126.5,200.25,1,2.5
12.3,0,"1",11.85,7.75,63,6,0,26.2,159.6,229,0.4,1.8
32.6,1,"1",11.94,9,136,10,0,15.4,106.6,147.8,0.6,2
14.8,1,"1",15.46,10.4,58,3,0.2,18,159.8,209.2,0.4,1.8
9.3,0,"-1",15.98,10,73,2,0.2,13.5,85.25,156.25,0.75,2.75
7.3,0,"1",14.52,10.4,33,4,0.2,27,131,215.6,0.8,1.6
16.1,1,"1",13.64,8.2,91,7,0.2,27.5,134.25,185.75,0.25,2.25
25.3,0,"1",14.4,7.6,113,5,0.2,19.75,94.25,287,0.75,2.25
23.7,0,"1",17.48,7.6,117,9,0.4,20.5,135.5,253.5,0.5,2
26.9,1,"1",21.85,9.75,109,7,0.75,21.8,122.6,203,0.8,2.6
10.8,0,"1",20.2,10,68,4,0.75,24.2,145,174,0.4,2.2
9.2,1,"1",16.575,10.25,52,4,0.5,10.8,41.8,149,0.8,4
20.5,1,"1",12.95,9.25,85,6,0.25,22.8,150,210.8,1.2,3.4
24.7,0,"1",14.46,9.4,87,4,0.2,24.2,102.2,275.6,0.6,3.2
9.2,1,"1",10.775,7.25,52,4,0.25,29.2,177,206.6,0.6,1.8
7.3,1,"1",6.85,6.5,43,3,0,17.8,118,148,0.8,2.2
13.9,0,"1",6.85,5.25,89,5,0,26.25,109.75,222.5,0.25,1.75
14,0,"1",8.775,5.5,70,7,0,26.8,122.6,239.8,1,2.6
13.9,0,"1",9.82,7,49,3,0,18.2,120.8,164.6,0.2,1.4
27.2,1,"1",11.66,7.8,102,8,0,17,84.4,205.2,0.6,2.8
13,1,"1",15.26,8.8,70,6,0.2,27,142.2,246,0.6,0.8
12.1,0,"1",16.4,10.8,71,5,0.2,25.2,115.8,229.2,0.8,3.4
8.6,1,"1",16.04,10.4,46,4,0.2,23.8,144,172.4,0.8,2.4
11.5,0,"1",6.32,3.2,35,2,0,18.2,92,171.6,0,3.8
9.1,0,"1",5.22,3.2,51,4,0,11.25,70.5,194,0.75,5.5
12.4,0,"1",6.2,4,74,3,0,20.6,78,182,0.2,2
13.3,0,"1",5.15,4.5,43,3,0,27,112.6,290.2,1.4,1.4
27.2,0,"1",5.95,4.75,72,8,0,25.6,176.4,222.2,1,1.2
14.3,0,"1",11.825,6.75,43,4,0,28.2,121,237.2,0.6,2.8
14.8,1,"1",12.32,6.4,68,8,0,27,119.6,174,0.8,2.8
20.7,0,"1",7.44,5.4,47,4,0,19.8,116.2,149.8,0.2,1.4
19.9,0,"1",8.72,5.8,79,6,0,31,97,177.4,0.6,4.6
7.8,1,"1",5.25,5.5,28,5,0,15,102.2,200,0.8,2.8
7.6,1,"1",5.76666666666667,1.33333333333333,6,1,0,17,126.2,268.6,1.4,2.4
12.9,1,"1",5.14,2.4,62,6,0,13,56.6,215.4,1.6,2.4
20.7,0,"1",7.56,4.4,102,6,0,30,143.2,175,0.2,1.6
19.3,0,"1",10.875,5.75,51,5,0.25,31.6,97.4,236.8,0.4,3
25.1,1,"1",12.475,6,121,5,0.25,15.6,141.2,155.8,0.2,4
11.3,1,"1",17.525,7.25,73,4,0.5,17.2,87.4,185.2,0.8,3.4
11.2,0,"1",19.1,8.75,62,5,0.5,20.6,188.4,151.2,0.4,1.8
19.7,0,"1",14.05,6.75,77,6,0.25,14.2,80.6,232.4,1.2,3
26.4,0,"1",8.575,6,80,4,0,21.4,139.4,213,0.6,1.6
22.6,1,"1",14.05,5.75,52,5,0,27,136.5,241.75,0.5,1.5
7.2,1,"1",15.06,6.4,32,4,0,14.75,78.5,219.25,1,2.25
11.5,0,"1",12.56,6.4,65,5,0,22.25,125.75,189,0.5,2.25
12.4,1,"1",14.28,7,74,5,0,23.6,120.2,220.6,0.2,2.8
7.6,0,"1",7.66,7.2,26,5,0,14,88.6,216,0.8,2.6
31.3,1,"1",8.44,7,143,7,0,21.25,102.25,190.75,0.5,2.25
13.9,1,"1",13.025,7.75,69,7,0,15.25,77,189.25,0.25,2
25.7,1,"1",6.425,7.75,63,7,0,24.5,153,231,0,1.5
9.4,0,"1",10.28,7.6,45,2,0,23.2,119.6,236.4,0.6,2
13.3,0,"1",9.56,6,23,5,0,22.8,164.8,206,0.6,1
9.8,0,"1",6.22,4.8,8,1,0,20.6,110.2,244.8,1.4,3.4
7.5,0,"-1",5.28,4.6,55,2,0,28.5,117.5,263,0.25,1.5
10.8,1,"1",5.86,5.4,48,6,0,20.6,143,135.6,0.6,2.6
11.7,0,"1",7.96,6,27,3,0,19.8,87.2,195.6,0.6,2.4
7.4,1,"1",8.96,6,34,4,0,18.4,91.8,164,1,2
8.6,0,"1",6,2.33333333333333,46,4,0,21.2,102,249.4,0.4,1
7.1,1,"1",7,2,31,2,0,19.4,113,158.8,0.6,3.2
10.6,1,"1",7.05,2.5,36,2,0,26.6,83.6,222.4,0.8,1.8
7.1,0,"1",9.1,5,41,3,0,14,84.5,172.5,0.25,3
9.1,0,"1",5.455,3.75,51,4,0,12.6,107.8,165.8,0.4,1.8
12.6,0,"1",7.55,4.5,56,1,0,21.25,131.5,205,1,3.5
7.8,1,"1",6.7,3,38,4,0,33.25,102,224,0,1.5
11.9,1,"1",7.85,3,69,5,0,17.2,88,164.4,0.6,3.2
14.3,1,"1",7.2,3.6,43,4,0,20.2,129,230.2,0.6,2
19.2,0,"1",6.425,4.25,42,3,0,20.5,117.5,278.25,0.25,3
13.6,1,"1",6.825,3.5,66,1,0,11.75,85.5,246.75,0.75,2.5
17.3,0,"1",9.325,3.75,93,3,0,21.2,102.8,178,0.4,2
15,1,"1",10.92,4.4,50,4,0,11,91.8,174.8,0.4,1.6
31.4,0,"1",10.42,4.4,124,4,0,21.2,144.2,229,1.2,2
7.1,1,"1",16.38,4.4,41,3,0.2,18.2,87.6,188.6,0.6,2.2
8.2,0,"1",24.5,9.4,62,2,0.6,18,99.75,254,2,4
29.9,1,"1",25,10,129,8,0.6,20,121,184.75,0.25,3
15.7,0,"1",26.94,9.8,57,5,0.6,16.25,111.5,132.75,0.25,2.5
16.4,1,"1",21.675,9.5,74,3,0.5,25.4,116.4,230.2,0.2,3
17.8,0,"1",17.55,7.5,88,9,0.25,24,91.25,247.25,0,1
9.5,1,"1",19.95,10,15,2,0.25,30,148.75,195.5,0.5,2.25
20.2,0,"1",14.85,8.5,72,7,0,14,132,180.2,0.8,2.2
29.2,1,"1",13.9,9.2,152,11,0,16.4,90.2,178.8,0.4,3.4
20,0,"1",16.46,11,90,5,0.2,22.6,139.4,226.6,0.8,3
17.2,0,"1",16.9,9.8,82,3,0.2,20,133.6,192.8,0.2,2.2
14.4,1,"1",16.05,7,75,4,0.25,28.25,154.25,144.5,0.25,1
22.7,0,"1",17.875,6.75,107,9,0.25,22.5,142.25,197.5,0,2.75
14,1,"1",19.8,8.25,40,4,0.5,19.25,164,141.5,0.5,1.5
47.6,0,"1",15.55,8.75,134,6,0.25,22.75,103.75,160,0,3
14.2,0,"1",21.96,9.4,62,2,0.4,17,131.8,173,0.2,2.6
10.8,1,"1",22.58,9.4,68,4,0.4,27.8,107.8,268,1,3.6
11.5,0,"1",21.86,10,55,6,0.4,19.6,103.2,232.2,1.2,2
9.2,0,"1",17.56,8.6,52,4,0.2,25.6,103.4,224.4,0.8,3.6
19.4,0,"1",9.88,7.8,84,5,0,21.8,116,258.2,0.8,2.6
14.5,1,"1",10.92,7.4,52,3,0,13.4,77.6,268.6,1,2.2
11.9,0,"1",15.8,5,49,7,0,18.8,126.6,206.4,1.4,2
11.1,0,"1",5.3,4.25,53,5,0,27.4,108.2,298.6,1.2,3.4
18,1,"1",6.46,5.2,90,3,0,18.4,137.6,164.2,0.2,2.6
8.3,1,"1",8.35,3.25,53,3,0,25.75,196,155.75,0,2.5
13.5,1,"1",7.12,2.4,95,4,0,17.5,116.5,235.25,1.25,2.5
10.6,0,"1",8.74,2.8,36,1,0,22,90.5,245.25,0.75,1.75
7.8,1,"1",9.025,6,17,4,0.25,15.8,74.8,208,0.4,2.6
10,0,"1",9.85,6.75,60,4,0.25,21.2,66.2,253,0.6,3
8.9,0,"1",8.525,2.25,49,4,0.25,19.6,47,258,0.4,2.4
15.5,0,"1",8.6,3,38,3,0.2,26,167.4,206.4,0.2,1.2
8.9,1,"1",5.03333333333333,3.33333333333333,69,2,0,28.6,98.8,284.6,0.4,2.2
8.7,1,"1",6.4,3.6,57,3,0,26.25,124.25,304.75,0.75,1.75
9.3,1,"1",6.65,3.25,13,2,0,24.4,144.2,200,0.6,2.2
11.2,0,"1",8.86,5.4,22,3,0,28,109.4,298.8,0,1.8
12.2,1,"1",8.66,5.6,62,6,0,29.2,136.8,233.2,0.2,2.2
16.3,1,"1",9.2,6.5,73,7,0,32,107.25,248.5,0.5,2.25
16,1,"1",10.325,7.75,50,5,0,17.5,105.5,206.25,1.5,2.5
20,0,"1",11.525,7.75,80,6,0,29.75,124.5,285,1.25,1.5
10.8,0,"1",16.125,9.5,48,6,0,30,150.4,268.6,0,2.4
14,1,"1",15.775,10.75,90,5,0,22.25,67.25,288.75,0.5,2.75
29.8,1,"1",15.42,10,128,8,0,12.2,78.8,217,0.6,3.6
14.6,1,"1",18.12,9.6,66,8,0.2,24,81.5,281,0.5,3
12.6,0,"1",17.84,9.6,76,5,0.2,15.4,83.2,253.2,0.6,2.6
28.7,1,"1",11.55,4.75,107,9,0.25,15.8,129.8,201.4,0.6,3
9.7,0,"1",14.98,6.2,67,3,0.4,34,161,244.6,0.8,1.8
29.8,0,"1",19.475,8.25,128,8,0.5,32.75,102.25,229.25,0.5,3
8.1,1,"1",23.675,9.5,41,4,0.75,31.75,120.75,191.25,0.5,2
7.5,0,"1",19.075,8.5,45,3,0.5,23,140.25,176,0.25,3.5
24.4,0,"1",13.775,7,124,9,0.25,18.25,118.75,264,1,1.5
20.6,1,"1",17.45,8.5,106,8,0.5,17.75,109.25,166.75,0.75,4
20.9,1,"1",18.08,8.8,59,3,0.6,18.5,103,212.25,0.5,3.25
16.9,0,"1",16.3,7.2,29,2,0.4,25.4,129.6,234.6,1,2.4
10.6,1,"1",18.06,7.2,26,3,0.4,34,114.6,267.8,0.6,1.8
13.9,1,"1",18.68,7.4,89,5,0.4,28,115.6,309,0.6,1.6
11.8,1,"1",10.38,6.4,58,6,0.2,18.75,120.75,207.25,0.25,2.75
22.3,0,"1",10.64,7.2,73,9,0.2,20,65.25,213.5,0.25,4
8.7,0,"1",14.36,9.4,47,4,0.2,17,101,221.25,1,3
14.3,1,"1",12.125,9.5,63,8,0,29.8,112.6,269.2,0,0.8
23.4,1,"1",14.275,11.25,104,6,0,21.6,90.8,273.8,0.6,3.6
38.1,0,"1",17.175,11,121,11,0.25,26,90.25,275.5,0.75,3.5
32.7,0,"1",21.68,11.2,157,14,0.4,16.2,130.2,186.2,0.2,4
17.9,1,"1",21.3,10.8,89,9,0.4,22.75,72.25,306.75,1,2.5
14.5,0,"1",23.96,12.6,35,5,0.4,26.4,111,296,0.2,3
17.9,0,"1",16.54,9.4,49,7,0.2,19,141.25,250.75,0.25,2
15.1,0,"1",15.88,9.4,61,3,0.2,18.8,145.4,215.4,0.6,2.4
13.4,1,"1",17.58,9,94,4,0.2,23.75,85,245,0.75,0.75
22,0,"1",11.2,8.4,70,3,0,18.25,99.75,255,1.25,4
28.9,1,"1",14.44,7.6,109,9,0,23.75,97.75,305.5,0.5,2
10.6,0,"1",17.025,9.25,56,5,0.25,21,122.75,230.25,0.25,2.75
10.4,0,"1",16.325,10.5,24,2,0.25,26,153.4,239.2,0.6,2.2
21.4,1,"1",17.975,9.25,104,8,0.25,20.6,118.4,192.2,0.6,3.2
9.7,1,"1",17.825,10.75,47,5,0.5,25.6,145,203.2,0.4,2
16.6,0,"1",15.76,7.6,86,8,0.2,32.5,123,301.25,1.25,1.75
9.3,1,"1",10.375,7.75,73,2,0,16,97.6,174.4,0.4,3
12.6,0,"1",12.7,8.75,76,5,0,22.75,108.75,218.75,0.75,1.5
14.4,1,"1",12.625,8.75,84,7,0,14.75,120,249,1.5,2.75
8.6,1,"1",13.225,9.5,56,3,0,26.6,98,285.8,0.8,2
13.3,0,"1",11.225,7,53,2,0,20,91.25,225.75,0.75,1.75
16.3,1,"1",6.36,5.2,63,4,0,18.75,98.75,228.25,1.25,2
21.3,0,"1",7.9,6,93,6,0,18.8,120.8,227,0.4,2.8
27.8,1,"1",7.8,3.33333333333333,128,7,0,21,147.6,230.2,0.2,3
13.6,0,"1",12.8,5.25,46,3,0.25,21.4,106.2,275.4,1,2
9.5,1,"1",15.775,7.25,75,2,0.25,23.25,171,175.25,1.25,1.5
11.3,0,"1",12.9,5.5,33,2,0,27.4,103.6,282.2,0.6,2.2
50.5,1,"1",12.58,5.4,225,7,0,18.6,111.8,205,0.8,2.8
21.8,1,"1",6.9,8,128,6,0,25.8,94,250.6,0.2,2.4
18.9,0,"1",14.35,8.5,89,4,0.5,17.4,112.8,201.8,0.6,2.6
19.5,0,"1",15.8666666666667,8.66666666666667,85,5,0.33,30.4,124,213.2,0.6,1.6
16.2,1,"1",5.76666666666667,6,62,4,0,22.25,96.75,184.75,1,2
12.7,1,"1",8.475,6.75,67,5,0,12.5,80.25,264,1,2.25
11.5,0,"1",7.925,6.25,25,3,0,30.2,114.8,292.8,1,1.8
12,1,"1",9.05,6,40,2,0,20.75,96.25,288.75,1.25,2
25.3,0,"1",10.45,6.75,143,8,0,27,102.2,278.8,0.2,1.6
12.1,0,"1",12.625,6.25,41,2,0.25,21,143.8,194.4,0.6,2.2
7.2,0,"1",9.3,5.5,52,2,0,17.75,115.5,193.5,0.25,3
11.2,0,"1",8.075,5,32,2,0,24.25,82,221.5,0.5,2
25.8,1,"1",6.76,4.6,128,4,0,23,50,238,0.4,2.6
7.2,0,"1",10.22,4.6,52,2,0.2,30.5,87,285,1.25,1.75
11.5,1,"1",9.42,4.8,65,5,0.2,16.4,114.4,225.8,0.4,4.6
22.3,1,"1",10.5,5.6,103,9,0.2,18.4,120,193,1,5
7.8,0,"1",9.8,6.4,38,4,0.2,6.6,70.8,122.8,0.4,4
15.1,1,"1",5.98,6,71,2,0,18.2,72.2,257.2,0.2,2.8
13.9,0,"1",8.68,5.8,49,3,0,13.8,54.4,246.2,0.2,2.4
11.1,0,"1",10.58,5.6,81,3,0,23.8,126.8,234,0.4,2
35.6,0,"1",11.52,6.4,136,7,0,25,116.2,263.4,0.2,2.4
7.3,1,"1",16.5,6.8,43,3,0.2,22.4,97.4,274.8,0.2,1.2
14.9,1,"1",16.9,6.5,49,4,0.25,31.5,73.25,364.75,0.25,3.5
20.9,0,"1",17.575,7,109,7,0.25,26,89.6,262.4,0.4,0.8
9.3,1,"-1",19.675,8,43,5,0.5,21.75,101.5,217.5,0,3
16.2,0,"1",13.1,7.75,52,5,0.25,23.6,87.2,259.8,0.6,2
14.7,0,"1",15.325,8.25,67,2,0.25,22.5,112.5,244.75,0.5,2.75
15.2,1,"1",15.2,7.8,82,7,0.2,25,117,271,1,2
9,0,"1",15.26,9,50,4,0.2,19.6,100,227.6,0.6,1
8.7,0,"1",5.08,5.2,37,5,0,25.4,111.6,273,1,0.8
10.4,0,"1",6.52,6,54,5,0,29,103.75,260,0.25,3
22,0,"1",6.125,5.5,60,4,0,24.4,135.4,265.2,0.4,2
11.7,1,"1",9.2,2.75,47,1,0,15.4,105.6,147.6,0.4,2.6
24.5,0,"1",6.7,2,115,4,0,20,142.25,173.25,0.5,1
15,1,"1",8.55,3.5,60,3,0.25,21.6,105.2,235.2,0.8,2.6
7.9,0,"1",15.3666666666667,6.33333333333333,39,2,0.33,13.75,89.25,236.5,1,4.5
14.1,1,"1",13.5,6.5,71,7,0.25,23.2,82.4,272.4,0.6,2
17,0,"1",13.625,7.75,100,4,0.25,22,110.75,214.25,1,2.25
7.2,1,"1",14.3,7.2,42,3,0.2,33.8,158.6,231.8,0.4,0.6
8.7,0,"1",14.14,7.6,57,4,0.2,28.75,142.25,210.5,0.5,2.5
22.2,1,"1",10.36,7.4,72,3,0,16.25,115.5,172.5,0.75,4
9.6,1,"1",9.22,5.8,46,5,0,28,154,177.6,0.4,1.4
7.4,0,"1",9.02,4.4,4,1,0,15.2,118.8,148.6,1,4.6
10.9,1,"1",5.325,2.75,29,2,0,24.25,153.75,183,0.25,2
7.8,0,"1",6.225,2.25,32,4,0,27.5,137.5,234.25,1,3
7.5,1,"1",7.275,5.25,35,4,0,16.25,99.25,153.5,0.5,2
9.3,0,"1",6.46666666666667,7.33333333333333,33,6,0,12.25,82.25,197,0.75,3.5
10.1,0,"1",5.25,2.25,51,5,0,18.6,128.2,132,0.4,3
12.7,0,"1",6.55,3.25,67,6,0,19.5,81.25,244,0,3
16.3,0,"1",12.98,7.8,73,3,0,5.8,104.4,187,0.4,4
16.4,1,"1",13.58,6,69,3,0,30.6,128.2,165.4,0.4,2.2
22.5,1,"1",15.88,6,105,3,0,19.25,122.5,143.5,0.75,2.75
11.1,0,"1",18.125,6.25,51,6,0.25,17.5,95.25,221.75,0.5,4
24.8,1,"1",16.575,6.25,98,9,0.25,26.5,151.75,212,0.75,2
12.6,0,"1",18.7,8,56,1,0.25,30.2,166.2,225.6,1,1.4
20.9,0,"1",6.025,2.75,79,7,0,19.5,88,187.5,0.75,3.5
18.9,1,"1",10.825,4.5,59,7,0,24,107,195.6,1,3
13.1,1,"1",11.75,6.25,41,3,0,17.75,106.25,193.25,1.75,2.25
10.8,1,"1",8.36,4.4,77,4,0,16.2,140.4,163,1,1.8
26.1,0,"1",18.075,8.5,121,5,0.25,27.6,129.6,239.6,0.4,0.6
11.2,1,"1",22.775,9.25,62,5,0.5,27,146,235.4,1.2,3
10.6,0,"1",23.875,8.25,76,3,0.5,22.75,77.75,291.75,1.75,1.5
10.1,1,"1",13,6.25,51,5,0.25,23.25,88.75,177.75,0.5,3
11.9,1,"1",12.6,7.4,69,5,0.2,29,122,200.75,0.5,1.25
12.1,0,"1",9.76,7.6,71,5,0,16.25,105.75,185.25,1.5,3.25
26.1,1,"1",9.94,8,111,6,0,18.75,89,214.25,0.75,3
9,0,"1",12.14,8,40,5,0.2,20,100.8,229.2,0.4,2.6
25.8,0,"1",12.94,8.6,78,6,0.2,18.8,91.6,246.6,0.8,2
19.2,1,"1",15.72,8.6,62,7,0.2,23,147.2,187.6,1.4,2.4
14.3,0,"-1",7.5,6,83,6,0,26,149,259.5,0.75,2.25
11.5,1,"1",10.9,8.5,25,3,0,17.2,87,179.4,0.4,3.4
13.4,0,"1",11.1,8,64,7,0,29.5,99.5,226.25,0.25,1.5
10.9,1,"1",9.98,8.6,59,5,0,24.2,86.2,202.4,0.8,1.2
14.5,1,"1",9.04,7.8,45,4,0,23,150.8,228,0.6,0.4
9.5,1,"1",5.66666666666667,6.33333333333333,25,1,0,17.6,121.8,200.2,1.2,2.4
16.3,0,"1",5.84,3.8,83,8,0,18.8,96.6,207.6,0.8,3.6
9.1,1,"1",8.68,6,41,5,0,17.4,107,211.2,1,3.6
9.4,1,"1",10.5,7.2,54,4,0,21.4,116.6,236.8,0.6,2.8
7.5,0,"1",12.2,8.75,5,1,0,28,149.25,229,0,2.25
7.2,0,"-1",10.575,7,42,3,0,21.6,131.6,203.2,0.4,2.4
9.8,1,"1",7.675,5.5,68,3,0,27.6,160.4,217,0.4,3.4
16.2,1,"1",5.225,5.5,62,4,0,19.5,124,211.5,0.75,3
18.8,1,"1",7.42,5.8,68,6,0,17.8,79.8,221.8,0.6,2.4
15.5,0,"1",10.84,7.4,55,4,0,23.75,101.75,195.5,0.75,2.5
24.2,1,"1",11.68,7.4,112,4,0,9.8,56.8,162.4,1,5.6
20,0,"1",15.78,8.2,110,6,0.2,14.75,134.5,211,1.25,3
9,0,"1",18.94,8.2,50,4,0.4,24.5,170.5,190.5,0.75,1.5
9.3,1,"1",17.5,8,43,3,0.4,18,81.6,233.6,0.8,2.4
10,0,"1",15.6,6.4,30,1,0.4,20,144.4,190.4,0.4,2.2
18.2,1,"1",14.5,6.4,92,3,0.4,20.6,126.4,176.2,0.8,2.8
9.5,1,"1",13.3,5.6,55,4,0.2,16.8,96.4,195.2,0.6,4.2
19,0,"1",8.2,6,80,5,0,31.75,137,211.5,0.25,1.25
28.7,1,"1",7.925,5.25,87,8,0,17.8,85,242.8,1.2,3
12.7,0,"1",13.425,7,87,4,0,22.8,132,197.6,0.2,1.6
14,0,"1",6.8,5,60,8,0,19.2,67.6,199.2,1.2,3.6
19.2,1,"1",5.18,6,102,6,0,25.4,157.8,220.2,1,1.4
12.6,1,"1",8.04,6.8,76,5,0.2,13.75,78.25,205.5,0.5,3
12.5,0,"-1",8.5,7,85,4,0.2,10.6,74.2,140.6,1,1.8
12.52,1,"1",7.02,6.2,76,6,0,16,120.4,176.4,0.8,3.4
13.7,1,"1",16.16,6.8,47,3,0.2,15.6,58.2,181,0.6,2.6
20.9,0,"1",18.2,7.25,99,5,0.25,11.75,76.75,233.5,0.75,3
14.2,1,"1",19.925,7.25,62,8,0.25,10.8,78.4,153.6,0.4,4.4
8.4,0,"1",20.275,10.25,54,3,0.25,18.4,88.4,239.8,0.8,3
26.3,1,"1",14.3,9,113,6,0,25.25,123.5,193.75,0.75,2
20.1,1,"1",17.45,10.25,41,4,0.25,23,90,228.6,0.4,2.6
17.5,0,"1",17.98,9.6,95,8,0.2,15.6,110.6,227.4,0.2,3.8
12.4,0,"1",15.74,8.2,54,7,0.2,20.8,105.6,241.8,1,3
19,0,"1",16.54,8.8,70,6,0.2,24.2,90.2,247.6,0.6,1.4
14,0,"1",15.08,7.8,80,6,0,16.8,76.2,225.6,1,2
12.3,0,"1",8.04,8.2,73,5,0,23.5,187.5,230,0.25,1
12.1,0,"1",6.85,6,31,3,0,28,165.5,223.5,1,2
10.7,1,"1",8.325,6.25,57,5,0,27.5,98,231.75,1,2.5
18,1,"1",8.475,7.75,70,5,0,13.2,97.6,172.8,1.4,3.2
9.4,0,"1",10.38,7.6,44,5,0,23.4,113.2,239.2,0.8,1.2
12.2,1,"1",11.02,7.2,32,3,0,20.6,122.6,194.2,1,4
10.3,1,"1",13.78,9,53,5,0.2,30.5,150,230.75,0.5,2
8,0,"1",12.76,8.8,30,5,0.2,17,86.2,254.8,0.4,1.4
12.7,0,"1",6.53333333333333,5,77,5,0,26.2,159.6,229,0.4,1.8
19.7,0,"-1",5.725,3.75,87,5,0,13.5,85.25,156.25,0.75,2.75
7.3,0,"1",7.04,4.6,33,4,0,14.2,128.8,176.6,1.8,4.8
11.1,0,"1",9.72,7.2,71,5,0,17.75,108.5,205.5,0.25,2.5
13.9,1,"1",9.45,8.25,79,6,0,25,130.75,249,1,1.75
27.1,1,"1",8.825,8.5,121,6,0,22.5,102.5,247.75,1,1.75
19.7,0,"1",15.325,9,47,3,0.25,25.8,150.4,229,0.4,1.8
16.3,1,"1",17.95,9.25,51,5,0.25,26.75,119.5,226,0.5,2.25
8.1,0,"1",9.92,6.2,41,4,0,11,124.2,130,0.4,3
33.6,1,"1",7.6,5.6,116,7,0,26.6,119.6,207.4,0.2,3.4
18.9,0,"1",11.06,6.8,69,6,0.2,20.4,97,247.6,1,1.6
28.9,1,"1",18.225,12.5,159,10,0.25,12,95.75,143.25,0.25,2.75
11.2,1,"1",21.925,14.25,62,5,0.5,20,103.6,231.6,0.2,1.2
12.3,0,"1",19.78,12.8,63,6,0.4,19.75,123.25,165.75,1.75,2.75
14.2,0,"1",18.92,12.2,72,7,0.4,29,142.8,235.8,0.4,2.2
20.9,1,"1",18.32,12.6,89,12,0.4,17,76,232.2,0.4,2
10.7,0,"1",17.5,12.6,57,5,0.2,19.75,74.5,166.5,1,2
15.5,0,"1",13.86,11,85,7,0,23.75,91.25,178.5,0.75,2.75
29.1,1,"1",14.72,11.4,101,10,0,25.6,109,228.8,0.8,1.6
20.9,0,"1",18.08,12.6,119,7,0.2,15.4,96.2,253.6,0.8,2.6
10.4,1,"1",13.78,8.4,64,4,0.2,23.4,147.2,210.2,0.2,1.2
37.3,1,"1",12,7.8,133,9,0.2,24.75,86.75,253.25,0.5,2.25
20.4,1,"1",14.65,7.5,74,7,0.25,22.5,123,195.75,0.5,3.75
8.8,1,"1",17.15,9,48,2,0.25,16,158.25,174.5,1.75,3.25
12.3,0,"1",17.65,8.5,53,5,0.25,27.25,171.5,198.75,0.75,2.25
15,0,"1",11.5,9.25,90,6,0,26.8,139.2,261.8,0.6,2.4
