"fpts","ha","cond","l5g_avg_fpts","l5g_avg_ints","l5g_avg_tdp","l5g_avg_pa","l5g_avg_py","l5g_avg_pc","l5g_pct_pyb","l5g_avg_sacks","l5g_avg_fuml","l5g_avg_rec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
26.4,0,"1",20.17,0,1.5,30.5,243,22,0,2,0.5,0,28.5,99,269.25,0.75,3
16.44,0,"1",22.2466666666667,0,1.66666666666667,34.3333333333333,268.666666666667,24.6666666666667,0.33,1,0.333333333333333,0,32.25,131.75,270,0.5,2
9.28,0,"1",20.795,0.75,1.5,35,251.75,23.75,0.25,2,0.5,0,24.75,138,253.75,1,2.5
33.28,1,"1",18.492,0.8,1.4,32.8,235.8,21.6,0.2,3,0.4,0,16.6,79.8,183.8,0.2,3
9.34,0,"1",20.176,1.2,1.8,37.8,263.4,24.4,0.4,3,0.2,0,21.6,95.8,275.2,0.4,3
11.98,1,"1",12.468,1.2,1,27.4,211.2,17.8,0,5,0,0,21.6,103.4,240.4,0.8,2.4
18.08,0,"1",12.216,1.2,1,27.6,212.4,18,0,1,0.2,0,22.4,96,231.4,0.6,1.2
14.28,0,"1",13.12,1.4,1,30.2,237,19.4,0,5,0.2,0,27.2,118,282,0.4,2
19.02,1,"1",12.184,0.8,1,30.4,224.6,19.2,0,4,0.2,0,19.5,125.75,256.75,1.25,4
42.32,1,"1",16.65,0.5,1.5,31,215,16,0,0,0,0,30.25,187.75,208,0,3.25
12.9,0,"1",30.67,0.5,4,30,280.5,18.5,0.5,2,0,0,27.75,160.75,226.75,1.75,3
25.22,1,"1",14.54,1.5,1.75,36.25,231,22,0,0,0,0,20.8,97.8,216.4,0.8,2.4
21.7,0,"1",17.58,1.5,1.75,36.75,249.5,23,0,2,0,0,20.5,109.75,219.5,0.25,4
18.88,1,"1",16.02,0.5,1.25,24.75,203,15.25,0,2,0.25,0,29,114.75,249.75,1,2.5
14.72,1,"1",17.21,0.25,1.5,26,216.5,16.5,0,1,0.25,0,24.5,110.25,222,0.25,1.5
15.84,0,"1",16.712,0.6,1.6,27.6,211.8,16.2,0,3,0.2,0,19,123.25,218.5,1,4.25
28.68,1,"1",14.836,0.8,1.4,30.2,204.4,16.2,0,1,0.2,0,27.6,137,264,0,3
28.8,0,"1",16.232,0.8,1.8,29.8,200.8,16.2,0,3,0,0,29.25,106,347.75,1.25,0.75
24.82,1,"1",21.384,0.8,2.2,38.8,269.6,22.6,0.2,1,0,0,27.4,88.2,276.4,1,3.2
15.26,0,"1",22.572,0.8,2.4,39.2,267.8,22.6,0.2,2,0,0,20.2,118.2,189.8,0.2,2.2
24.14,1,"1",22.68,0.6,2.2,40.2,289,24.8,0.2,1,0,0,20,110,184.8,1,3.4
10.44,0,"1",24.34,0.2,2.6,40.6,305,26.2,0.2,1,0.2,0,23,130.2,251.2,0.4,1
8.7,1,"1",12.996,2,0.8,37.6,250.4,21.6,0.2,5,0,0,21.6,71.2,251.2,0.6,1.8
14.42,0,"-1",9.924,2,0.8,33.6,199.6,18.6,0,2,0,0,30.6,153.8,285.6,0.4,2
12.32,0,"1",12.064,0.8,1,31.6,207.6,17.8,0,3,0,0,23,128.5,204.25,0,1.75
17.86,1,"1",11.8133333333333,0.666666666666667,1,25.3333333333333,180.333333333333,14,0,1,0,0,22.25,119.75,247.75,0,2.5
16.4,1,"1",6.37,1,0.5,18.75,129.25,10,0,1,0.25,0,26.6,187,198.6,0,1.4
36.9,0,"1",15.26,0.5,0.75,25.25,180.25,15.5,0,1,0.25,0,31.8,107,293.2,1,1.2
20.56,0,"1",21.3,0.75,1,27.25,213.75,15.75,0.25,2,0.5,0,16.5,126,166.75,1.25,4.25
18.44,1,"1",18.945,0.75,1.5,30,223,19,0.25,1,0.75,0,21.8,138.6,240.6,0.4,1.8
28.98,1,"1",20.71,0.75,1.75,33.25,221.5,20,0.25,0,0.5,0,22.5,139.75,225,1,3.75
18.88,0,"1",22.364,0.6,2.2,32.8,225.6,20,0.2,4,0.4,0,17.75,150.25,189.75,0.5,2.75
19.22,0,"1",18.76,0.8,2,34.8,240,21.8,0.2,5,0.4,0,12,69.4,224.6,1.2,5
23.48,1,"1",18.492,0.8,2,32.4,224.8,19,0.2,2,0.4,0,17.8,119.2,169.4,0.6,2
18.82,0,"1",19.5,0.6,1.8,32.6,235,19,0.2,0,0.4,0,20.6,164.6,166.8,1.4,2.8
15.24,1,"1",21.876,0.4,2,33.6,258.4,20,0.2,2,0.4,0,16.6,111.4,213.6,1.2,1.4
32.4,1,"1",16.544,0.8,1.6,25,192.6,13.2,0,0,0.2,0,17,108.2,264,2,1.4
7.92,0,"1",13.89,0,1,28.25,198.5,18,0,1,0.75,0,12.75,125,114,1.5,3.25
24.08,1,"1",14.27,0,1,28.5,206.75,18.75,0,0,0.75,0,21.4,109,204.8,0.4,2.2
21.08,0,"-1",13.595,0,1,30,213,20.25,0,2,0.5,0,21.75,114.25,185,1,1.75
30.94,1,"1",15.85,0,1.25,32.5,225,21,0,4,0.25,0,22.8,108,241.8,0.8,3.2
21.74,0,"-1",21.005,0.25,2.25,34,242,22.75,0.25,1,0,0,21.4,102.4,191.2,0.6,3.4
26.08,1,"1",21.152,0.2,2.4,31.2,237.8,20.8,0.2,1,0,0,22,117,236.8,0.4,1.8
17.4,1,"1",24.784,0.6,3,35,266.6,23.2,0.4,2,0,0,19.25,109,207,0.25,2
11.94,0,"1",23.448,0.8,2.6,33,257.2,21.8,0.4,2,0.2,0,23.4,91.2,228.6,0.2,2.8
13.06,1,"1",21.62,1,2.4,31,250,21,0.4,2,0.2,0,23.6,82.8,245.6,0.8,1.2
18.52,0,"1",18.044,1,1.8,33.4,237.6,21.8,0.2,3,0.2,0,19.5,69,201.5,1.25,3.5
13.36,1,"1",17.4,1.4,1.6,39.2,256,26.2,0.4,1,0.4,0,18.2,131.2,193.2,0.6,1.4
15.58,0,"1",26.875,0.75,2.5,42.25,338.75,28.5,0.75,4,0,0,25,115,213.4,0.4,2
28.54,1,"1",26.78,1,2.25,46.5,368.25,31.25,1,3,0.25,0,18.4,96.8,222.6,0.6,3
19.96,0,"-1",29.135,0.75,2.75,41.75,357.75,29.25,1,0,0.25,0,33.6,128.6,316.6,1,2.2
11.16,1,"1",27.3,0.8,2.4,44.4,353,30.4,1,1,0.2,0,24.25,135.75,237,0.5,2
32.28,0,"1",22.684,0.8,1.8,42.2,309.6,28.2,0.8,1,0.2,0,20.75,92,172.25,0.5,2.5
17.38,1,"1",21.504,0.8,1.8,42.2,308.6,30.4,0.8,1,0.2,0,22.25,122,199.5,0.25,2.25
26.8,0,"1",21.864,0.6,1.6,40.8,301.6,29.6,0.6,1,0,0,27.2,164.8,234.8,0.2,1.4
22.48,1,"1",21.516,0.6,1.6,40.8,297.4,28,0.6,4,0,0,14.8,79,200,0.8,1.8
17.02,0,"1",22.02,0.4,1.6,38.2,299,27.2,0.6,1,0,0,29.2,150.4,296.8,1,1.6
13.16,0,"1",23.192,0.4,1.4,40.8,331.8,28.8,0.8,5,0,0,14,100.6,139.2,0.4,3.4
17.74,1,"1",19.368,0.6,1,39.4,302.2,25.4,0.6,4,0,0,21,130,221.8,0.6,2.4
10.64,0,"1",12.128,0.6,1,34.6,210.2,18.8,0.2,1,0,0,17.6,126.2,161.6,0.6,2
38.08,1,"1",22.628,0.2,0.8,28,230.2,19.2,0.4,1,0.2,0,15.8,79.4,225.6,1,2.8
24.22,0,"1",24.644,0.4,0.6,27.2,202.6,18.8,0.2,3,0.2,0,18,99.2,250.2,0.6,2.4
11.88,0,"1",23.4,0.4,0.8,27,213,18.8,0.2,1,0.4,0,22.75,93.25,185,0.5,1.75
13.9,1,"1",20.808,0.4,0.8,26.8,206.2,17.8,0.2,4,0.2,0,22,96.75,218.75,1,3.75
32.4,1,"1",22.02,0.5,1,30.75,208,19,0,2,0.25,0,30.5,132.25,245.25,0.5,1.75
32.06,0,"1",20.6,0.25,1.75,29,212.5,18.25,0,4,0.25,0,21,109.6,241.2,0.8,2
17.72,1,"1",22.56,0.25,2.25,28.75,224,18,0.25,0,0,0,22.25,95.25,251.5,1.25,3.25
17.08,1,"1",24.02,0.25,2.25,25.5,220.5,17.25,0.25,3,0,0,16.2,101.8,232,1,3
14.32,0,"1",24.815,0.25,2.5,22.25,227.25,15.25,0.25,1,0,0,30.8,142,209,0.4,2.8
16.3,1,"1",20.295,0.5,2,24.5,226.75,15.75,0.25,1,0,0,29.6,132.8,298,0.4,2.8
14.54,0,"1",20.82,1,1.5,42.5,300.5,26.5,0.75,3,0.25,0,27.2,89.8,280,1,3
26.32,1,"1",18.315,0.75,1,40,279.75,23.75,0.5,1,0.5,0,28,111.4,269.4,1.4,1.6
11.34,1,"1",14.98,1,1,32.25,225.75,17.5,0,0,0.5,0,15.75,74.5,290.75,0.5,3.5
27.64,0,"1",14.295,1.25,0.75,32.5,241.75,18.75,0,4,0.5,0,32.25,106.25,256.25,0.25,2
23.96,0,"1",16.964,1,1.2,33.4,249.6,19.8,0,4,0.4,0,17,114.2,287,0.2,1.8
21.08,1,"1",14.668,1,1.2,32,217.2,19,0,5,0.4,0,16,80.25,204.5,0.5,3
11.46,1,"-1",17.888,0.6,1.2,32.4,232.2,20.8,0,6,0.2,0,29,146.75,335.5,0.5,0.25
12.38,1,"1",16.44,1,1,28,251,18,0,6,0,0,29,108.5,258.25,0.25,1.25
17.04,0,"1",6.01333333333333,0.666666666666667,0.333333333333333,18.3333333333333,115.333333333333,12.3333333333333,0,7,0.333333333333333,0,23.4,162,179.4,1,4
7.9,1,"1",8.77,0.5,0.5,20.5,145.5,13.75,0,2,0.5,0,29.8,116,267.8,1.2,3
23.34,1,"1",7.65,0.25,0.25,18.25,148.75,12,0,3,0.5,0,24.6,92.4,264.8,0.8,1.8
18.64,0,"1",12.26,1,0,28,104,12,0,5,0,0,24.5,164.75,201.25,0,0.75
10.76,1,"1",15.45,0.5,0,28,150,14.5,0,9,0,0,22,118,213.25,0.5,1.5
18.48,0,"1",13.8866666666667,0.333333333333333,0,27,154.666666666667,15.3333333333333,0,4,0,0,17.6,82.6,199.4,1.4,3
15.96,1,"1",6.18,0,0,30,157,13,0,2,0,0,20.4,161,163,1.2,2.2
22.08,1,"1",9.66,1.5,1.25,34,209,17.25,0,1,0.5,0,36.75,132,256,0.5,1
19.64,0,"-1",9.455,1.75,1.5,33.75,197,17.5,0,2,0.75,0,10.4,98.2,161.2,0.6,3.8
8.66,0,"1",10.545,2,1.75,34.5,213,18.25,0,1,0.75,0,18.75,138.5,219.75,0.5,2
18,0,"1",5.66,2,1,29.4,157,13.6,0,0,0.4,0,24.2,180.8,150,0.8,2.4
24.56,1,"1",8.18,1.4,1.2,25.6,155,12.6,0,4,0.2,0,23.2,100.2,212.6,0.4,1
11.88,0,"1",9.164,1.2,1,28.4,173.6,14.8,0.2,2,0.2,0,23.8,140.8,208.2,1,1.2
10.94,0,"1",10.08,0,1,14,142,7,0,5,0,0,16.75,80.25,218,1.25,2.5
7.82,1,"-1",10.51,0,0.5,25.5,204,15.5,0,3,0.5,0,24.4,111.6,267.6,0.8,2.2
15.84,1,"1",9.61333333333333,0.333333333333333,0.666666666666667,28,200.333333333333,16,0,6,1,0,23,88,213.5,0.75,2.5
15.02,1,"1",10.62,1,1,18,58,8,0,2,0,0,14.25,96.5,219.5,0.25,1.75
9.78,0,"1",30.78,2,4,43,322,25,1,1,1,0,23,118.8,225.6,0.2,2.2
20.64,1,"-1",20.28,1.5,2.5,41,252,22,0.5,2,0.5,0,22.6,132,221,1.6,3.4
19.46,0,"-1",14.64,1.5,1,35,253.5,23,0,1,0,0,17.4,104.2,197.4,1,2.4
15.08,1,"1",13.645,1.5,1,37.75,260.5,22.75,0.25,2,0.25,0,17.4,103.6,292.8,0.6,2.4
7.3,0,"1",13.932,1.4,1.2,36.6,258.8,22,0.2,1,0.4,0,33,131.6,304,0.2,1.6
16.36,1,"1",14.472,1.4,1.4,35,252.8,20.8,0.2,3,0.4,0,32.4,128,238.2,1.2,2.6
12.24,0,"1",12.808,1.4,1.4,35.6,251.2,21,0.2,1,0.6,0,21,113.6,185,0.8,4
11.52,0,"1",18.88,0.5,1.75,28,225.75,17.25,0,6,0,0,7.6,112.2,174.4,1,3.6
17.14,1,"1",18.19,0.5,1.5,30,243.5,17.75,0,4,0,0,33.6,110.2,262.2,0.6,2.2
25.94,0,"1",10.1,0.5,0.5,25,175,15.5,0.5,3,0.5,0,28.6,150,256.4,0.6,2
20.38,0,"1",14.5,0,1,19.5,112.5,11.5,0,6,0,0,16.6,102.2,199.6,0.4,3
15.72,0,"1",8.73,1.25,0.5,22.5,144.5,14,0,2,0.25,0,14,121.75,193.5,1.25,3
29.1,0,"1",11.985,0.5,0.75,23.25,164,15.75,0,4,0.25,0,18.8,83.8,204.4,1.2,2.8
9.48,1,"1",14.115,0.5,0.75,23.25,177.25,15.75,0.25,6,0.5,0,33.25,127,237.75,0.25,1.75
26.34,0,"1",7.68,1,1,21,92,9,0,3,0,0,22,143.5,230,0.75,2.75
10.98,1,"1",17.01,1,2,24,201.5,11,0.5,6,0.5,0,28.8,132.6,255.4,0.4,2.2
16.66,0,"1",10.452,1.8,1.4,29.6,184.8,14.4,0.2,1,0.4,0,16.6,122,245.4,2,1.6
8.44,1,"1",12.248,1.8,1.6,34,218.2,17.2,0.2,6,0.6,0,23,140.2,216.6,1.8,2.2
13.08,0,"1",8.52,3,0.5,37,180.5,17.5,0,3,1,0,18.25,111.5,256.5,0.5,1.25
18.04,1,"1",10.04,2,0.666666666666667,34,196,18,0,0,1,0,22,119.6,204.8,0.2,2.6
14.86,1,"1",12.04,1.5,0.5,32,202.25,18,0,1,0.75,0,27.5,102.75,346.25,1,1.5
12.08,0,"1",14.96,0,1,41,274,28,0,1,0,0,15.4,83.2,253.2,0.6,2.6
8.2,1,"1",6.32,1,0.5,26.5,155.5,16.5,0,3,0,0,30.25,174.25,246.75,0,2.25
22.56,0,"1",6.94666666666667,0.666666666666667,0.333333333333333,22,168.666666666667,14,0,3,0,0,14.75,129.75,182.75,1,3
12.24,1,"1",9.368,0.4,0.4,24.8,164.2,13.8,0,0,0.4,0,20.4,105.8,163.8,1.6,3.2
8.26,0,"1",10.3,0.8,0.8,27.8,212,16.6,0.2,0,0.4,0,21.4,109.4,227.4,0.8,3
20.5,1,"1",8.25,1,1,24.5,137.5,14.5,0,2,0,0,30,144.25,242.25,1.25,3.5
24.66,1,"1",7.63,1.75,1,26.5,167,14.75,0.25,0,0.5,0,24.8,140.4,185,0.4,1.6
7.48,0,"1",11.036,1.6,1.4,27,197.4,16,0.4,6,0.6,0,26.6,98.4,193.6,1,2.2
9.76,1,"1",8.432,1.4,1.2,24.4,157.8,14.2,0.2,3,0.6,0,21.6,146.4,225.8,1.2,1.8
8.22,0,"1",9.344,0.8,1.2,23.8,152.6,13.4,0.2,3,0.6,0,24.2,141,239.4,1.4,2.4
17,1,"1",11.532,1.2,0.4,33.8,253.8,19.4,0.2,2,0.2,0,18.8,118.4,218.2,0.2,3
15.5,0,"1",11.87,0.5,0.75,25.25,214.25,16.5,0.25,2,0.25,0,22,140.5,201.25,0,2
15.42,1,"1",6.285,1.25,0.5,27.5,166.5,15.25,0,1,0,0,17,147.5,153.5,0.75,2.75
14.34,1,"1",8.112,1.2,0.6,27.2,183.8,15.8,0,3,0,0,20.25,127.25,288.25,1.75,2
12.5,0,"1",10.836,1.2,0.6,32,217.4,18,0,2,0.2,0,17,98,199,0.25,3.75
23,1,"1",10.236,1.2,0.6,31,189.4,17,0,1,0.2,0,28,158.8,238.2,1,1.2
17.6,1,"1",14.32,0.6,1,28.8,190,16.8,0,2,0.4,0,23.4,111,187.6,0.6,2.8
7.2,0,"1",16.572,0.2,1.2,28.2,187.8,16.6,0,7,0.4,0,21.2,119,246.2,1.2,1.8
15.26,1,"1",16.41,1,1.25,36,277.75,22.5,0.5,2,0.75,0,26.8,119,270.4,0,3.6
11.88,0,"1",15.51,1.5,1.75,36.75,246.5,21.5,0.25,6,0.75,0,19.2,126.2,248,0.4,2.8
14.42,1,"1",14.695,1.75,1.75,38.5,235.5,21,0.25,3,0.75,0,16,95.8,221.8,0.4,3.2
17.36,0,"1",15.36,1,1.5,36.75,225.25,20.5,0.25,2,0.5,0,30,124.25,243,0.75,1
14.82,1,"1",14.73,1.25,1.75,37.25,205.75,22,0,4,0.5,0,18.25,112.75,268,0.25,2.25
21,1,"1",14.748,1.2,1.6,36.8,218.2,22,0,3,0.4,0,13.4,80.6,208.6,1.2,3.2
24.44,0,"1",15.896,1,1.2,37.8,241.4,23.8,0.2,1,0.2,0,31.25,65.75,294.75,0,2
23.6,0,"1",18.408,0.8,1.2,38,269.2,25,0.4,3,0,0,25,107.6,287.6,1.2,3
27.38,1,"1",20.244,1,1.8,39,267.6,25,0.4,4,0,0,28,153.5,244.75,0.75,1.75
8.06,1,"1",19.94,0.6,1.8,36.4,247,22.2,0.6,0,0,0,22.4,118.8,247,0,2.6
18.14,1,"1",14.845,0.75,1.5,38.75,225.5,23.25,0,1,0,0,21.2,165.6,208.8,0.6,2.4
23.88,0,"1",16.15,1,1.5,38.5,238.75,23.75,0,4,0,0,24.2,87.4,262,0.8,2.8
14.64,0,"1",18.935,0.75,1.75,34.25,247.75,22.25,0,3,0,0,23.2,89.6,285.6,0.6,2.8
28.22,1,"1",19.32,1,1.75,30.75,245.5,21,0,0,0,0,20,117.4,214.6,0.4,1.6
10.72,0,"1",21.22,0.75,2,31.5,248,21.25,0,3,0,0,16,67.75,246.25,0.25,3.25
18.8,1,"1",19.12,0.8,1.8,32.8,242,22.4,0,5,0,1,23.25,128.5,188,0.75,4.25
26.62,0,"1",19.252,0.4,1.8,33.4,243.8,23.6,0,1,0.2,0,24,70,244.6,0.2,2.4
8.7,0,"-1",19.8,0.6,2,34.2,234,23.8,0,2,0.2,0,29.5,83.5,238.75,0.5,2
13.68,1,"1",18.612,0.6,1.8,35.4,241.8,25.6,0,6,0.2,0,27.75,78,309.75,0.75,3.5
18.94,0,"1",15.704,0.6,1.4,35.2,229.6,25.4,0,4,0.2,0,17.25,75.75,264.5,0,2.5
32.34,1,"1",17.348,0.8,1.4,37,255.2,25.8,0.2,2,0.2,0,19.6,145.8,220.4,0.2,1.6
13.36,1,"1",20.056,1,1.8,39.6,286.4,27.6,0.4,7,0,0,22.4,98,226.6,0.4,2.2
16.04,0,"1",16.975,1.25,1.75,42.75,270,24.25,0.25,2,0.25,0,22.75,118.75,166.5,0.25,3.25
27.58,1,"1",17.8,1.75,2,41.5,280,24.25,0.25,4,0,0,25.6,112.4,241.2,0,1.4
10.9,0,"1",17.93,1.75,2.5,35.25,260.75,21.25,0,5,0,0,18.25,92,243,0.5,2.5
16.56,0,"1",16.71,1.5,2,34,261.5,21.75,0,2,0,1,26.25,107.25,202,0,1.25
16.48,0,"1",17.77,1,1.5,32,289.25,23.75,0.25,4,0.25,0,19.5,129.25,231.25,1,3.25
14.82,1,"1",17.512,0.8,1.6,32.8,274.8,23.2,0.2,3,0.2,0,20.75,127,225,0,1.25
26.04,0,"1",17.268,0.6,1.6,31.8,259.2,21.4,0.2,3,0.2,0,26.6,101.8,276.2,0.6,2.8
8.54,1,"1",16.96,0.8,1.4,39.6,273,24.4,0.4,1,0.4,0,22,79,216,1,1.75
15.88,1,"1",16.488,0.4,1.6,34.6,230.2,20.6,0.4,1,0.4,0,22,102.75,313.25,1.25,1.5
15.04,0,"1",16.352,0.4,1.8,35.6,215.8,20.2,0.2,3,0.2,0,21.25,135,222,0.25,2
18.96,1,"1",16.064,0.4,1.4,35.2,215.6,20,0.2,6,0.2,0,29,140.6,245.4,1.2,2.4
26.7,1,"1",16.892,0.4,1,38,243.8,22.6,0.4,1,0.2,0,22.6,119.6,196.8,1,3.2
10.38,1,"1",16.672,1.4,1.2,31.2,254.8,20,0.4,0,0.4,0,18.6,77,302,0.6,1.6
16.26,1,"1",15.72,1.4,1.2,31.8,268,21.6,0.4,1,0.4,0,18,107.6,245.4,1,3.2
9.66,1,"1",10.46,0.75,0.5,25,209,16.5,0,1,0.25,0,26,75.8,292.6,0.4,1
19.2,0,"1",10.485,0.5,0.5,25.75,199,17,0,1,0,0,27.8,88.4,271.2,1,2
15.78,0,"-1",13.875,0,1,27.25,211.25,18.25,0,4,0,0,16.75,80.5,200.75,0.25,1.75
26.8,1,"1",15.225,0.25,1.5,27.75,191.25,18.25,0,2,0,0,32,188,305.75,0.5,1.5
12.04,0,"1",17.86,0.25,2,29,211.5,19.5,0,2,0,0,15.5,63,228,0.75,2.5
19.36,1,"1",16.696,0.8,1.8,31.2,214.4,21.4,0,1,0,0,27.75,90.5,208.25,0.75,2.5
24.42,1,"1",9.76,1.2,1,25,163,15.8,0,2,0.2,0,22.6,84,291.6,1.6,1.6
16.1,0,"1",11.028,1.2,1.2,24.2,185.2,14.2,0,0,0.2,0,25,107.5,222.25,0.75,2.5
21.62,1,"1",11.248,1.4,1.2,27,205.2,17.2,0,1,0.2,0,21.6,117,233.2,0.6,3.2
17.92,1,"1",15.212,0.8,1.8,26.8,207.8,17,0,4,0.2,0,22.75,112,213.75,1,1.75
20.76,0,"1",14.88,0.5,1.75,25.25,178.25,15.5,0,2,0.25,0,22,126.75,238.5,0.25,2.25
26.82,0,"1",19.1,0.25,2.25,26.25,203.75,18.5,0,2,0.25,0,19.4,129.6,187,1.2,1.8
9.12,1,"-1",21.78,0,2.25,26.75,219.5,18,0,1,0.25,0,23,150,202.5,0.5,1.75
39.4,0,"1",18.655,0.25,1.75,24,213.25,15.75,0,2,0.25,0,20.8,80.8,194.4,0.6,2.6
23.74,1,"-1",24.025,0.25,1.5,25,217.5,16.25,0,1,0,0,18.2,84.4,211,0.6,3.6
25.8,1,"1",23.968,0.4,2,24.2,208.2,16,0,6,0,0,18.2,116,234,0.6,3.4
16.38,1,"1",18.436,0.8,1.6,25.4,199.4,14.8,0.2,2,0.6,0,19,103.4,218,1,3.2
22.3,0,"1",17.412,0.8,1.4,25,186.8,14.4,0,3,0.4,0,20,97.4,252.2,0.8,3.2
15.16,0,"1",19.676,0.6,1.8,27,205.4,16.4,0,7,0.8,0,25.8,154.2,213.6,1.2,2.4
22.28,1,"1",18.212,0.4,1.4,26.4,192.8,15.6,0,0,0.6,0,26.5,89.25,248.75,0.75,1.25
21.48,0,"1",20.544,0.6,1.8,27,211.6,17,0,1,0.6,0,28.5,140.25,196.25,0.25,2.75
18.6,1,"1",19.52,0.4,1.8,26,227,17.8,0,1,0.4,0,31.2,123.2,253.4,0.2,2.4
32.1,1,"1",19.38,0.5,2,22,218.25,15.25,0,1,0,0,18.6,109.8,166.8,0.6,3.4
10.16,0,"1",23.615,0.5,2.25,25,261,18.25,0.25,2,0,0,13,105.25,180.5,0.75,3
14.92,0,"1",20.585,0.25,2,24.75,256.5,17.25,0.25,4,0,0,22.2,112.4,218.6,0.6,3
9.52,1,"1",18.945,0.5,1.75,25.25,234.25,17,0.25,4,0,0,18.6,77.8,230.8,0.2,3
10.78,1,"1",16.675,0.75,1.5,27.5,203.75,16.5,0.25,4,0,0,20.6,78.8,268.6,1.4,3.4
10.24,1,"1",24.17,0.25,2,27.75,213,19.5,0,2,0,0,20.6,123,247.8,0.6,1
45.12,0,"1",22.095,0.5,1.5,28,196.75,18.25,0,3,0,0,29,130,235.5,1,0.25
13.46,0,"1",28.905,0.5,1.5,30.75,224.5,19.75,0.25,1,0,0,34.8,160.6,268,0.4,1.6
10.26,1,"-1",26.515,0.5,1.25,30.25,209.75,18.75,0.25,1,0,0,29,112.25,273.5,0.5,0.75
22.58,1,"1",23.264,0.4,1,31.2,203.6,18.4,0.2,2,0,0,29.5,137.25,291,0,1.25
22.22,0,"1",20.332,0.8,0.6,29.8,197.8,16.8,0.2,2,0,0,12.5,100.75,194,0.75,3.25
19.74,1,"1",22.728,0.6,1,30.4,208.2,18,0.2,7,0,0,14,86,217.4,0.4,2.4
16.78,0,"1",17.652,0.6,0.8,27.6,187.8,16.8,0,4,0,0,15,107.5,182.75,0.5,2.5
29.32,0,"1",18.316,0.4,0.8,25.8,194.4,15.8,0,2,0,0,25.8,97.4,247,1,4.6
11.42,1,"1",22.128,0.4,1.2,26.2,211.2,16.8,0,5,0,0,18,115.8,219.2,0.4,2.8
39.36,0,"1",19.896,0.2,1.4,27.6,210.4,17.2,0,1,0,0,14.8,113.8,233.2,0.4,3.8
8.26,1,"1",23.324,0.2,1.4,27.4,242.6,17.2,0.2,3,0,0,15.2,100.2,232.2,0.8,3.6
19.02,1,"1",16.696,0.6,1.2,30,238.4,21.2,0,4,0.4,0,17.75,92,247,0.75,2.25
11.4,0,"1",17.472,0.4,1.2,27.8,235.2,18.4,0,5,0.4,0,31.4,110.6,332,0,0.8
13.6,0,"1",15.344,0.6,1,26.6,241,18.2,0,0,0.4,0,30.5,127.25,254.75,0,2.75
27.32,1,"1",14.16,1,1,26.75,223.25,17.5,0,2,0,0,20,73.25,246,1,1.5
25.4,1,"1",17.835,1,1,29.25,252,17.25,0.25,2,0,0,20.75,118.25,257.75,0.25,1.75
40.2,1,"1",19.43,1,1.5,29,258.25,18.75,0.25,2,0,0,20.75,93.75,271.25,1.25,2.75
34.06,0,"1",26.63,0.5,2.5,30.5,285.75,19.5,0.5,2,0,0,18.4,116.8,212.2,0.2,1.6
32.28,0,"1",31.745,0.25,3,29.75,301.75,20,0.5,0,0,0,19.25,93,164,1.25,1.75
26.56,1,"1",31.852,0.2,3.4,30.2,299.8,20.6,0.4,2,0,0,27.5,95.25,253.5,0.25,2.75
20.46,1,"1",31.7,0,3.8,29.6,284,22,0.2,4,0,0,22.2,134.6,292,0.2,1.4
21.18,0,"1",30.712,0.2,3.6,32,289.8,22.2,0.2,1,0.2,0,12.2,76.6,238.2,1.8,3.2
11.5,1,"-1",16.34,0.25,1.25,33.25,266,21.75,0.25,1,0.5,0,28,99,290.2,0.2,2
9.7,0,"1",15.735,0,1,31.75,269,21.25,0.25,1,0.25,1,16.2,104.4,177.6,0.6,3.4
10.22,0,"1",15.52,0,1,32.25,261.75,21.75,0.25,1,0,0,36,118.75,262.5,0.75,1.75
26.28,1,"1",14.57,0.25,0.75,35,264.25,23.5,0.25,4,0,0,20.8,131.2,216,0.6,3.2
31.52,0,"1",14.425,0.25,0.5,33.5,257.5,22.75,0,3,0,0,17.75,102.25,240.5,0,1.5
25.28,1,"-1",17.844,0.2,1,34.2,275.6,23.2,0.2,1,0,1,21.8,123.2,245.6,0.6,2.2
12.04,0,"1",20.6,0.2,1.2,33,276,21.8,0.2,6,0,0,23.4,126.2,271.6,1.4,2.4
16.98,1,"1",21.068,0.6,1.2,32.2,261.2,20.4,0.2,3,0,0,21,67.8,267,0.6,4
10.5,0,"1",22.42,0.6,1.4,32.6,266,21.2,0.2,3,0,0,29.2,121.6,262.6,0.2,2.4
21.36,1,"1",19.264,1.6,1.2,35.2,257.6,21.6,0.2,2,0,0,27.4,129.4,226.8,0.2,1.8
37.6,1,"1",17.232,1.8,1.2,33,233.8,20.4,0,6,0,0,33,98.8,244.8,1,2.2
14.48,0,"1",19.696,1.8,1.8,35.8,249.4,22.6,0.2,2,0.2,0,28.4,155.2,208.6,0.4,2.8
22.58,1,"1",14.615,0.75,1.25,31,237.25,19.75,0.25,2,0.25,0,21.2,124.2,221.4,0.2,1.8
27.66,1,"1",11.835,1,0.75,33.25,226.5,20,0.25,3,0,0,30,128.2,280.6,1,1.4
16.96,0,"1",13.028,1,1,36.2,235.2,21.6,0.4,5,0.2,0,34.5,76.75,281.5,0.25,2.5
