"fpts","ha","cond","l5g_avg_fpts","l5g_avg_ints","l5g_avg_tdp","l5g_avg_pa","l5g_avg_py","l5g_avg_pc","l5g_pct_pyb","l5g_avg_sacks","l5g_avg_fuml","l5g_avg_rec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
11.96,1,"1",14.044,1.2,1,39.4,261.6,23,0.4,6,0.4,0,19.25,91.25,205.75,0.25,1.5
23.3,1,"1",6.11,2,0.5,35,211.5,20,0,0,0.5,0,28.8,150,266.4,1.2,3
10.52,0,"1",9.548,1.8,0.8,37,239.2,21.2,0.2,1,0.4,0,17.6,80.8,250.2,0.6,2.2
7.14,0,"1",9.428,2,0.8,39.4,246.2,22.8,0.2,2,0.4,0,23.4,166.6,191.6,0.4,0.8
18.18,1,"1",11.1,1.25,0.75,36.75,245,21.25,0.25,1,0,0,14.5,73,194.25,0.75,2
33.26,0,"-1",14.785,1,1.25,36.5,267.75,22,0.25,1,0,0,22.5,121.5,262.5,0.5,2
28.72,1,"1",17.275,1.25,1.75,36.5,265,22,0.25,3,0,0,31.4,108.8,336,0.2,1.4
36.84,1,"1",21.2,0.75,2.25,36,268.75,21.25,0.5,2,0,0,33,141,206.2,0.8,2.4
14.68,0,"1",24.328,0.8,2.8,36.2,289.2,21.2,0.6,2,0,0,28.6,112.8,333,1.2,3
9.68,1,"1",17.935,0,1.5,34.75,272.75,19,0.25,4,0.5,0,22.4,95,240.2,0.8,2.6
14.14,1,"1",14.405,0.25,0.75,37,279.5,20.5,0.25,2,0.25,0,18.6,173.6,159.2,0.8,1.8
19.42,0,"1",14.285,0.25,0.75,35,279,20,0.25,2,0.25,0,26.6,108,201,0.6,3.2
15,0,"1",12.965,0.5,1,31.75,252.25,18.25,0,1,0.25,0,26.5,78,299.5,1.25,1.75
17.4,1,"1",14.56,0.75,1.5,36,241.5,20.25,0,4,0.25,0,21,97.5,276.75,0.5,0.5
13.36,0,"1",15.128,1.2,1.6,38.8,255.2,21.4,0.2,1,0.2,0,25.4,121.2,185.2,0.4,2
12.34,1,"1",15.864,1.2,1.8,36.4,254.6,20.4,0.2,7,0.2,0,19.6,145,215.8,0.6,2.6
11.44,0,"1",15.504,1.6,1.6,38.4,247.6,20.8,0.2,3,0.2,0,18.25,85.5,207.75,0.5,3.75
7.38,1,"1",13.635,1.75,1,40.75,265.25,22,0.25,3,0.25,0,20.2,140,137.2,0.2,1
28.24,1,"1",9.07,1.25,0.5,37,193,18.5,0,3,0.25,0,21.8,145.8,182.6,1.2,3
9.52,1,"1",7.925,0.75,0.5,27.5,167.5,14.75,0,0,0,0,21.75,140.75,199.25,1,1.5
8,1,"1",7.205,0.5,0.25,30.5,169.5,17.5,0,2,0,0,22,138,159,0,0.75
19.46,0,"1",7.165,0.5,0.25,31,164.75,17.5,0,1,0,0,23.25,84.75,249,1,2
19,0,"1",10.425,0,0.5,33.25,196.25,20.75,0,1,0,0,18.75,121,183.5,0.75,2.5
13.72,1,"1",12.14,0.2,1,31.2,203,19.2,0,1,0,0,18.2,94,241.8,1,3.2
10.2,1,"1",13.092,0.2,1.2,31.6,213.8,18.6,0,0,0.2,0,24.8,143.2,244.2,0.4,0.8
12.6,1,"1",10.788,0.8,1.2,27.2,187.2,14.8,0,1,0.2,0,10.4,88,148.2,1,2.6
8.3,0,"1",8.86,1,1,25,149,17,0,0,1,0,27.4,103.6,282.2,0.6,2.2
18.04,1,"1",8.58,0.5,1,20.5,129.5,14,0,3,0.5,0,18.6,111.8,205,0.8,2.8
15.28,1,"1",8.98666666666667,0.666666666666667,1,30.3333333333333,154.666666666667,17,0,3,0,0,25.8,94,250.6,0.2,2.4
13.3,0,"1",13.4,1,1.66666666666667,31.6666666666667,216.666666666667,18.6666666666667,0,3,0,0,17.4,112.8,201.8,0.6,2.6
22.2,0,"1",13.375,1.25,1.75,33,221.25,17.5,0,1,0,0,30.4,124,213.2,0.6,1.6
24.36,0,"1",7.04,0,1,2,26,2,0,2,0,0,15.25,94.25,231,1.5,3.5
10.88,1,"-1",14.8,1,1.5,30.5,220,18,0.5,0,0.5,0,31.75,140.25,258.25,0.5,1.25
19.16,0,"1",18.67,1.25,2,37.5,304.25,23,0.25,2,0.25,0,21.5,77.75,302.5,0.5,1
7.94,0,"1",13.992,1.2,1,37,244.8,25.2,0.2,1,0,0,13.75,95.5,185.5,1.75,1.75
34.18,1,"1",14.032,1.2,1,39.4,244.8,26,0.2,1,0,0,26.5,120.75,206.75,1,3.25
10.68,0,"1",18.645,1,1.5,40.25,255.5,27.5,0.25,1,0.25,0,15.75,81.5,247.75,0.5,3.25
31.96,1,"1",15.915,1.25,1.5,38.75,237.25,25.25,0.25,3,0.25,0,32.8,122,319.4,1.2,2.4
8.68,0,"1",21.19,0.75,2.25,37,263.5,25,0.5,5,0.25,0,20.8,112.6,224.6,0.6,3.4
25.18,1,"1",21.375,0.5,2.25,33.75,266.25,24.25,0.5,0,0.75,0,29.25,137.5,329,1.5,1
13.36,1,"1",19.125,0.5,1.75,31,262.5,21,0.5,3,0.5,0,20.6,114.4,209.6,0,1.4
24.3,0,"1",17.972,0.4,1.6,31,253.8,21.2,0.4,3,0.4,0,17.6,128,206,0.6,2.8
38.86,1,"1",20.696,0.4,1.6,29.2,270.4,21.6,0.4,1,0.4,0,22.2,123.4,244.6,0.4,1.2
35.2,0,"1",22.076,0.4,1.6,29.8,269.4,22,0.4,2,0.4,0,35.6,176.6,281.4,0.4,2
19.04,0,"1",27.38,0.2,2.2,33,301,23.8,0.6,1,0,0,22.4,149.8,206.8,0.4,2.2
18.32,1,"1",17.696,1,1.4,38.4,286.4,25.8,0.4,0,0,0,12.75,73.75,193.5,1,3.5
22.86,0,"1",18.368,0.8,1.8,36.6,273.2,23.4,0.2,2,0,0,23.6,115,252,0.2,2.2
28.22,0,"1",18.428,0.6,1.8,35.2,260.2,23.8,0,1,0.2,0,23.2,111.6,243,0.6,2.6
18.38,1,"1",20.675,0.75,1.5,42.5,320,28.75,0.25,1,0.25,0,18.75,104,188,0.5,1.5
32.4,1,"1",21.945,0.5,1.75,40.5,320.5,27,0.25,2,0.25,0,30.2,120.6,236.8,0.2,1.8
34.96,0,"1",25.465,0.25,2,39.5,348.5,27.75,0.5,0,0.25,0,20,72.75,259.5,0.25,2.25
18.84,0,"1",28.49,0.25,2.5,43,386,30.5,0.75,2,0,0,29.5,103.75,198.75,0.75,2.25
18.96,0,"1",26.145,0.25,2.25,38.25,339.25,26.25,0.5,2,0.25,0,25.6,83.4,287,0.4,0.8
14.7,1,"1",24.708,0.4,2.2,34.8,318.2,23.8,0.4,1,0.2,0,26.2,110.8,250.6,0.8,3.2
29.8,0,"1",23.972,0.6,1.8,37.6,328.8,25.8,0.6,0,0.4,0,21,147.6,178.6,0,2.6
13.48,1,"1",23.452,0.6,1.4,37.4,307.8,25.2,0.4,4,0.4,0,14.8,91.8,229,1.2,2.6
8.24,1,"1",19.84,0,3,34,191,18,0,1,0,0,17,90.8,175.4,0.6,2.2
11.56,0,"1",9.08,1.66666666666667,1.66666666666667,27.3333333333333,150.333333333333,14.3333333333333,0,1,0.333333333333333,0,16.4,75,205.6,1.2,2.8
8.68,0,"1",9.33,0,0.5,23.5,144.5,12.5,0,2,0,0,26.25,92.75,217,0.5,2
11.32,1,"1",9.29,0,0,30.5,223.5,16.5,0,1,0,0,25.6,148.4,195.6,0.6,1.8
11.28,1,"1",10.73,1.5,1.5,37.5,184.5,21,0,3,0,0,30.5,150,230.75,0.5,2
8.16,0,"1",6.94,0.5,1,22,98.5,13,0,3,0,0,18,148,234.75,1.25,2.5
30.48,1,"1",7.34666666666667,0.666666666666667,1,23.6666666666667,115.333333333333,15,0,0,0,0,20.25,114.5,148.75,0.5,1.5
8.92,0,"1",35.52,2,5,39,413,30,1,1,0,0,15.6,119.6,166.4,1.2,1.8
13.36,0,"1",5.405,0.5,0.75,15.25,92,10.75,0,3,0.5,0,21.5,129.5,234.25,0.5,2
11.42,0,"1",8.755,0.5,1.25,21.25,132,15,0,2,0.75,0,29.25,141,244,0.25,2
23.42,0,"1",12.28,0,1,35,202,22,0,3,0,0,28.4,94.6,252.4,0.6,1.8
8.06,0,"1",17.85,0.5,1,33,255,23,0.5,2,0,0,20.4,125.4,169.2,0.4,2.6
7.52,1,"1",9.46,0.5,0.5,33.5,211.5,17.5,0,4,0,0,16.25,90,236.25,0.5,3.5
26.14,1,"1",9.78666666666667,0.333333333333333,0.666666666666667,25.3333333333333,154.666666666667,16,0,1,0.333333333333333,0,14,86.6,223.4,0.6,2.2
10.04,0,"1",18.18,0.666666666666667,1.66666666666667,31.6666666666667,255.333333333333,22,0.33,1,0.333333333333333,0,17,89.8,247.2,0.6,4
20.28,1,"1",9.895,1.5,0.75,36.25,243,20.75,0,2,0.5,0,13.4,101.8,146.2,0.2,2.8
8.62,0,"1",10.955,1.5,0.75,37.25,248.25,21,0,6,0.5,0,12.5,95.25,129.25,1.25,3.75
15.88,1,"1",8.62,1,1,21,153,10,0,5,0,0,19.4,137.4,230,0.6,2.6
13.72,1,"1",15.208,0.4,1.4,31.4,208.2,19,0.2,5,0.4,0,35.2,171.8,277.6,1,2
9.28,1,"1",6.28,1.5,1,27.75,133.25,15.75,0,2,0.5,0,16.5,92,132.5,0.75,2.75
13.2,0,"1",6.1,1.5,1,30,130,16,0,2,0.5,0,16.25,100.5,207.75,1,2.5
7.24,1,"1",7.604,0.8,1,25,137.6,13.6,0,0,0.4,0,12.5,78.75,157.75,1.75,4.75
9.26,0,"1",7.036,0.8,0.8,25.2,141.4,13.4,0,2,0.2,0,27.75,143.25,189.25,0.75,1.5
10.16,1,"-1",5.46,1,0,38,184,22,0,0,0,0,20.2,126.8,219.2,0.4,2
13.4,1,"1",7.81,0.5,0.5,26.5,144,15.5,0,2,0,0,21.8,109.4,239.4,0.6,2.4
15.44,0,"1",14.2,0.8,1.4,31,220,19.2,0.2,1,0.4,0,21.4,125.8,221.6,0.2,1.8
22.12,1,"1",15.888,0.8,1.6,35.4,247.2,21.8,0.2,2,0.4,0,19,61.8,216.8,1.2,2.8
11.02,1,"1",19.22,0.5,2.25,35.75,275.5,22.25,0.25,1,0.75,0,24.75,129.75,285.75,1.25,3
9.18,0,"1",12.4866666666667,0,1,24,174.666666666667,14,0,1,0.666666666666667,0,30.6,151.6,233.2,0.6,1.8
8.12,0,"1",8.17333333333333,0,0.333333333333333,22.6666666666667,124.333333333333,12.6666666666667,0,3,0.333333333333333,0,19.75,70.75,244.5,1.25,3.5
14.56,1,"1",8.16,0.75,0.75,24.25,131.5,12.25,0,1,0.25,0,23.8,127.2,168,0.2,2.6
8.48,1,"1",9.045,1,1.25,29.25,159.25,15.25,0,1,0.25,0,26.2,120.4,221.6,0.2,2
23.96,0,"1",9.184,1.6,1.2,31.6,163.6,17.2,0,2,0.2,0,16.6,114.4,218,1.2,1.2
18.26,0,"1",16.128,0.2,1.4,33,247.2,20.8,0.2,1,0,0,25.5,153,214.75,1,1.5
7.18,0,"-1",17.09,0.25,1.75,32.25,239.75,22,0.25,2,0,0,20,117.75,217.25,0.5,2.25
16.02,0,"1",12.62,1,1,38,233,25.25,0.25,3,0,0,23,129.75,146.25,0.25,3.5
11.7,1,"1",7.72,1,0.5,30.5,184.25,18,0,1,0,0,29,96.5,220.25,1,2
11.2,0,"1",8.516,1,0.6,30,196.4,18,0,3,0,0,25.25,142.75,269,0.75,1.5
17.9,0,"1",9.32,1.2,1,27.6,202,16.4,0,3,0.4,0,22,112,285.6,1,1.4
16.22,1,"1",12.332,0.8,1.4,28.2,211.8,17.6,0,3,0.4,0,23,145.2,228,1.2,2.2
18.26,0,"1",12.372,0.8,1.2,31.4,228.8,19.2,0,3,0.4,0,20.4,101.8,229.2,1.2,2
19.84,1,"1",15.056,0.8,1.8,33.8,232.4,21.6,0,2,0.4,0,32.2,209.2,153.8,1.2,1.2
14.56,1,"1",22.044,0.6,1.6,42.6,346.6,28.2,0.8,1,0,0,16.2,79.8,234.6,1.4,2.4
15.02,1,"1",21.956,0.4,1.6,42.8,329.4,26.8,0.8,4,0,0,22.6,140.4,208.2,1,2
20.6,0,"1",20.404,0.6,1.6,41.6,307.6,24.2,0.6,4,0.2,0,21.2,124.4,221.6,0.6,2
27.74,1,"1",18.435,0.5,1.5,35.25,272.75,19.25,0.5,0,0.5,0,21.4,114,229.8,0.6,2.2
11.08,0,"1",19.48,0.5,2,34.25,268.25,19,0.25,5,0.5,0,22.75,96.25,216.75,0,2.25
30.88,1,"1",18.61,0.75,2,35.25,270.25,21.5,0.25,3,0.5,0,21.25,96.25,235.25,0.25,2.75
15.2,1,"1",5.73,0,0,16,149.5,11.5,0,0,0,0,29.8,142,239.8,0.6,3.2
7.1,0,"1",8.88666666666667,0.666666666666667,0.333333333333333,22.6666666666667,199.666666666667,14.6666666666667,0,1,0,0,27.2,155.6,221.2,0.4,2.6
18.96,1,"1",17.32,1,1,43,308,30,1,5,0,0,21.4,121.6,196.6,1,2
16.22,1,"1",18.14,1,1.5,40.5,303.5,27,0.5,6,0.5,0,27.4,128.6,207.4,0,1.8
26.12,0,"1",17.5,1,1.66666666666667,41.3333333333333,296.666666666667,28.3333333333333,0.33,4,0.666666666666667,0,28,105,245.4,0.2,2.8
14.94,1,"1",19.655,0.75,2.25,35.25,282,23.75,0.25,1,0.5,0,14.75,117.25,177.25,0,3.75
7.92,0,"1",19.06,0.5,2.25,36.5,271.5,23.5,0,2,0.5,0,14.8,93.2,207.4,0.8,3.4
18.2,1,"1",16.3,0.25,1.75,36.75,245,23,0,1,0.25,0,26.75,70.25,248.75,0.5,2
7.6,1,"1",16.795,0,1.75,34,231.75,21.25,0,1,0,0,16,110,222,0.8,2
23.3,0,"1",12.165,0.5,1,37.5,219.75,23,0,4,0,0,26.8,73.8,211.2,0.6,2.2
24.16,0,"1",12.188,1,0.8,37.2,225.2,23,0.2,2,0,0,25.8,116.4,203.8,0.2,2.2
9.74,0,"1",15.436,1.4,1.4,39.2,252.4,25,0.4,2,0,0,15.6,95.2,250.8,0,3
11.32,0,"1",8.145,0.25,0.25,14.5,88,8.75,0,5,0.25,0,6.8,62.6,159.2,1.6,1.6
9.58,0,"1",8.99,0.25,0.5,18.25,119.75,10.75,0,2,0.5,0,13.6,99.8,173.4,1,3
26.42,1,"1",7.855,0.5,0.5,21,119.5,9.25,0,5,0.25,0,26.75,129.25,235,1,0.75
28.38,0,"1",11.568,0.8,0.6,22.2,133.2,10,0,4,0.4,0,18,97.8,256.4,0.6,1.2
21.04,1,"1",16.352,0.8,1.2,23.6,154.8,10.8,0,5,0.4,0,21.4,60.6,255.4,0.8,3.4
11.76,0,"1",18.296,0.8,1.4,24.6,155.4,11.8,0,2,0.2,0,17.2,78.8,213.4,0.8,3
8.9,1,"1",18.732,0.8,1.4,27,177.8,14.4,0,1,0.2,0,21,151.5,174.5,1.25,3.25
27.7,0,"1",19.3,0.6,1.4,25,181,13.8,0,2,0.2,0,30.6,74,232.6,0.4,3.2
20.08,1,"1",9.115,0.5,0.25,21.75,124.75,13.75,0,3,0.25,0,22.75,97.75,266.75,0.75,2.25
16.14,1,"1",11.308,0.4,0.4,21.8,146.2,13.6,0,2,0.2,0,18.4,67.4,210.2,0.6,3
13.02,0,"1",13.74,0.4,0.6,25,170,15,0,2,0.2,0,20.25,134.75,216.5,0.5,3.25
25.64,1,"1",13.356,0.4,0.6,26.6,177.4,15.6,0,2,0.2,0,18,108.75,226.25,0,3.75
29.56,0,"1",15.616,0.4,0.6,28.2,202.4,16.8,0,1,0.2,0,21,72.2,243.6,0.6,3.2
12.16,1,"1",17.708,0.2,0.8,30.6,218.2,18.6,0,1,0.4,0,8.25,91.25,157.25,1.25,3.75
29.82,0,"1",16.912,0.2,0.6,30.2,215.8,18.2,0,3,0.4,0,21.25,78.75,214.5,1,3.5
29.24,1,"1",20.272,0.2,1,30,244.8,18.6,0.2,1,0.2,0,25.2,92.8,239.2,0.4,2
14.04,0,"1",20.992,0.2,1.4,28.6,236.8,17.8,0.2,2,0.2,0,15.8,97.4,181.4,0.6,4.4
17.44,1,"1",8.17,0,1,9,65.5,7,0,1,0,0,24.5,132,199.75,0.75,1.25
20.48,0,"1",11.26,0,1,14.6666666666667,122.333333333333,12,0,2,0,0,18.8,104.8,219.6,0.8,3.2
12.28,0,"1",11.405,1.75,0.75,30.75,148.25,16.25,0,3,0.25,0,27.6,125.6,204.8,0.4,2.2
27.96,1,"1",10.78,0,0,15,47,7,0,3,0,0,25.8,90.6,242.6,0.6,1.8
10.44,0,"1",19.37,0,1,26,165.5,14.5,0,3,0,0,17.8,108,162,0.2,2.4
27.62,1,"1",27.385,1,2.75,32.5,376.5,23.5,1,3,0,0,28.8,116,252.6,0.8,1.8
17.64,0,"1",9.25,2,0,34,267.5,22.5,0.5,2,0,0,13,103.2,196.4,1.4,2.2
7.42,0,"1",12.0466666666667,2.33333333333333,0.666666666666667,33.3333333333333,283.666666666667,21.6666666666667,0.67,3,0,0,25.4,128.8,194.4,1.2,3.8
12.6,0,"1",22.792,0.8,2.2,38.2,312.8,26.6,0.8,4,0.4,0,24,154.2,218.6,1.8,1.6
14.4,1,"1",22.248,0.4,2.2,35.2,294.2,24.6,0.6,2,0.4,0,20.25,86.75,190.75,1.5,3.5
26.34,0,"1",11.5,2,0.75,35,265,22.25,0.5,1,0.25,0,19,111.8,221.8,0.6,4.2
10.64,1,"1",14.275,2.25,1.5,34,286.25,22.75,0.5,3,0.25,0,19.2,119.8,169.2,0.6,3
32.98,0,"1",13.785,2.75,1.5,37,305.25,23,0.5,2,0.5,0,16,128,181.5,1,3
19.66,1,"1",18.43,1.75,2.25,31,294.5,20,0.5,4,0.5,0,16.6,94.6,222.4,0.6,1.4
32.72,0,"1",18.676,1.6,2.2,33.2,294.4,21.2,0.4,4,0.4,0,23,107,207,0.2,4.4
13.98,0,"1",24.468,1,2.8,35.6,333.2,23,0.6,3,0.4,0,21.75,124.75,241,0.5,3
27.26,1,"1",21.996,1,2.6,31.8,296.4,20.6,0.4,2,0.2,0,35.2,143.6,231,0.8,2
17.9,1,"1",25.32,0.8,3,30,310,21.4,0.6,2,0,0,31,127.2,261.4,0.8,1.6
11.8,1,"1",13.695,0.25,0.75,29.75,230.5,19.75,0,6,0,0,23.5,108,269.75,1.5,3.25
12.52,0,"1",9.06,0.75,0.75,31,206.5,18,0,6,0.75,0,27.25,109,221.75,0.75,2.25
22.36,0,"1",13.36,3,1,48,334,29,1,0,1,1,18.8,122.8,177.2,1,2.4
24.5,0,"1",17.86,1.5,1,46.5,346.5,29,1,1,0.5,0,28.5,174,212.25,0.75,2
21.1,1,"1",20.0733333333333,1,1.66666666666667,44,326,28.3333333333333,0.67,3,0.666666666666667,0,17.25,102,169.5,0.25,3.75
16.66,0,"1",20.33,1,1.75,44.5,323.25,28.5,0.75,2,0.75,0,22.2,118.6,224.2,0.8,1.2
11.5,1,"1",19.596,1.2,1.6,44.6,329.4,28.6,0.8,2,0.6,0,18.8,81.8,238.6,0.4,1.8
8.6,0,"1",19.224,0.8,1.6,43.2,313.6,27.8,0.6,6,0.6,0,27.6,134,235.4,0.8,2.4
14.28,0,"1",10.51,0.25,1,17.75,150.25,11.25,0,1,0.5,0,14,84.5,172.5,0.25,3
19.16,1,"1",8.15,1.25,0.75,25.25,166.25,13.25,0,2,0.5,0,16,89,248.5,1.5,2.5
16.24,0,"1",9.04,1.25,1.25,27.25,183.5,16.25,0,3,0.75,0,24.4,122.6,246,1.4,2
25.36,1,"1",13.14,1.25,1.75,33.75,231,19.75,0,4,0.5,0,24.2,123.4,197,0.4,1.8
12.76,1,"1",15.91,1.25,1.75,35.5,281.5,21.5,0.25,0,0.5,0,25.6,110.4,270.2,0.8,2.6
18.48,0,"1",15.28,1.2,1.8,34.4,259,20.8,0.2,5,0.4,0,19.8,100,215.2,0.6,2.6
18.32,0,"1",18.4,1.8,2.4,37.6,292,24.4,0.4,2,0.4,0,21.4,98,259,0.6,2.4
29.76,1,"1",18.232,1.8,2.4,36.4,286.8,23,0.4,0,0.4,0,32.2,145,226,0.6,1.6
24.9,1,"1",20.936,1.8,2.6,41.2,318.4,26.8,0.6,0,0.4,0,26.6,125.6,240.6,0.6,2.8
14.34,1,"1",19.296,0.8,2,36.6,294.4,25.4,0.4,1,0.6,0,22.2,96.2,210.2,0.6,2.8
24.24,0,"1",17.475,1.25,2,39.75,287.5,27.75,0.25,2,1,0,12.6,107.8,165.8,0.4,1.8
24.52,0,"1",20.115,1.25,2,44.5,334.75,32.5,0.5,1,1,0,21.25,131.5,205,1,3.5
30.12,1,"1",20.525,0.5,2,38.5,302.5,28,0.5,0,0.25,0,33.25,102,224,0,1.5
19.5,0,"1",23.305,0.5,2.25,38.5,322,27.75,0.75,2,0.25,0,21.4,113.4,264.4,0.6,2.2
18.04,1,"1",24.595,0.5,2,42,361.75,30.25,1,1,0.25,0,17.2,88,164.4,0.6,3.2
17.4,0,"1",23.284,0.6,1.8,44,359.6,30.6,1,0,0.4,0,21.2,111.2,190.2,0.6,3.6
12.96,1,"1",21.916,1,2,42,330.4,27.8,0.8,1,0.4,0,31.8,176.8,202,1,0.8
12.8,1,"1",19.604,1.2,1.8,42,317.6,28.2,0.6,4,0.4,0,17.6,80,193.4,0.8,3.2
23.52,1,"1",12.48,1.2,1.2,37.4,233,22.4,0.2,1,0.2,0,20.2,129,230.2,0.6,2
16.04,0,"1",17.025,1,1.5,40,291.25,26.5,0.5,2,0,0,16.4,107.6,208,0.8,2.8
10.94,0,"1",18.255,0.75,1.75,39.25,288.25,28,0.5,2,0.25,0,20.4,115.8,139.4,1,2.4
7.48,1,"1",16.585,1,1.5,41.75,285.25,27,0.5,2,0.25,0,19.75,118.75,149,0.5,3.25
30.74,0,"1",14.385,1.75,1.75,40.25,262.75,26.25,0.25,1,0.5,0,24,123,200,1,1.5
24.6,1,"1",17.656,1.4,2.4,38.6,262.4,25.4,0.2,0,0.4,0,21.25,81.75,219.5,1,2.75
15.12,0,"1",17.96,1.4,2.4,38.6,270,26,0.2,2,0.4,0,25.75,164,235,0.5,1.5
23.3,1,"1",19.485,1.25,2.75,33.75,261.5,23.25,0.25,0,0.5,0,13.75,57.5,199.75,0.75,3.75
9.92,0,"1",16.285,0.5,1.75,29.5,251.5,20.5,0.25,2,0.5,0,33.8,161.2,286.4,1.2,1
23.52,1,"1",12.615,0.75,1.5,29,223.5,18.75,0,2,0.75,0,25.6,140.2,227.4,1.4,1
7.16,0,"1",16.62,0,2,12,168,8,0,2,0,0,27.8,96.6,272.4,0.2,1.6
10.64,0,"1",24.92,1,2,37,313,29,1,4,0,0,20.5,125.25,228.75,0.25,1.5
12.1,0,"1",17.78,0.5,1,37.5,289.5,27,0.5,4,0.5,0,23,111.6,223.2,0.6,2.4
20.14,1,"1",15.8866666666667,0.666666666666667,1,35.6666666666667,254.666666666667,24,0.33,4,0.666666666666667,0,22.4,112.4,228,0.8,1.8
7.98,1,"-1",25.64,2,3,54,316,28,1,1,0,0,31.25,149.25,305.5,0.5,1.5
12.48,0,"1",16.81,1,1.5,36,254,19.5,0.5,1,0,0,15.25,73.5,251,0.25,0.75
21.48,1,"1",15.3666666666667,0.666666666666667,1.33333333333333,34.6666666666667,240,19.6666666666667,0.33,1,0,0,25,131.2,252.2,0.4,2.6
18.92,1,"1",16.895,1.25,1.5,36.75,270.5,22.25,0.5,1,0.25,0,26.8,116.6,277.8,0.4,2.2
9.2,0,"1",17.3,2,1.6,37.4,281,22.6,0.6,2,0.2,1,24.2,104.4,225.2,0.4,2.6
9.64,0,"1",12.38,1.6,1.2,35.8,217,20.4,0.2,5,0.4,0,15.5,82.5,162.75,1,2
11.92,1,"1",8.96,1.2,0.6,31.2,179,18.4,0,6,0.4,0,13.4,97.6,166.8,0.8,2.8
25.34,0,"1",9.036,1.4,0.6,33.2,197.4,18.6,0,0,0.4,0,20,174.5,151.5,0.5,1
28.1,1,"1",12.895,1,1,30.25,215.5,19.25,0,5,0.25,0,26.6,149.6,278.4,0.8,1.2
8.7,0,"1",18.75,0.5,1.25,31.5,258.75,20.75,0.25,3,0,0,8.2,108,144.6,0.8,2.4
9.58,1,"1",18.515,0.75,1.5,32.5,257.25,20.5,0.25,3,0.25,0,13.6,85,172.4,0.4,3.8
18,1,"1",17.93,0.75,1.5,28.25,249.5,19,0.25,2,0.25,0,23,174.8,176.8,1.8,2.8
18.28,1,"-1",16.095,0.75,1,30,233,17.75,0.25,0,0.25,0,27,180,220.8,0.8,1.4
11,0,"-1",16.532,0.6,1.2,27.6,222.8,16.8,0.2,1,0.2,0,27,104.6,269.2,0.6,1.6
18.48,0,"1",13.112,0.6,1.2,26.6,188.8,15.8,0,2,0.2,0,13.6,66.8,189.2,1.2,3.2
8.7,1,"1",11.175,0.25,1,24.75,175,14.25,0,4,0,0,32,147.5,220.75,0.25,1.25
28.74,0,"1",8.195,0.75,0.5,24.75,163,14.5,0,3,0,0,19.2,64.6,180.6,0.6,2.8
14.54,0,"1",12.555,0.75,1,27.25,180.75,16.5,0.25,5,0,0,28,101.25,282.25,0.25,2.25
15.66,1,"1",16.35,0.75,1.25,33.5,237.5,20.75,0.25,3,0,0,20.25,146.25,189,1.25,2.25
14.66,1,"1",16.91,0.75,1.5,31.75,226.5,20.5,0.25,4,0,0,17.6,96.2,201,0.6,2.8
18.74,1,"1",18.4,0.25,1.5,34.75,253.75,22.25,0.25,5,0,0,20.5,89.25,219,0.5,3.5
17.78,0,"1",15.9,0.75,1.25,36.75,255,22.5,0.25,8,0.25,0,21,92.75,174.5,0.75,3.25
8.38,0,"1",16.71,0.75,1.5,36.75,250.25,23,0.25,8,0.25,0,18,127.4,202.2,0.8,2
12.68,0,"1",14.89,1.25,1.25,37.5,253.5,23,0.25,1,0.5,0,20.2,152.2,204,1,3
21.02,1,"1",14.448,1,1.2,34.8,246.2,21.8,0.2,4,0.4,0,19.6,106,196,1,2.2
10.16,0,"1",15.72,1.2,1.2,34.6,251,21.6,0.2,4,0.6,0,9,89.6,212.4,1.4,4
12.48,1,"1",7.535,0.75,0.25,22.75,156.5,12.5,0,5,0,0,30.75,113.5,227.75,1.25,2.5
22.5,0,"1",8.524,0.6,0.4,25,165.6,13.2,0,2,0,0,18,140.75,194.75,0.25,1.75
8.16,1,"1",11.38,0.6,0.8,29.6,177,15.8,0,3,0.2,0,22.2,83.8,202.4,1,2.8
16.16,0,"1",9.836,0.6,0.6,30.8,176.4,17,0,5,0.2,0,27.8,132.2,181.4,0.2,1.8
10.78,0,"1",12.82,0.8,1,34.6,215,19.4,0,2,0.2,0,13.75,104.25,186.5,0.25,0.75
16.64,1,"1",14.016,0.4,1.2,33.2,210.4,19,0,3,0.4,0,24.8,91.2,256.8,1.4,1.8
7.52,1,"1",14.848,0.4,1.4,31,199.2,18.2,0,3,0.4,0,17.75,115.75,225.25,1,1.25
21.62,0,"1",11.852,0.4,1.2,26.2,167.8,15.6,0,3,0.2,0,34.6,140.8,211.6,0.8,1.2
7.5,0,"1",10.076,0.4,0.8,29.2,163.4,15.6,0.2,1,0.6,0,19,121.5,251.25,0.75,2.25
13.22,1,"1",11.6,0.5,1,31.5,173.75,15.75,0.25,4,0.25,0,27.4,127.2,234.2,0,1.4
26.44,0,"1",16.74,0.5,1.5,34.25,227.25,19.5,0.25,4,0.25,0,22.75,96.5,273.25,1.25,1.75
22.08,1,"1",22.7,0.5,2.25,41,292.5,23.75,0.5,1,0.75,0,33.75,115.5,350.5,1.5,2
8.36,1,"1",18.488,0.4,2,35.6,239.2,19.8,0.4,2,0.6,0,32.5,147.75,269.25,1,1.75
