"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_pct_pyb","l5g_avg_tdr","l5g_avg_ra","l5g_avg_ry","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_avg_tdrec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
10.4,1,"1",17.2,11,0,0,0,0,54,5,0,0,28.6,141.6,261.4,0.4,2.2
11,0,"1",13.8,8.5,0,0,0,0,40,7,0,0,21.8,117.8,237.8,1,0.8
24.3,0,"1",5.96666666666667,3.66666666666667,0,0,0,0,123,9,0,0,30,135,310.5,1,1.75
15,1,"1",9.15,6.5,0,0,0,0,70,9,0.25,0,24.6,92.4,264.8,0.8,1.8
30.2,1,"1",12.5,7.66666666666667,0,0,0,0,72,11,0,2,26.5,120.75,206.75,1,3.25
10.8,0,"1",18.95,10.5,0,0,0,0,18,3,0,1,15.75,81.5,247.75,0.5,3.25
17.9,1,"1",20.5,10,0,0,0,0,29,3,0,2,32.8,122,319.4,1.2,2.4
9.6,0,"1",19.6333333333333,8,0,0,0,0,46,6,0,0,20.8,112.6,224.6,0.6,3.4
17.8,1,"1",17.125,8,0,0,0,0,98,8,0,0,29.25,137.5,329,1.5,1
30,0,"1",12.48,7.2,0,0,0,0,120,9,0,1,17.6,128,206,0.6,2.8
27.4,1,"1",16.32,7.6,0,0,0,0,84,7,0.2,2,22.2,123.4,244.6,0.4,1.2
36.9,0,"1",18.22,8.2,0,0,0,0,129,9,0.2,2,35.6,176.6,281.4,0.4,2
8.5,0,"1",23.68,8.8,0,0,0,0,45,4,0.4,0,22.4,149.8,206.8,0.4,2.2
24.9,0,"1",17.0666666666667,9.33333333333333,0,0,0,0,99,9,0,1,23.2,111.6,243,0.6,2.6
12.9,1,"1",15.5,8.5,0,0,0,0,79,5,0,0,30.2,120.6,236.8,0.2,1.8
31.5,0,"1",14.6333333333333,7.66666666666667,0,0,0,0,95,10,0,2,20,72.75,259.5,0.25,2.25
14,1,"1",12.3666666666667,4.66666666666667,0,0,0,0,40,5,0,1,14.8,91.8,229,1.2,2.6
14.1,0,"1",6.96666666666667,5.66666666666667,0,0,0,0,41,4,0,1,28.6,150,256.4,0.6,2
11.6,0,"1",8.75,5.5,0,0,0,0,76,5,0,0,16.6,102.2,199.6,0.4,3
11.4,0,"-1",6.12,5.8,0,0,0,0,24,3,0,1,25.75,190.5,189.25,1.25,1.75
10.3,0,"1",8.3,5,0,0,0,0,53,5,0,0,14,121.75,193.5,1.25,3
11.4,0,"1",9.975,5.25,0,0,0,0,74,4,0,0,18.8,83.8,204.4,1.2,2.8
15.6,1,"1",10.675,4.75,0,0,0,0,46,5,0,1,33.25,127,237.75,0.25,1.75
9.6,1,"1",10.475,5.25,0,0,0,0,16,2,0,1,24.75,122,197.75,0.75,1.5
9.8,1,"1",7.18,3.2,0,0,0,0,58,4,0,0,26.6,158.2,226.2,0.6,2.2
7.6,1,"1",6.02,2.8,0,0,0,0,36,4,0,0,16.8,92.6,252,0.4,2.6
8,0,"1",7,5,0,0,0,0,40,4,0,0,14.2,147.8,156.4,0.6,1.8
7.3,0,"1",7.5,1,0,0,0,0,3,1,0,1,15.2,163.2,186.8,1.4,2.8
12.9,0,"1",6.83333333333333,5.66666666666667,0,0,0,0,69,6,0,0,17,90.75,164.25,1.25,4.25
24.1,1,"1",7.4,7,0,0,0,0,111,11,0,0,24.6,100.4,189.8,0.8,2.6
10,0,"1",11.575,9.75,0,0,0,0,60,4,0.25,0,26.4,122,175.2,0,2.2
16.1,1,"1",11.26,10,0,0,0,0,71,7,0.2,0,17,100.4,211,1,2.4
13.9,0,"1",11.9,10.4,0,0,0,0,89,5,0.2,0,18.4,121.8,203,0.8,2.8
20.6,0,"1",13.98,11.2,0,0,0,0,116,7,0.2,0,15.2,95.8,169.6,1,3.6
25.8,1,"1",13.28,9.2,0,0,0,0,98,10,0.2,1,12.8,101.2,191.6,1.6,5
16,0,"-1",12.975,7.75,0,0,0,0,80,8,0.25,0,21.4,93,224.4,1,2.8
12.3,1,"1",15.325,9.75,0,0,0,0,23,5,0.25,1,23,65,241.25,0.25,1.75
11.1,0,"1",16.2,9.75,0,0,0,0,81,3,0.25,0,16.5,116,242.75,0.25,3.25
16.6,0,"1",16.1,9,0,0,0,0,86,8,0.25,0,14.5,156,141.5,0.75,4
7.6,1,"1",16.2,9.4,0,0,0,0,46,3,0.2,0,35.75,144.75,313.5,0.5,1.75
9,0,"1",11.85,6,0,0,0,0,60,3,0,0,21,103,252.75,0.5,2.75
18.4,1,"1",11.825,5.25,0,0,0,0,64,6,0,1,16,145.5,141.5,0.75,2
12.4,0,"1",11.825,6.5,0,0,0,0,24,4,0,1,27.25,109,221.75,0.75,2.25
15.5,1,"1",11.075,6,0,0,0,0,45,5,0,1,29.5,125.5,279,0.25,2
13.3,0,"1",11.34,7.2,0,0,0,0,83,5,0,0,18.2,117.4,185.6,0.6,2.8
10.3,1,"1",10.32,6.4,0,0,0,0,13,3,0,1,10.6,77.6,172,0.4,2.8
12.4,0,"1",9.9,6.4,0,0,0,0,64,6,0,0,32.2,113.6,212,0.6,2.8
26.9,0,"1",14.275,6.75,0,0,0,0,129,5,0.25,1,19.6,97,202,0.4,3.2
7.4,1,"1",18.275,8.5,0,0,0,0,44,3,0.5,0,14.6,75.8,239,1,1.6
11.9,1,"1",17.275,8.75,0,0,0,0,29,3,0.5,1,20.75,132,139.75,0.25,1.75
17.7,0,"1",15.475,8,0,0,0,0,77,4,0.25,1,30.25,118.5,274,1.25,2.5
10.5,1,"1",15.975,7.5,0,0,0,0,55,5,0.25,0,25,79.75,248.75,0.75,2
7.1,1,"1",14.88,7.8,0,0,0,0,1,1,0.2,1,26,104,244.25,0.5,2
33.7,0,"1",10.92,6.4,0,0,0,0,127,10,0,1,17.5,105.5,230.5,0.75,4
23.7,0,"1",14.6,8,0,0,0,0,107,10,0.2,0,24.2,96.2,172,0.8,2
23.5,0,"1",8.175,5,0,0,0,0,55,6,0,2,10.5,69.75,200.5,0.75,2.5
10.3,0,"1",9.825,4.75,0,0,0,0,23,2,0,1,17,64.25,208,1,2.75
20.6,1,"1",10.15,6.25,0,0,0,0,66,8,0,1,21,113.25,151.75,0.5,2.25
15.2,0,"1",12.28,6.6,0,0,0,0,82,7,0,0,13.25,120,168,0,2.25
8.9,0,"1",10.62,8,0,0,0,0,39,5,0,0,24.75,124,271.5,1.25,1.75
18.5,1,"1",10.34,8.4,0,0,0,0,65,6,0,1,14,94,175.4,1.2,1.6
16.9,0,"1",13.14,8.2,0,0,0,0,49,6,0,1,13.5,88.25,161.75,0.75,3
15,1,"1",12.4,8.6,0,0,0,0,70,8,0,0,24.4,183.6,174.6,0.2,1
11.3,0,"1",9.4,7.2,0,0,0,0,63,5,0,0,20,123.6,204,0.8,1.6
14.9,1,"1",9.84,6.8,0,0,0,0,39,5,0,1,21.25,117.5,242,1,2.5
33.9,1,"1",10.925,5,0,0,0.25,1.5,129,12,0,1,25.75,89.25,209,0.75,3
9.1,0,"1",16.575,7.25,0,0,0.25,1.5,41,5,0.25,0,15.25,78.75,248,2,3
8.4,1,"1",16.025,7.5,0,0,0.25,1.5,44,4,0.25,0,24,83.4,288.4,0.8,2
9,0,"1",9.35,7,0,0,0,0,50,5,0,0,14.6,108.2,148.4,0.6,1.8
10.7,1,"1",6.025,5.5,0,0,0,0,57,5,0,0,16,140,172.5,0.25,1.25
9.2,0,"1",6.45,5,0,0,0,0,52,4,0,0,18.25,116,128.25,1,3.25
11.4,1,"1",8.35,6.5,0,0,0,0,64,5,0,0,17.6,100,207.8,0.2,2.4
8.7,0,"1",8.66,6.2,0,0,0,0,37,5,0,0,33.4,185.4,176.2,1.4,2
13.7,1,"1",11.55,6,0,0,0,0,37,4,0,1,14.2,106.2,104.8,1.2,2.8
17.5,0,"1",10.2,6.25,0,0,0,0,105,4,0,0,21.75,78.5,228,0.25,2.5
12.2,1,"1",12.35,5.75,0,0,0,0,72,5,0.25,0,21.75,119,261.25,1,1.75
7.2,0,"1",12.25,5.25,0,0,0,0,42,3,0.25,0,28.25,135.5,252.75,0.25,1.75
8.7,0,"1",6.24,4.2,0,0,0,0,47,4,0,0,20.5,147.25,180,0.5,2.25
8.6,0,"1",5.54,4.2,0,0,0,0,46,4,0,0,26,117.4,252.2,0.2,1.8
7.7,0,"1",7.78,5.2,0,0,0,0,7,1,0,1,19.75,127,164.5,0.5,2.25
10,0,"1",6.78,5.4,0,0,0,0,60,4,0,0,26,91.2,294.2,0.6,1.8
7.2,1,"1",7.16,6.2,0,0,0,0,32,4,0,0,17.25,115.75,209.5,0.75,3.25
7.1,1,"1",6.88,6,0,0,0,0,1,1,0,1,26,87.8,272.8,0.6,3.4
11.5,0,"1",5.4,2.25,0,0,0,0,35,2,0,1,12.75,91.5,185.5,0.75,3
9.4,1,"1",7.55,3,0,0,0,0,14,2,0,1,33.6,150.4,221.4,0.6,1.8
12.2,1,"1",5.66666666666667,2.33333333333333,0,0,0,0,32,3,0,1,16.4,101,221.6,1,3.8
10.9,0,"1",7.3,2.75,0,0,0,0,19,3,0,1,21.8,124.4,255.8,1,3.8
11,1,"1",8.02,3.6,0,0,0,0,70,4,0,0,24.6,130.2,174.2,1,2.4
11,0,"1",5.075,2.75,0,0,0,0,50,4,0,0,15.75,111,200.75,1,3.75
8.4,0,"1",7.7,4.5,0,0,0,0,44,4,0,0,24.25,139.25,189.75,0.5,1.75
7.8,1,"1",5.16,4,0,0,0,0,58,2,0,0,26.6,83.6,222.4,0.8,1.8
7.6,0,"1",5.15,3,0,0,0,0,6,1,0,1,10.8,91,153.2,0.6,1.8
9.4,1,"1",5.4,1.75,0,0,0,0,14,2,0,1,23,127,193.6,1,3.2
11,1,"1",9.34,4.4,0,0,0,0,60,5,0,0,17.4,94.6,200.2,1,3.6
8.9,1,"1",9.025,4,0,0,0,0,49,4,0,0,30,165.5,226.25,0.75,3
15.3,0,"1",6.12,4,0,0,0,0,53,4,0,1,24.5,97,175.5,1,2.5
14.9,1,"1",7.4,3.8,0,0,0,0,39,5,0,1,18.2,116.6,228.6,1.2,2
17.4,1,"-1",5.58,3.6,0,0,0,0,64,5,0,1,22.2,124,217.6,1,1.8
9.4,0,"1",7.2,5,0,0,0,0,54,4,0,0,23.2,117,207.6,0.2,2.2
8.8,0,"1",6.5,2,0,0,0,0,8,2,0,1,20,91.2,247.2,0.8,2
23.3,0,"1",8.8,2,0,0,0,0,73,4,0,2,23,111.6,223.2,0.6,2.4
13,1,"1",16.05,3.5,0,0,0,0,30,4,0,1,22.4,112.4,228,0.8,1.8
9.5,1,"1",5.575,4.25,0,0,0,0,55,4,0,0,29.25,133.25,229,0.75,3
10.9,0,"1",7.125,4.75,0,0,0,0,29,2,0,1,29.8,174,209.8,0.8,1.6
8.3,0,"1",7.35,3.5,0,0,0,0,33,5,0,0,26,139.25,212.5,1.25,2.75
30.8,0,"1",18.4,9,0,0,0,0,108,11,0,1,23.75,96.25,223.75,1.25,2.25
14.3,1,"1",24.6,13,0,0,0,0,73,7,0.5,0,28,137,243.75,1.25,1
13,0,"1",21.1666666666667,12,0,0,0,0,60,7,0.33,0,23.6,114,282.2,0.8,2.2
19.4,1,"1",19.125,11.75,0,0,0,0,64,7,0.25,1,21.25,80.75,214,0,2.75
8.7,1,"1",19.18,11.2,0,0,0,0,47,4,0.2,0,29.8,111.6,296.8,0.8,1.8
7.6,0,"1",17.24,10.8,0,0,0,0,36,4,0.2,0,21.25,163.25,237.75,0,1.75
10.4,1,"1",12.6,8.4,0,0,0,0,34,7,0,0,21,104,244.2,0.4,2
20.8,0,"1",11.82,7.8,0,0,0,0,78,7,0,1,28.4,143.4,219.8,0.6,2.6
13.7,1,"1",13.38,7.4,0,0,0,0,67,7,0,0,23.6,145,237.6,0.2,1.8
9.9,0,"1",5.025,4.5,0,0,0,0,49,5,0,0,17.6,103.4,291,0.4,3
8.3,0,"1",7.5,6,0,0,0,0,13,1,0,1,16.4,89.8,232.8,0.2,3.2
14.8,0,"1",5.5,4.25,0,0,0,0,48,4,0,1,25.25,137,199.75,0.5,1
17.9,1,"1",7.36,4.8,0,0,0,0,89,9,0,0,23.6,88.6,306.6,0.8,2
8.9,1,"1",11.6,7.25,0,0,0,0,69,2,0,0,19.8,100.2,246.4,1.2,3.2
8.7,1,"1",8.5,4,0,0,0,0,47,4,0,0,24.2,112,202.4,0.6,2.2
29.3,1,"1",8,5.5,0,0,0,0,103,10,0,1,29.5,107.25,228.25,0.75,2.5
12.1,0,"1",14.875,8.25,0,0,0,0,61,6,0.25,0,22.8,140.4,277.4,0.2,1.6
11.9,1,"1",12.65,7.75,0,0,0,0,69,5,0.25,0,20.2,108.8,209.6,0,2.6
10.1,1,"1",6.2,4,0,0,0,0,61,4,0,0,28.8,135.8,257.2,0.6,1.6
8.7,1,"1",7.46,3.6,0,0,0,0,17,1,0,1,24.4,84.6,269.4,0.8,2.2
12.2,1,"1",20.98,7.2,0,0,0,0,22,4,0.4,1,32.6,162.6,219.8,0.4,2
15.1,0,"1",17.22,7.2,0,0,0,0,41,5,0.2,1,16.2,125.4,206.6,0.6,3.2
18.6,0,"1",17.35,7,0,0,0,0,96,3,0.25,1,18,104.25,307.25,0.25,2.75
13.3,1,"1",12.95,5.25,0,0,0,0,43,3,0,1,13.25,124,220.5,0.75,4
14.5,1,"1",15.95,5,0,0,0,0,35,5,0,1,24.2,112,202.4,0.6,2.2
8.9,1,"1",15.4666666666667,5.66666666666667,0,0,0,0,49,4,0,0,23.4,113.6,252.8,0.8,2.2
19.8,0,"1",12.2333333333333,6.66666666666667,0,0,0,0,78,6,0,1,25.4,136.4,213.4,0,1.8
8.6,0,"1",14.4,7.66666666666667,0,0,0,0,36,5,0,0,34.6,127.4,246.2,0.8,1.6
21.1,0,"1",21.9,6,0,0,0,0,51,4,0.25,2,25.4,87,237.8,0.4,3.4
11.3,0,"1",14.175,6.25,0,0,0,0,33,2,0,1,25.6,145.8,236.2,1.2,2.8
24.3,0,"1",13.6,5.4,0,0,0,0,63,6,0,2,27,110.25,248.25,0,1
13.8,1,"1",7.725,7.75,0,0,0,0,28,5,0,1,24.6,110,251.6,0.2,2.8
29.6,1,"1",5.975,6.5,0,0,0,0,116,9,0,1,30.25,117.25,286,0.25,2
11.5,0,"1",13.025,7.75,0,0,0,0,15,2,0.25,1,23.6,83.2,258.8,0.8,3.4
16.4,1,"1",12.72,7.2,0,0,0,0,54,5,0.2,1,25.5,106.5,281.25,0.75,1.75
13.9,1,"1",15.12,7,0,0,0,0,79,6,0.2,0,26.25,145.25,220,0.5,1.25
11,1,"1",6.4,5.33333333333333,0,0,0,0,20,3,0,1,25.8,141.4,291.4,0.8,1.4
11.8,0,"1",6.36666666666667,5.33333333333333,0,0,0,0,28,3,0,1,24.2,82.6,256,0,3.2
14.4,1,"1",7.925,4.75,0,0,0,0,24,6,0,1,23.5,127,218.5,0,1.5
9.2,1,"1",5.4,2,0,0,0,0,12,2,0,1,29.6,160.8,218.6,0.4,1.6
8.7,0,"1",6.35,2.25,0,0,0,0,7,2,0,1,19.75,85.75,202.25,1.25,3.5
10.6,1,"1",5.8,2,0,0,0,0,26,2,0,1,19,92.4,209.4,1.2,1.6
7.5,1,"1",5.56666666666667,1.33333333333333,0,0,0,0,5,1,0,1,24,109.4,249.6,0.8,2.4
7.3,0,"1",5.2,1.75,0,0,0,0,3,1,0,1,26.4,117.2,218.4,0.6,1.8
9.1,0,"1",6.44,3.4,0,0,0,0,61,3,0,0,16.6,154.2,203,0.8,2.4
15.8,1,"1",6.9,3.4,0,0,0,0,58,4,0,1,24.4,111.4,233,1,4
10.6,1,"1",6.56,5,0,0,0,0,36,1,0,1,27.2,120.8,255.4,0.8,1.8
9.5,0,"1",8.36,5,0,0,0,0,45,5,0,0,18.8,166.6,189.2,0.8,1.6
8.9,1,"1",9.4,6.5,0,0,0,0,39,5,0,0,18.8,105.6,172.8,1.2,2.2
28.2,0,"1",10.45,6,0,0,0,0,112,8,0,1,27.6,151.2,200,0.2,1.2
23.4,1,"1",13.95,7,0,0,0,0,84,9,0.25,1,22.75,98.75,263.75,1.25,3.5
15.7,0,"1",17,8.25,0,0,0,0,97,6,0.25,0,24.75,149.5,217,1.25,1.75
37.3,1,"1",16.74,7.8,0,0,0,0,133,9,0.2,2,19,174,199.25,1,2.25
11.1,0,"1",17,6.4,0,0,0,0,61,5,0.2,0,24.4,117.8,251.2,0.8,1.8
9.9,1,"1",14.54,5.8,0,0,0,0,59,4,0.2,0,30.6,169.4,250,0.6,1.8
12.6,0,"1",13.38,6.8,0,0,0,0,66,6,0.2,0,12.8,85,188.4,0.4,3
11,1,"1",8.44,6.8,0,0,0,0,50,6,0,0,16.8,81.2,171.8,0.4,2.4
23.7,0,"1",9.46,7.8,0,0,0,0,77,8,0,1,30.2,154.6,213.8,0.6,2.6
16.6,1,"1",11.02,5.8,0,0,0,0,56,5,0,1,24.5,104.25,322,1.5,2
12.1,1,"1",13.74,6.2,0,0,0,0,71,5,0,0,21.25,98.75,225.5,1.5,2
23.2,1,"1",7,4.75,0,0,0,0,82,9,0,1,15.5,63.75,234.25,1,2.25
22.3,1,"1",8.475,6,0,0,0,0,93,7,0,1,19.4,90.2,196,0.8,1.8
14.1,0,"1",11.24,6.6,0,0,0,0,41,4,0,1,19.4,85.2,228.4,1,1.8
15,1,"1",12.6,5.6,0,0,0,0,50,4,0,1,23.8,169.6,152.8,0.8,2.6
11.2,1,"1",6.55,5,0,0,0,0,72,4,0,0,20.75,128.5,190.75,0.5,2.75
20,0,"1",7.225,4.75,0,0,0,0,80,6,0,1,18.4,82.4,217.6,0.8,1.8
10,0,"1",9.78,5.6,0,0,0,0,50,5,0,0,27.5,126,256,0.25,1.75
10.8,0,"1",11,6.6,0,0,0,0,58,5,0,0,25,107.25,207.5,1.75,2.5
10.3,0,"1",10.46,5.8,0,0,0,0,73,3,0,0,20.2,104.8,204.4,1.4,1.4
7.3,1,"1",8.52,4.8,0,0,0,0,33,4,0,0,21.2,149.2,174.2,0.2,2.8
10.6,0,"1",7.98,4.6,0,0,0,0,56,5,0,0,18.4,110,219.6,1,2.2
11,1,"1",7.94,4.6,0,0,0,0,50,6,0,0,28.2,171.6,202.2,0.6,1.2
10.2,1,"1",9.04,5.4,0,0,0,0,62,4,0,0,25.6,141.2,210.2,1,1.4
7.7,1,"1",19.94,8.8,0,0,0,0,47,3,0.4,0,13,74.6,177.2,0.6,2.8
18.6,1,"1",16.16,8.6,0,0,0,0,86,10,0.2,0,21.75,60.25,318.25,1.75,1.75
16.7,0,"1",18.425,10.25,0,0,0,0,77,3,0.25,1,15,106.5,175.75,0,2.25
14.7,1,"1",11.55,6.5,0,0,0,0,67,8,0,0,28.2,112.6,247.4,1,1.8
15.4,1,"1",13.3,8,0,0,0,0,54,4,0,1,22.5,173.75,185.75,0.25,2.5
12.7,1,"1",12.5,6.75,0,0,0,0,67,6,0,0,15.6,100,205.2,0.4,3.4
36.8,0,"1",12.54,7,0,0,0,0,138,15,0,1,26.6,104.4,275.8,1.8,2
22.3,1,"1",16.56,9.6,0,0,0,0,113,8,0.2,0,21.4,107.4,211.4,1,1.6
11.3,0,"1",20.38,11,0,0,0,0,53,6,0.4,0,24.6,103.4,219.4,0.8,2
9.5,0,"1",18.84,9.6,0,0,0,0,55,4,0.2,0,24,99,204.2,1.4,3
10.4,0,"1",17.62,8.8,0,0,0,0,44,6,0.2,0,31.5,187.25,189,1,2.75
12.2,0,"1",9.25,5,0,0,0,0,62,6,0.25,0,12,71,169.2,0.6,3.4
9.4,1,"1",12.3,6.75,0,0,0,0,44,5,0.25,0,19.4,98,222.2,0.6,1.4
19.7,1,"1",11.72,7.2,0,0,0,0,87,5,0.2,1,12.6,101.8,155.2,0.8,2.4
13.68,0,"1",14.58,7.8,0,0,0,0,50,7,0.2,0,18,81.6,152.4,0.2,1.6
10.3,1,"1",11.95,6.5,0,0,0,0,53,5,0,0,17.5,124.75,260.5,1,1.5
7.6,1,"1",10.95,6.5,0,0,0,0,36,4,0,0,21.5,66.75,257.25,1,2.25
11.3,0,"1",8.675,6.25,0,0,0,0,43,7,0,0,15.25,102.5,222,1,3.25
9.7,0,"1",9.725,7.25,0,0,0,0,47,5,0,0,19.75,82,148.5,0.75,2
9.3,1,"1",9.725,7.75,0,0,0,0,43,5,0,0,22.25,137.25,152,0.25,3.5
18.7,1,"1",9.64,7.6,0,0,0,0,107,5,0,0,23.75,178.75,188.5,1.5,1.75
32.6,0,"1",11.32,7.8,0,0,0,0,156,14,0.2,0,29.5,112,225,0.75,1.75
8.9,1,"1",16.32,9.4,0,0,0,0,49,4,0.4,0,16.6,97.8,240.8,1.4,2.6
9.4,0,"1",15.84,9.2,0,0,0,0,44,5,0.4,0,20,112.2,261.4,1,1.6
20.7,0,"1",15.78,9.2,0,0,0,0,117,6,0.4,0,25,104,250.6,0.2,2.8
19.6,1,"1",18.06,9.2,0,0,0,0,76,6,0.6,1,21.8,90.6,231.8,1.2,2.4
8.2,0,"1",11.95,8.25,0,0,0,0,52,3,0,0,16.75,106.25,185,0.75,1.5
25.5,1,"1",12.575,7.5,0,0,0,0,95,9,0,1,20,95.6,176.8,1,3.4
25.7,1,"1",16.425,8.75,0,0,0,0,97,10,0,1,30.8,133.4,234.4,0.2,1.6
7.4,0,"1",19.7,9.75,0,0,0,0,44,3,0,0,17.8,128.2,261.6,0.4,2.2
8.8,1,"1",13.7,7.2,0,0,0,0,48,4,0,0,22.5,128,203.75,1,2.75
19.9,1,"1",13.82,7.2,0,0,0,0,99,10,0,0,15.5,107,172.5,1,2
15.2,0,"1",12.7,6.6,0,0,0,0,42,5,0,1,25.4,136.8,201.8,0.6,2.4
25.9,1,"1",10.6,5.2,0,0,0,0,69,7,0,2,24.8,94.6,246.8,0.6,2.2
33,1,"1",14.3,5.8,0,0,0,0,140,10,0,1,28,172.4,227.8,0.6,1
18.5,0,"1",20.56,7.8,0,0,0,0,45,8,0.2,1,21.8,170.8,153.8,0.8,1.2
14.6,0,"-1",22.5,9,0,0,0,0,46,4,0.2,1,27.4,123.2,244,0.6,2.2
14.8,0,"1",18.9,10.5,0,0,0,0,48,4,0.5,1,23.8,107.2,326.6,0.4,1.6
14.5,1,"1",17.6,9.25,0,0,0,0,35,5,0.25,1,26.5,149.75,253,0.25,1.5
17.1,1,"1",14.875,8,0,0,0,0,71,4,0,1,23.75,107.25,250.75,0.5,2.25
8.7,1,"1",13.3,7.25,0,0,0,0,37,5,0,0,19.5,114.5,245.25,0.5,2.75
17.5,0,"1",12.38,7.2,0,0,0,0,85,3,0,1,23,152.4,220.4,0.6,2.4
8.3,1,"1",12.92,7,0,0,0,0,43,4,0,0,11.6,93,217.4,0.2,3.6
9.7,0,"1",11.68,6.8,0,0,0,0,47,5,0,0,20.6,136.2,221.4,0.6,2.2
11.7,0,"1",9.68,5.2,0,0,0,0,77,4,0,0,34.8,155,220.6,0.4,1.6
13.9,0,"-1",8.06,5.6,0,0,0,0,69,7,0,0,31.6,132.6,288,0.4,2.2
14.8,0,"1",12.2,8.5,0,0,0,0,88,6,0.25,0,17.8,119.2,261.4,1.2,1.8
10.4,0,"1",15.15,9.5,0,0,0,0,44,6,0.25,0,27.25,127.75,280,0.25,3
37.7,1,"1",15.3,8.75,0,0,0,0,167,18,0.25,0,15.8,133,251,1.2,2.6
12.1,0,"1",24.025,13,0,0,0,0,51,7,0.5,0,20.5,142.25,223.75,0.75,3
12.7,0,"1",18.75,11.5,0,0,0,0,47,8,0.25,0,25,140.5,248.75,0.5,1
12.1,1,"1",17.54,11.2,0,0,0,0,51,7,0.2,0,18,120,207,0.75,1.75
16.4,1,"1",17,11.4,0,0,0,0,74,9,0.2,0,20.25,103.75,230.5,0.25,1.5
19.8,1,"1",18.2,12.8,0,0,0,0,108,6,0.2,0,31.4,135,230.2,0.4,2.2
10.2,0,"1",14.62,9.8,0,0,0,0,62,4,0.2,0,14.6,91.8,204.2,1,3
15.3,1,"1",14.24,9,0,0,0,0,43,5,0.2,1,20,102,161.6,0.2,2.4
12,1,"1",14.76,8.6,0,0,0,0,60,6,0.2,0,24.6,120.4,250.4,0.6,1.2
18.6,0,"1",14.74,8.6,0,0,0,0,56,7,0.2,1,23.2,98,284.6,0.6,2.4
8.8,0,"1",11.8,7.8,0,0,0,0,48,4,0.2,0,30.4,114,315.8,0.6,2
27.2,1,"1",11.08,6.6,0,0,0,0,102,8,0.2,1,32.25,116.5,267,0.5,2.5
19.7,0,"1",11.05,6,0,0,0,0,37,4,0.25,2,11.75,60,193.5,1,2.25
8.3,1,"1",13.775,6.25,0,0,0,0,53,3,0.25,0,27.4,102,277.8,0.6,2.8
8,0,"1",14.975,6.5,0,0,0,0,10,1,0.25,1,25.2,206,174.6,0,3
17.1,1,"1",10.175,4.75,0,0,0,0,71,4,0,1,28.2,169.6,240.8,1,3
28.5,1,"1",11.28,4.6,0,0,0,0,135,12,0,0,25,80,243.5,1.25,3.25
10.4,0,"1",8.1,5.6,0,0,0,0,24,2,0,1,20.75,63.75,255.5,0.25,1.5
18,1,"1",9,4.4,0,0,0,0,70,5,0,1,31.2,117.4,240.2,0.4,1.2
12.2,1,"1",10.82,5,0,0,0,0,62,6,0,0,23.5,84,346.5,0.5,1
14.3,0,"1",11.04,5.4,0,0,0,0,33,5,0,1,19.8,120.2,217.6,0.6,3
13,0,"1",12.3,6,0,0,0,0,30,4,0,1,31.25,190.5,239.25,0.75,1.5
13.9,0,"1",8.425,4.5,0,0,0,0,69,7,0,0,26.4,112.2,261,1.4,4.2
22,1,"1",8.325,5,0,0,0,0,90,7,0,1,21.2,133.6,200.2,0.6,3
8.9,0,"1",11.06,5.4,0,0,0,0,49,4,0,0,27.6,102.8,280.8,1.2,2.2
13.3,0,"1",10.525,7,0,0,0,0,73,6,0,0,21.8,96.4,287,0.6,1.6
10.3,1,"1",8.475,6,0,0,0,0,43,6,0,0,18.5,127.5,234.5,1.25,2.5
9.2,0,"1",8.625,6.5,0,0,0,0,42,5,0,0,28.5,80.5,295.75,1.25,2
7.6,1,"1",8.22,5.6,0,0,0,0,36,4,0,0,19.4,92.4,215.2,1.4,3.6
9.5,0,"1",7.08,5.2,0,0,0,0,45,5,0,0,24.75,124,254,0.25,1.75
9,0,"-1",8.26,6.2,0,0,0,0,40,5,0,0,21.6,94.4,236.2,0.4,2
9.9,1,"1",8,6.4,0,0,0,0,49,5,0,0,18.8,77,248.6,0.4,3.2
17.8,1,"1",7.64,6.2,0,0,0,0,58,6,0,1,20.6,100.4,274.8,1.2,3.4
8.2,0,"1",9.44,6.8,0,0,0,0,42,4,0,0,20.75,43.25,274.5,0.5,3.5
9.6,1,"1",7.925,6,0,0,0,0,16,2,0,1,16,109,209.5,1.25,3.5
30.4,0,"1",9.2,6.25,0,0,0,0,134,8,0,1,30.8,165.2,267.8,0.2,2.2
11.9,0,"1",13.875,6.5,0,0,0,0,59,6,0.25,0,22.75,122,235.5,0.5,1.5
8.7,1,"1",15.025,7.25,0,0,0,0,37,5,0.25,0,18,66,234.5,1,3
14.1,1,"1",8.375,6.25,0,0,0,0,51,10,0,0,12.8,99.4,199.8,0.8,2.6
11.3,1,"1",8.925,6.75,0,0,0,0,33,2,0,1,15.8,84.4,227,0.2,0.8
13.4,0,"1",5.1,2.75,0,0,0,0,34,4,0,1,16.5,74.5,159.5,0.75,4.5
18.9,0,"1",6.34,3,0,0,0,0,69,6,0,1,17.5,126.25,191.25,0.5,2.5
14.8,0,"1",8.86,4.2,0,0,0,0,48,4,0,1,21,85,194.5,1,1.25
