"fpts","ha","cond","l5g_avg_fpts","l5g_avg_trg","l5g_pct_pyb","l5g_avg_tdr","l5g_avg_ra","l5g_avg_ry","l5g_avg_recy","l5g_avg_rec","l5g_pct_recyb","l5g_avg_tdrec","l5g_oppdef_ptsa","l5g_oppdef_rya","l5g_oppdef_pya","l5g_oppdef_fumforc","l5g_oppdef_sacksforc"
25.6,1,"1",9.575,7,0,0,0,0,74,6,0.25,1,27,96.2,246.4,0.4,2.2
9.6,1,"1",15.95,6.25,0,0.25,0.25,0.5,36,4,0.25,0,16.25,94.25,246.75,0.25,3
7.2,0,"1",11.625,4.5,0,0.25,0.25,0.5,42,3,0,0,34,233.5,198.25,0.5,2
10.7,0,"1",10.68,4.2,0,0.2,0.2,0.4,17,3,0,1,22.75,59.25,305.25,0.25,4
9.9,1,"1",7.7,3.8,0,0,0,0,59,4,0,0,12.5,83.75,170,0.25,2.5
13.6,1,"1",8.4,4.2,0,0,0,0,86,5,0,0,17,88,212.25,0.25,1.25
17.6,1,"1",5.72,4.4,0,0,0,0,66,5,0,1,27.2,139,220,0.6,2.2
10.3,0,"1",12.9333333333333,5,0,0,0,0,53,5,0,0,19.2,115.2,198.2,0.4,1.4
8.8,1,"1",7.76666666666667,5.33333333333333,0,0,0,0,8,2,0,1,29.2,136.8,233.2,0.2,2.2
14.2,1,"1",8.36666666666667,5.66666666666667,0,0,0,0,42,4,0,1,32,107.25,248.5,0.5,2.25
18.1,1,"1",9.825,5.25,0,0,0,0,101,5,0,0,17.5,105.5,206.25,1.5,2.5
8.2,1,"1",5.15,2.5,0,0,0,0,52,3,0,0,24.5,146.5,162.5,0.5,3.75
18.1,0,"1",10.1,6,0,0,0,0,91,3,0,1,27.8,138.6,237.6,0.2,1.8
9.4,1,"1",12.7666666666667,5.33333333333333,0,0,0,0,34,6,0,0,21.25,156.25,230.5,0.25,1.75
10.7,1,"1",5.65,3.75,0,0,0,0,27,2,0,1,14,86,217.4,0.4,2.4
12.7,1,"1",9.16,5.2,0,0,0,0,77,5,0,0,16.4,99.6,167.2,0.6,3.4
19.2,0,"1",11.38,6.2,0,0,0,0,62,7,0,1,27,125.75,217.5,1,1
9.1,0,"1",8.8,6.4,0,0,0,0,41,5,0,0,3.6,112.8,123,1,2
10.2,1,"1",8.08,7.4,0,0,0,0,52,5,0,0,29.6,160.8,218.6,0.4,1.6
11.3,0,"1",6.28,6.8,0,0,0,0,53,6,0,0,19.75,85.75,202.25,1.25,3.5
9.5,1,"1",7.9,8,0,0,0,0,55,4,0,0,15.6,84.6,166,0.4,3.4
18,0,"1",9.08,8,0,0,0,0,100,5,0,0,30.2,187.8,205.6,1.8,2.4
15.6,1,"1",12.25,7.25,0,0,0,0,66,9,0,0,25.2,107.4,240,0.6,1.8
9.7,0,"1",8.825,3.75,0,0,0,0,57,4,0,0,21.4,139.4,213,0.6,1.6
12.7,1,"1",5.18,4,0,0,0,0,27,4,0,1,23.6,120.2,220.6,0.2,2.8
7.6,1,"1",6,3.5,0,0,0,0,36,4,0,0,23.6,150.8,168,0.8,1.4
9.7,1,"1",6.2,3.6,0,0,0,0,17,2,0,1,16.25,95.25,195.5,0.5,1.75
10.3,1,"1",7.8,6,0,0,0,0,13,3,0,1,21.4,104,263,0.8,1.4
9.8,1,"1",6.725,2.75,0,0,0,0,18,2,0,1,16.75,97.75,209,0.25,2.75
10.3,1,"1",5.42,3.2,0,0,0,0,53,5,0,0,12,83,195.5,0.75,3.75
9.7,0,"1",6.82,3.6,0,0,0,0,47,3,0,0,19.6,89.4,228.8,0.8,2.4
8.6,0,"1",5.72,4.8,0,0,0,0,46,4,0,0,14.4,119.4,238.6,0.6,2.4
10,1,"1",5.46,3.4,0,0,0,0,20,2,0,1,16.6,100.6,213.6,0.4,2.6
9.6,0,"1",7.375,4.25,0,0,0,0,56,4,0,0,33.2,127.8,294.8,0.4,0.8
13.5,1,"1",7.65,4,0,0,0,0,75,6,0,0,15,93.75,261.25,0.75,4.5
12.9,0,"1",7.08,4,0,0,0,0,69,6,0,0,22,116.5,279.5,1.25,2.75
12.9,0,"1",6.74,5.4,0,0,0,0,36,3,0,1,25.2,106.4,295.8,1.4,2.4
7.9,0,"1",11.88,4,0,0,0,0,49,3,0,0,17.4,132.6,253.2,1.4,1.4
14.2,1,"1",10.18,4.4,0,0,0,0,52,3,0,1,24.25,155.25,239.5,0,1.25
9.1,0,"1",13.02,5.4,0,0,0,0,21,1,0,1,21.8,90.6,250.4,1,1.4
14.8,0,"1",11.98,4.6,0,0,0,0,48,4,0,1,23,134.25,265.5,0.5,1.5
12.4,1,"1",9.5,3.6,0,0,0,0,34,3,0,1,22.2,97,211.6,1.4,2.2
10.2,0,"1",7.35,3,0,0,0,0,42,6,0,0,15.25,73.5,251,0.25,0.75
8.6,1,"1",5.75,2.25,0,0,0,0,6,2,0,1,19.25,113,203,1.5,2.75
11.1,1,"1",5.15,2.75,0,0,0,0,31,2,0,1,17.6,109.4,242.2,1,2.4
11.9,0,"1",5.92,3.6,0,0,0,0,29,3,0,1,31.2,104.4,253.8,0.6,2.6
8,1,"1",7.36,4,0,0,0,0,30,5,0,0,20.8,145.8,180.4,0.6,2.6
10.8,0,"1",6.88,4,0,0,0,0,68,4,0,0,23.8,146.2,180,0.6,1.8
7.1,0,"1",8.95,4.5,0,0,0,0,31,4,0,0,24.25,135.75,205.5,0.5,2.75
10,1,"1",9.45,5.5,0,0,0,0,50,5,0,0,18.4,79.8,287.8,1.4,2
11.7,1,"1",8.975,6.25,0,0,0,0,27,3,0,1,19,78.75,178,0.25,1.5
7.2,0,"-1",9.9,5.75,0,0,0,0,42,3,0,0,22.75,130,276.25,0.75,2
15.2,0,"1",9,5.75,0,0,0,0,62,3,0,1,18,89.8,234.8,1.8,4.4
11.1,1,"1",6.06,4.6,0,0,0,0,21,3,0,1,19.2,133.2,203.4,0.8,2
7.6,0,"1",6.82,4,0,0,0,0,46,3,0,0,15.75,86.5,195,0.5,3.25
7.3,1,"1",6.64,3.8,0,0,0,0,3,1,0,1,21.6,104,233.8,0.8,3.4
10.1,0,"1",6.3,3.2,0,0,0,0,11,3,0,1,21.5,106.75,164.25,1.5,2.25
10.4,0,"1",6,4.33333333333333,0,0,0,0,54,5,0,0,29.75,149,305.75,1,1
11,0,"1",5.46666666666667,3.33333333333333,0,0,0,0,30,2,0,1,23.8,116.4,203.8,0.4,2.4
18,1,"1",5.7,3,0,0,0,0,100,5,0,0,19.2,140.4,178.4,0.8,3
11.8,0,"1",6.33333333333333,2.66666666666667,0,0,0,0,88,3,0,0,20,94.5,181.75,0,3.75
12.8,1,"1",7.7,2.75,0,0,0,0,38,3,0,1,24,108.5,221.75,0.25,3.5
28.2,1,"1",10.9,3.25,0,0,0,0,102,3,0,2,20.25,100.25,266.25,0,1.5
14.1,0,"1",5.24,4,0,0,0,0,51,3,0,1,29.75,162.75,221.25,0,1.5
9.8,1,"1",7.05,3.25,0,0,0,0,18,2,0,1,30.2,177.4,194.8,0.6,1.8
27.5,0,"1",7.85,3,0,0,0,0,125,6,0,1,18.25,135.25,185.25,0.75,1.25
13.5,1,"1",10.06,3.4,0,0,0,0,45,3,0.2,1,15,78.5,191.75,1,2.75
7.3,0,"1",10.8,4.2,0,0,0,0,43,3,0.2,0,14.6,96,213.2,0.8,3
12.1,1,"1",5.625,3.5,0,0,0,0,41,2,0,1,23.2,118.2,222.2,0.6,1.8
12.8,0,"1",7.25,3.5,0,0,0,0,68,6,0,0,5,68,191,0.75,2.75
7.4,0,"1",9.225,5.75,0,0,0,0,4,1,0,1,17.6,94,178.2,1.2,1.4
16.6,0,"1",19.8,8.75,0,0,0,0,66,4,0,1,11.25,51,243.5,1,3.25
15.9,0,"1",7.2,6.75,0,0,0,0,49,5,0,1,20.5,113.5,163.75,1,1.25
25,1,"1",7.025,6.75,0,0,0,0,60,7,0,2,21.6,95.2,285.2,0.6,1.6
25.5,1,"1",9.96,7.2,0,0,0,0,60,6,0,2,18.4,98.2,245.6,0.6,2.8
16.1,0,"1",8.5,5,0,0,0,0,81,8,0,0,25.2,149,181,0.2,2.2
28.4,0,"1",10.4,6.25,0,0,0,0,94,7,0,2,12.25,104,197.75,0.75,2.5
10.3,1,"1",15.325,8,0,0,0,0,63,4,0,0,18.5,93.25,216.25,1,2
11.4,0,"1",14.32,7.6,0,0,0,0,24,3,0,1,14.5,68.25,165.75,0.25,4.25
9.4,1,"1",13.98,7.6,0,0,0,0,44,5,0,0,24.8,124.6,202,0.2,2.4
9,0,"1",15.12,9,0,0,0,0,30,6,0,0,22.5,96.25,287.25,0,1.25
11.9,1,"1",8.9,6.6,0,0,0,0,29,4,0,1,23.25,102.5,271,0.5,1.75
35.2,1,"1",9.22,6.4,0,0,0,0,142,12,0,1,34.8,196,158.6,1,2
27.5,0,"1",13.98,7.4,0,0,0,0,105,8,0.2,1,24.6,109.6,199.6,0,1.6
11.9,1,"1",17.6,7.6,0,0,0,0,59,6,0.4,0,16,87.2,212.4,1.2,3
13.4,0,"1",21.725,9.25,0,0,0.25,1.75,44,3,0.25,1,28.2,129.2,246.6,0.4,2.4
17.9,1,"1",16.5,8.5,0,0,0.25,1.75,99,8,0,0,24,108,235,1,2.25
29.3,1,"1",16,8.5,0,0,0,0,119,14,0,0,16.4,58.2,202.2,1.4,1.6
10.5,1,"1",19.325,10,0,0,0.25,1,65,4,0.25,0,11,130.5,166.5,1,1.75
7.3,0,"1",17.775,9,0,0,0.25,1,3,1,0.25,1,14.25,116.75,172.5,0.5,2.5
21.3,0,"1",15.68,7.8,0,0,0.2,0.8,63,9,0.2,1,17.75,114.5,191.75,0.5,1.5
27.3,1,"1",14.78,8,0,0,0.2,0.8,43,5,0.2,3,21.2,141,179.8,0.8,2.2
28.5,0,"1",14.38,6.6,0,0,0,0,95,7,0,2,17.8,87,235,0.8,1.2
9.7,1,"1",17.98,7.8,0,0,0,0,57,4,0,0,12.6,88.8,141.4,0.4,2.2
12.2,0,"-1",18.46,8.6,0,0,0,0,52,7,0,0,18.2,167.2,160.2,0,2.6
11.2,0,"1",15.7,8.8,0,0,0,0,52,6,0,0,18.4,112.2,298,0.8,2.4
16.3,0,"1",6.72,5.6,0,0,0,0,53,6,0,1,18.8,89.8,191,1,2.6
13.7,0,"1",7.2,5.5,0,0,0,0,77,6,0,0,26.5,134.75,264.25,0.25,1.5
7.3,1,"1",6.825,3.75,0,0,0,0,3,1,0,1,21.5,93,238.25,1.25,1.5
18.8,0,"1",6.92,3.2,0,0,0,0,58,7,0,1,22.75,96.5,209.75,1.25,2.75
10.5,1,"1",10.68,5.2,0,0,0,0,65,4,0,0,20,111,205.75,0.25,2
11.1,0,"1",9.56,4.8,0,0,0,0,21,3,0,1,16.6,79.8,202.8,0.2,3.8
12.2,0,"1",10.12,5.2,0,0,0,0,42,8,0,0,30,115.8,268.2,0.4,1
7.3,1,"1",11.1,7.4,0,0,0,0,33,4,0,0,21,125.6,197.2,0.4,3
18.1,1,"1",8.375,7.25,0,0,0,0,81,4,0,1,24.25,88,288.75,0.75,3
9.9,0,"1",8.975,5.75,0,0,0,0,9,3,0,1,25,117.5,215.75,0,1.5
7.1,1,"1",10.1333333333333,3.66666666666667,0,0,0,0,1,1,0,1,17,108.2,210,0.6,3.2
9.5,1,"1",6.875,4.75,0,0,0,0,15,2,0,1,19,78.75,178,0.25,1.5
16.3,0,"-1",7.1,4.25,0,0,0,0,73,3,0,1,22.75,130,276.25,0.75,2
17.4,0,"1",7.075,4,0,0,0,0,54,6,0,1,17.4,76.4,191.4,1.4,2.2
15.4,1,"1",9.55,5.75,0,0,0,0,94,6,0,0,19.2,133.2,203.4,0.8,2
20.4,0,"1",11.8,6.75,0,0,0,0,74,7,0,1,15.75,86.5,195,0.5,3.25
15.7,1,"1",14.225,7,0,0,0,0,47,5,0,1,21.6,104,233.8,0.8,3.4
13.1,0,"1",12.22,6.6,0,0,0,0,31,4,0,1,20.2,95.4,195.8,1,3
9.7,1,"1",11.76,6.2,0,0,0,0,17,2,0,1,20.6,135.6,224.4,0.8,1.8
12,0,"1",5.7,3,0,0,0,0,20,4,0,1,35.6,134.2,269,0.8,1.8
8.4,1,"1",6.8,4.5,0,0,0,0,44,4,0,0,19.4,119.4,177.8,2.2,2.8
7.3,0,"1",7.825,5.25,0,0,0,0,33,4,0,0,23,84,200,1,1.5
9,1,"1",8.23333333333333,3.33333333333333,0,0,0,0,50,4,0,0,16.5,92,132.5,0.75,2.75
10.1,0,"1",9.28,4.6,0,0,0,0,61,4,0,0,23.8,125.8,237.4,1.2,2
26.6,1,"1",6.075,4.75,0,0,0,0,86,6,0,2,36.75,132,256,0.5,1
7.2,0,"-1",11.425,6.5,0,0,0,0,2,1,0,1,10.4,98.2,161.2,0.6,3.8
7.8,1,"1",10.82,5.2,0,0,0,0,48,3,0,0,14.75,63.5,266.75,1.25,3
8.2,0,"1",11.02,5.6,0,0,0,0,32,5,0,0,16.5,105.5,209.5,0.5,3.5
9.3,1,"-1",7.32,3.4,0,0,0,0,13,2,0,1,20.2,126.8,219.2,0.4,2
7.6,1,"1",6,4.75,0,0,0,0,36,4,0,0,24.75,129.75,285.75,1.25,3
9,0,"1",5.475,4.75,0,0,0,0,40,5,0,0,30.6,151.6,233.2,0.6,1.8
7.7,1,"1",5.04,4.6,0,0,0,0,37,4,0,0,26.6,110,255.2,1,1.4
8.7,0,"1",8.35,4,0,0,0,0,7,2,0,1,31.2,145.2,246.6,1.4,1.2
10.6,0,"1",6.7,4,0,0,0,0,36,1,0,1,29,103.75,260,0.25,3
10.1,1,"1",5.975,3.75,0,0,0,0,51,3,0,0,27,141.5,227,1.25,2.25
13.5,1,"1",5.44,3.6,0,0,0,0,35,4,0,1,19.75,142,164.75,0.5,2
11.1,0,"1",6.425,3.25,0,0,0,0,31,2,0,1,22.5,110,226,0.25,1.75
9.7,0,"1",7.775,1.75,0,0,0,0,27,1,0,1,19.6,113.4,234.6,0.6,1.2
21,1,"1",5.66666666666667,4,0,0,0,0,110,7,0,0,15.8,107.4,155.8,0.4,1.4
13.9,0,"1",10.7666666666667,5.33333333333333,0,0,0,0,39,4,0.33,1,21.6,118.2,158.8,0.4,2.4
15.3,0,"1",9.825,5.5,0,0,0,0,53,4,0.25,1,20.6,172.4,191.4,0.4,1.2
8.4,1,"-1",10.2333333333333,6.66666666666667,0,0,0,0,24,6,0,0,20.8,112,196.8,1,2.6
17.9,1,"-1",8.4,7.33333333333333,0,0,0,0,69,5,0,1,11.2,70.6,183.2,0.8,1.8
7.1,1,"1",10.75,6.75,0,0,0,0,1,1,0,1,15.6,87.4,169.6,0.8,3.6
8.5,1,"1",13.35,4.5,0,0,0,0,45,4,0,0,11.5,84.5,207.5,1.25,3
11,0,"1",7.375,3.75,0,0,0,0,30,2,0,1,9.6,93.4,153.4,0.8,2
15.1,1,"1",9.96666666666667,2.66666666666667,0,0,0,0,41,5,0.33,1,15.25,120,124.5,0.75,3.25
7.4,0,"1",5.1,2.25,0,0,0,0,44,3,0,0,17.6,48.8,198.8,0.2,2
14,0,"1",6.025,2.25,0,0,0,0,50,3,0,1,20.5,171.5,213.25,0.5,1.75
7.9,0,"1",9.025,2.5,0,0,0,0,9,1,0,1,16.75,111.25,237,0.75,2
11.9,0,"-1",6.3,2.5,0,0,0,0,59,6,0,0,17.6,72.4,250.8,1.2,3
8.2,1,"1",6.3,3.6,0,0,0,0,52,3,0,0,23.4,134.8,199.8,0.8,1.6
10.8,1,"1",6.16,2.6,0,0,0,0,58,5,0,0,14.8,79,200,0.8,1.8
19.4,0,"1",6.64,3.2,0,0,0,0,104,6,0,0,29.2,150.4,296.8,1,1.6
9.2,0,"1",10.52,4.2,0,0,0,0,62,3,0.2,0,14,100.6,139.2,0.4,3.4
8.5,1,"-1",8.98,3.6,0,0,0,0,15,1,0.2,1,20.4,117.2,227.8,0.8,3.2
11.2,0,"1",5.28,3,0,0,0,0,22,3,0,1,17.6,80.8,250.2,0.6,2.2
7.8,1,"1",8.36666666666667,4.66666666666667,0,0,0,0,38,4,0,0,31.25,205.75,225.75,1,0.25
16.7,0,"1",9.75,4.5,0,0,0,0,87,8,0.25,0,16.2,80.2,221,0.8,1.8
10.2,0,"1",11.14,5.6,0,0,0,0,42,6,0.2,0,15,94.4,201.4,0.2,2.6
14.7,1,"-1",12.86,6.4,0,0,0,0,77,7,0.2,0,26.75,129.25,228.75,0.25,0.75
12.5,1,"1",7.7,7,0,0,0,0,58,6,0,0,28,143.25,202.25,0,1.25
9.8,1,"1",11.625,7.5,0,0,0.25,1.75,68,4,0,0,22.8,113.8,213.2,0.4,1
10.5,0,"1",16.16,7,0,0,0,0,75,3,0.2,0,23.2,129.8,213.8,0.6,1
9.9,0,"1",9.8,5.75,0,0,0,0,59,4,0,0,21.75,117.75,186,1.25,3
8.9,1,"1",6.15,6.5,0,0,0,0,49,4,0,0,32,127.6,239.4,0.6,0.8
14.9,0,"-1",5.72,6,0,0,0,0,79,7,0,0,19.2,104.4,223.8,0.4,3.8
7.1,1,"1",12.16,6.6,0,0,0,0,51,2,0.2,0,26,110.5,307,0,1.5
8.3,1,"1",10.16,6,0,0,0,0,53,4,0.2,0,23,103.75,217.5,0,1.5
10.4,0,"1",5.075,5.75,0,0,0,0,64,4,0,0,18.5,124.25,261.5,0.25,3
9,0,"1",7.875,6,0,0,0,0,40,5,0,0,23.5,112.25,219,0.25,3
22.1,1,"1",8.35,6.75,0,0,0,0,61,4,0,2,26.5,105.5,197.75,0.25,2.75
7.4,1,"1",10.28,6.6,0,0,0,0,34,4,0,0,19.6,144.2,161.2,0.4,2.2
10.3,0,"1",9.68,6.2,0,0,0,0,73,3,0,0,22,102.8,230.4,0.6,4
15.7,1,"1",10.6,6.6,0,0,0,0,77,8,0,0,32.2,140,293.8,0.2,1.4
17.5,0,"1",11.94,8.6,0,0,0,0,45,7,0,1,22,84,247.2,0.2,2.8
15.7,1,"1",11.95,4,0,0,0,0,67,7,0,0,18.5,89.5,271.75,0.5,3.75
7.7,0,"1",13.2,6.33333333333333,0,0,0,0,47,3,0,0,19.2,135,201.8,0.4,2.6
17.4,1,"1",12.325,6.25,0,0,0,0,64,5,0,1,22,124,291,1,2.5
7.7,1,"1",5.525,4.75,0,0,0,0,37,4,0,0,24.2,88.6,255.2,0.8,2
10.5,1,"1",8.7,5,0,0,0,0,75,3,0,0,13,86.5,182,0.5,3
11.8,0,"1",7.95,4,0,0,0,0,78,4,0,0,15.75,106.5,227.25,1,2.75
12.7,1,"1",8.5,4,0,0,0,0,27,4,0,1,23.75,78.75,284.5,1.25,1.75
21.9,1,"1",10.35,4.25,0,0,0,0,49,5,0,2,20.25,115.25,177,1.5,1.75
17.1,1,"1",10.88,4,0,0,0,0,71,4,0,1,21.4,148.8,196.4,1.2,2
7.4,0,"1",11.94,4,0,0,0,0,4,1,0,1,19.4,94.6,238.8,0.4,2.8
10.3,1,"1",6.16,3.4,0,0,0,0,23,2,0,1,17,155.75,182.5,1.25,2.25
13.7,1,"1",5.975,3.5,0,0,0,0,37,4,0,1,24,115.5,233,1.25,2.75
13.8,1,"1",7.52,3.8,0,0,0,0,48,3,0,1,25,144.8,213.2,0.8,1.8
8.8,1,"1",9.9,5.5,0,0,0,0,38,5,0,0,23.2,143.6,194.4,0.8,1.2
9.1,0,"1",7.075,3.25,0,0,0,0,51,4,0,0,25,113.5,223.75,0.25,2.5
7.4,1,"1",8.4,3,0,0,0,0,34,4,0,0,15.75,83.75,228.75,0.75,1
8.1,0,"1",6.48,2.8,0,0,0,0,11,1,0,1,28.6,127.6,256.6,0.8,0.6
10.7,1,"1",6.425,4,0,0,0,0,27,2,0,1,22.5,102.5,247.75,1,1.75
9.1,0,"1",6.85,3.75,0,0,0,0,11,2,0,1,25.8,150.4,229,0.4,1.8
8.7,1,"1",6.95,3,0,0,0,0,57,3,0,0,26.75,119.5,226,0.5,2.25
8.1,0,"1",5.82,3.2,0,0,0,0,11,1,0,1,19.75,123.25,165.75,1.75,2.75
8.6,1,"1",7.16,3.6,0,0,0,0,36,5,0,0,17,76,232.2,0.4,2
7.2,0,"1",7.94,4.4,0,0,0,0,32,4,0,0,23.75,91.25,178.5,0.75,2.75
14.5,1,"1",5.46,4.2,0,0,0,0,55,3,0,1,24.2,85.4,218.6,0.6,5
8.9,0,"1",6.8,6,0,0,0,0,49,4,0,0,22,117.75,247.75,0.75,2.25
9.9,1,"1",6.64,5.2,0,0,0,0,19,2,0,1,12,72.75,231.5,1.25,2
11.9,1,"1",6.4,3.8,0,0,0,0,29,3,0,1,26.5,147,211,0.25,1.75
18.2,0,"1",7.725,2.75,0,0,0,0,62,6,0,1,20.8,115.2,206.8,0.6,3.6
7.3,1,"1",10.8,7.4,0,0,0,0,33,4,0,0,22,109,169.5,0.75,2.25
8.3,0,"1",8.6,6.6,0,0,0,0,33,5,0,0,21,90.4,216,0.6,3
17.7,1,"1",6.525,5,0,0,0,0,67,5,0,1,26,121.25,207.5,1,2
16.2,0,"1",8.2,4.25,0,0,0,0,42,6,0,1,21,114.75,187.75,1,1.75
15.6,0,"1",8.72,4.2,0,0,0,0,46,5,0,1,18.5,90.75,268.5,0.5,1.75
34.5,1,"1",10.78,4.8,0,0,0,0,125,7,0,2,16.4,77.8,207.2,0.4,3
9.6,1,"1",14.14,5.8,0,0,0,0,56,4,0.2,0,22,151,243.5,1,1.75
7.4,1,"1",10.6,7.5,0,0,0,0,34,4,0,0,27.2,141,253.6,0.8,2.2
14.3,0,"1",9.53333333333333,7.33333333333333,0,0,0,0,63,8,0,0,20.5,93.75,211.75,0.75,1.75
9.6,0,"1",11.38,7.4,0,0,0,0,36,6,0.2,0,21.6,98,261.6,0.2,0.8
8,0,"1",11.92,8.6,0,0,0,0,40,4,0.2,0,28.2,93.2,282.6,0.4,1
8.6,1,"1",8.475,7.75,0,0,0,0,26,6,0,0,31.6,170.4,287.6,0.2,1.6
29,1,"1",6.1,4.75,0,0,0,0,90,9,0,2,20.25,126.5,227,0.5,2.25
15.5,0,"1",10.16,5.6,0,0,0,0,75,8,0,0,14,64.8,185.4,0.2,3.8
20.1,0,"1",12.06,6.8,0,0,0,0,91,11,0,0,15.8,102,210,0,2.2
10.2,0,"1",5.53333333333333,4.66666666666667,0,0,0,0,62,4,0,0,21.25,107.75,175.75,1.25,3.25
8.4,1,"1",5.26666666666667,1.66666666666667,0,0,0,0,44,4,0,0,28.5,72.75,291,0.5,1.5
7.1,0,"1",5.16666666666667,2,0,0,0,0,31,4,0,0,24,70,244.6,0.2,2.4
9.8,0,"-1",5.76666666666667,3,0,0,0,0,58,4,0,0,29.5,83.5,238.75,0.5,2
8.9,1,"1",6.8,3.25,0,0,0,0,9,2,0,1,27.75,90.5,208.25,0.75,2.5
19.1,0,"1",7.22,3,0,0,0,0,31,4,0,2,22.25,153,209.75,0.25,1.5
15.6,1,"1",5.775,5.5,0,0,0,0,66,3,0,1,19.5,137.5,200.75,0.75,0.75
13.3,1,"1",6.06,2.4,0,0,0,0,33,4,0,1,17.8,84.8,217.2,0.4,2.4
7.1,1,"1",5.375,4.5,0,0,0,0,41,3,0,0,24.5,108,242.5,1,1.25
19.4,1,"1",5.725,4.75,0,0,0,0,34,4,0,2,18.4,144.2,194.2,1.4,1.8
14.3,0,"1",9.4,4.75,0,0,0,0,3,2,0,2,18.2,141.6,180.6,0.4,1.8
19.2,0,"1",6.9,4,0,0,0,0,32,4,0,2,15,58.6,231.6,0.8,1.8
12.5,1,"1",8.125,5,0,0,0,0,65,6,0,0,10.2,101.6,197.2,1,3.4
11.8,1,"1",11.25,6.5,0,0,0,0,28,3,0,1,18.8,102,163.6,0.4,1.2
15.7,1,"1",7.72,4,0,0,0,0,77,8,0,0,16.2,97.6,222,0.4,2
7.5,1,"1",8.96,4.8,0,0,0,0,25,5,0,0,21.4,146,189.6,0.8,1.8
12.3,1,"1",7.325,4,0,0,0,0,33,3,0,1,21.6,124,240.8,0.6,1.4
8.5,0,"1",7.925,4.25,0,0,0,0,45,4,0,0,19.75,127,164.5,0.5,2.25
12.4,1,"1",5.35,2,0,0,0,0,24,4,0,1,10,97.25,182.5,0.25,3.5
10.1,1,"1",6.2,2.5,0,0,0,0,21,2,0,1,24.6,81,296.4,0.6,2.2
7.3,0,"1",7.5,2.33333333333333,0,0,0,0,3,1,0,1,26.8,133,247.2,0.6,3.2
12,1,"1",13.5,7,0,0,0,0,80,4,0,0,22.25,80.75,201.5,0.25,3.5
9.1,0,"1",6.26,2.6,0,0,0,0,11,2,0,1,17.8,115.2,224,0.8,2.4
12.9,1,"1",8,2.66666666666667,0,0,0.333333333333333,-1,69,6,0,0,24.25,139.25,232.75,1,4
15.4,0,"-1",5.62,2.2,0,0,0,0,54,4,0,1,14.5,121,199.5,1.25,2
14.2,1,"1",8.7,5,0,0,0,0,52,3,0,1,18,104.8,226,1,2.6
16.2,1,"1",8.175,4.5,0,0,0,0,62,4,0,1,33.75,163,239,0.75,0.75
25.1,1,"1",10.15,5,0,0,0,0,91,10,0,1,28.5,125,291,0.75,2.25
9.6,0,"1",14.7,6.25,0,0,0,0,46,5,0,0,28.5,99,269.25,0.75,3
19.3,1,"1",13.1,7.25,0,0,0,0,53,8,0,1,16.6,79.8,183.8,0.2,3
7.5,0,"1",13.875,8,0,0,0,0,35,4,0,0,21.6,95.8,275.2,0.4,3
8.7,1,"1",16.68,7.2,0,0,0,0,57,3,0.2,0,33.8,128.6,308.8,0.6,3.2
13.7,1,"1",9.98,6.2,0,0,0,0,37,4,0,1,26,122.4,275.4,1,2
23.5,0,"1",8.03333333333333,6.33333333333333,0,0,0,0,155,5,0,0,29.75,101.75,272.75,0.75,3.5
10,1,"1",9.625,6.75,0,0,0,0,60,4,0.25,0,24.25,85.5,265,0.75,2
9.4,0,"1",10.45,6.75,0,0,0,0,54,4,0.25,0,23.5,142.75,194.75,1.75,2.75
11.3,1,"1",10.24,6.6,0,0,0,0,43,7,0.2,0,21.2,108.6,198.8,0.8,3.2
17.7,1,"1",11.5666666666667,6.33333333333333,0,0,0,0,97,8,0,0,25.25,162.25,239,0,0.25
12.5,1,"1",13.0333333333333,8.66666666666667,0,0,0,0,55,7,0,0,23.8,82.2,281.6,0.8,1.4
12.2,0,"1",12.9,8.75,0,0,0,0,62,6,0,0,29.6,128,256.6,0.2,1.8
30.5,0,"1",12.5,7.75,0,0,0,0,95,7,0,2,30,122.8,289.2,1,3
8.2,1,"1",16.1,7.8,0,0,0,0,52,3,0,0,23.5,124.75,236.25,0.5,4
21.9,0,"1",16.22,7.4,0,0,0,0,109,8,0,0,27.5,83.25,279,1,2
15.1,1,"-1",17.06,7.4,0,0,0,0,91,6,0.2,0,27,146.6,281.8,0.2,2.6
23.2,1,"1",17.58,7.2,0,0,0,0,92,8,0.2,1,23,76.5,267.75,0.75,2.25
14.1,0,"1",19.78,8.4,0,0,0,0,71,7,0.2,0,21.8,91.8,262.6,0.8,3.4
20.4,0,"1",16.5,9.4,0,0,0,0,64,2,0.2,2,22,114.2,208.6,1,3
14.9,1,"1",18.94,9.6,0,0,0,0,59,9,0.2,0,18,95.4,191,0.4,2.4
22,0,"1",17.54,10.6,0,0,0,0,94,9,0,0,27.2,137,246.2,1,3.4
21.4,1,"1",11.6,6,0,0,0,0,84,7,0,1,27,118.4,286.6,0.8,1.4
11.8,1,"1",11.875,6.5,0,0,0,0,75,4,0,0,23.75,104.25,221.5,0.25,2.25
15.2,0,"1",11.86,6.2,0,0,0.2,0.6,42,5,0,1,27.8,90,246.8,0.8,2.4
30.4,1,"1",13.82,6.4,0,0,0.2,0.6,124,9,0,1,24,96.6,215.2,0.4,2.2
