Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
72,862966952,moklovin (13/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Aaron Rodgers,1.36%,0.72
72,862966953,moklovin (14/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Titans ,1.29%,3
72,862966954,moklovin (15/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,DeSean Jackson,1.29%,12.8
72,862966955,moklovin (16/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Marshawn Lynch,1.18%,6.3
72,862966956,moklovin (17/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Christian McCaffrey,1.18%,22.4
72,862966957,moklovin (18/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Jordy Nelson,1.18%,12
72,862966958,moklovin (19/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Saints ,1.04%,32
72,862966959,moklovin (20/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Hunter Henry,1.04%,14
72,862966960,moklovin (21/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Mike Wallace,0.97%,6
72,862966961,moklovin (22/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Martavis Bryant,0.94%,4.7
72,862966962,moklovin (23/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Jay Ajayi,0.94%,16
72,862966963,moklovin (24/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Duke Johnson Jr.,0.90%,6.9
72,862966964,moklovin (25/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,49ers ,0.90%,5
72,862966965,moklovin (26/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Keenan Allen,0.90%,9.5
72,862966966,moklovin (27/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,Jordan Howard,0.90%,21.6
72,862966967,moklovin (28/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,LeGarrette Blount,0.87%,8.7
72,862966968,moklovin (29/86),0,176.2,DST Buccaneers  RB Mark Ingram WR DeAndre Hopkins RB Jerick McKinnon WR Jarvis Landry FLEX Todd Gurley II WR Adam Thielen QB Deshaun Watson TE Evan Engram,,David Njoku,0.84%,2
