player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median,New Projection,,Week,Name,Pos,DK points,New Predicted,Average Projection
Ben Roethlisberger,QB,19.45,3.56,12.33,26.56,19.12,18.65,21.7545299,,4,Jerick McKinnon,RB,18.501,10.2789034,11.18166667
Russell Wilson,QB,19.27,2.46,14.34,24.2,19.1,18.81,19.664725,,4,C.J. Uzomah,TE,8.501,15.54325,4.708333333
Kirk Cousins,QB,19.27,0.79,17.69,20.84,19.25,19.15,19.7788688,,4,Rob Gronkowski,TE,2.101,10.98685,11.29166667
Andy Dalton,QB,18.1,2.15,13.8,22.41,17.96,18.68,17.2250792,,4,Danny Amendola,WR,0.001,7.39653,5.611666667
Matt Ryan,QB,17.41,2.54,12.33,22.48,17.22,17.27,27.383708,,4,Charles Clay,TE,9.701,10.98685,7.296666667
Carson Palmer,QB,17.4,1.64,14.12,20.67,17.31,18.26,17.350038,,4,Chris Conley,WR,13.001,8.8417699,6.883333333
Alex Smith,QB,17.03,1.64,13.75,20.3,16.94,18.27,18.1239827,,4,Phillip Dorsett,WR,13.701,7.5276733,10.28166667
Joe Flacco,QB,17.02,1.15,14.73,19.32,16.98,16.77,18.4397258,,4,Dontrelle Inman,WR,28.001,9.3875097,7.893333333
Derek Carr,QB,16.83,2.06,12.71,20.95,16.7,16.63,19.4038034,,4,Andrew Hawkins,WR,5.801,8.56262,7.933333333
Tyrod Taylor,QB,16.41,1.57,13.27,19.55,16.34,16.05,16.9010768,,4,Lance Kendricks,TE,10.201,17.82145,5.23
Ryan Fitzpatrick,QB,16.33,1.86,12.61,20.05,16.22,16.44,12.591912,,4,Robert Woods,WR,15.901,7.889698,6.835
Blaine Gabbert,QB,16.22,1.23,13.75,18.68,16.17,16.44,16.740024,,4,Devontae Booker,RB,3.001,9.3823806,4.79
Dak Prescott,QB,16.16,2.08,12.01,20.32,16.03,15.72,17.6312573,,4,Jesse James,TE,9.501,10.98685,7.935
Ryan Tannehill,QB,15.98,1.6,12.78,19.17,15.9,15.28,17.2171509,,4,James White,RB,11.201,9.38857,7.87
Brock Osweiler,QB,15.75,1.52,12.7,18.79,15.67,16.35,15.1016512,,4,Bilal Powell,RB,14.001,6.30042,7.215
Eli Manning,QB,15.57,2.01,11.56,19.58,15.44,14.5,13.624322,,4,Fozzy Whittaker,RB,18.201,11.2016042,6.226666667
Jameis Winston,QB,15.53,1.78,11.97,19.08,15.42,15.43,17.104718,,4,Mohamed Sanu,WR,4.201,8.78828,8.74
Sam Bradford,QB,15.45,1.08,13.29,17.62,15.41,15.59,#N/A,,4,Dwayne Allen,TE,4.001,7,7.318333333
Marcus Mariota,QB,15.33,1.58,12.17,18.49,15.25,15.52,14.8519754,,4,Matt Asiata,RB,9.801,8.8171278,7.135
Trevor Siemian,QB,14.73,4.25,6.23,23.23,13.86,15.92,16.3149571,,4,Terrance Williams,WR,14.401,11.3097233,7.38
Cody Kessler,QB,13.82,0.77,12.29,15.35,13.8,14.14,#N/A,,4,Chris Thompson,RB,12.001,13.11512,8.901666667
Jimmy Garoppolo,QB,13.75,6.13,1.49,26,8.32,15.89,#N/A,,4,Seth Roberts,WR,10.201,6.5101997,5.863333333
Brian Hoyer,QB,10.88,6.66,-2.44,24.2,11.55,13.74,19.493579,,4,Victor Cruz,WR,10.001,6.4560599,7.32
Case Keenum,QB,10.28,2.87,4.54,16.01,9.78,11.15,11.9271891,,4,Jacob Tamme,TE,8.301,10.4173,8.048333333
Colin Kaepernick,QB,4.96,8.25,-11.55,21.46,2.27,1.36,#N/A,,4,Chris Hogan,WR,0.001,9.232854,5.938333333
Geno Smith,QB,3.75,5.62,-7.5,15,1.07,0.31,#N/A,,4,Hunter Henry,TE,16.101,11.5564,9.173333333
Shaun Hill,QB,2.66,4.99,-7.32,12.64,0.59,0.2,#N/A,,4,Jason Witten,TE,11.701,8.70865,9.071666667
Mike Glennon,QB,2.43,4.93,-7.42,12.28,0.75,0.12,#N/A,,4,Gary Barnidge,TE,12.701,15.54325,10.79833333
Paxton Lynch,QB,1.86,3.63,-5.4,9.13,0.89,0.1,#N/A,,4,T.J. Yeldon,RB,15.701,14.0279314,10.31166667
Mark Sanchez,QB,0.91,0.95,-1,2.81,0.67,0.28,#N/A,,4,Michael Floyd,WR,12.601,8.9300323,11.935
Colt McCoy,QB,0.69,1.1,-1.51,2.9,0.35,0.13,#N/A,,4,Cameron Artis-Payne,RB,1.201,12.720198,8.506666667
AJ McCarron,QB,0.52,0.72,-0.92,1.95,0.32,0.14,#N/A,,4,Jeremy Hill,RB,7.101,12.502562,12.07666667
Matt McGloin,QB,0.5,0.76,-1.02,2.01,0.22,0.1,#N/A,,4,Marqise Lee,WR,6.801,11.5660734,6.938333333
Landry Jones,QB,0.46,0.47,-0.47,1.4,0.34,0.32,#N/A,,4,Kenny Stills,WR,14.401,10.7387166,9.588333333
Nick Foles,QB,0.44,0.58,-0.72,1.59,0.31,0.18,#N/A,,4,Julian Edelman,WR,2.701,10.244706,12.62333333
Tom Savage,QB,0.35,0.49,-0.64,1.33,0.16,0.09,#N/A,,4,Adam Thielen,WR,4.101,10.1073833,6.47
Dan Orlovsky,QB,0.35,0.55,-0.75,1.44,0.16,0.1,#N/A,,4,Rishard Matthews,WR,10.201,8.5968972,7.896666667
Jared Goff,QB,0.34,0.39,-0.43,1.11,0.28,0.18,#N/A,,4,Pierre Garcon,WR,7.901,13.01364,9.096666667
Matt Cassel,QB,0.3,0.42,-0.54,1.14,0.21,0.11,#N/A,,4,Anquan Boldin,WR,9.101,9.7678875,8.658333333
Scott Tolzien,QB,0.27,0.35,-0.44,0.97,0.12,0.11,#N/A,,4,Dennis Pitta,TE,4.701,10.98685,8.408333333
Ryan Mallett,QB,0.25,0.23,-0.2,0.71,0.25,0.14,#N/A,,4,Cameron Brate,TE,11.701,10.98685,7.263333333
Kellen Clemens,QB,0.23,0.25,-0.26,0.73,0.13,0.14,#N/A,,4,Jack Doyle,TE,1.601,7,6.495
E.J. Manuel,QB,0.21,0.14,-0.06,0.48,0.17,0.17,#N/A,,4,DeSean Jackson,WR,1.501,13.725684,11.56666667
Ryan Nassib,QB,0.19,0.21,-0.23,0.61,0.14,0.14,#N/A,,4,Coby Fleener,TE,4.901,11.5564,8.923333333
Chad Henne,QB,0.17,0.14,-0.12,0.45,0.16,0.1,#N/A,,4,Sammie Coates,WR,13.801,11.1434067,5.881666667
Drew Stanton,QB,0.15,0.16,-0.17,0.47,0.17,0.08,#N/A,,4,Jeremy Kerley,WR,20.801,10.6485233,7.29
Matt Schaub,QB,0.1,0.14,-0.18,0.39,0.16,0.09,#N/A,,4,Terrance West,RB,20.301,10.9669018,6.681666667
Sean Mannion,QB,0.1,0.14,-0.17,0.38,0.23,0,#N/A,,4,Sterling Shepard,WR,7.001,8.7720767,11.38166667
Matt Barkley,QB,0.08,0.14,-0.19,0.36,0.05,0,#N/A,,4,Jeremy Maclin,WR,12.801,12.5762533,13.07833333
Charlie Whitehurst,QB,0.07,0.1,-0.12,0.26,0.05,0,#N/A,,4,Golden Tate,WR,3.101,10.7169672,11.96166667
Matt Moore,QB,0.07,0.06,-0.05,0.18,0.05,0.07,#N/A,,4,Kyle Rudolph,TE,16.501,11.5564,9.815
Derek Anderson,QB,0.06,0.07,-0.08,0.2,0.06,0.03,#N/A,,4,Kendall Wright,WR,3.401,10.144656,5.933333333
Luke McCown,QB,0.05,0.07,-0.08,0.18,0.04,0.02,#N/A,,4,Matt Jones,RB,24.801,15.545876,10.79166667
Zach Mettenberger,QB,0.03,0.06,-0.09,0.15,0.15,0,#N/A,,4,Eric Ebron,TE,8.201,10.98685,8.665
Bryce Petty,QB,0,0.01,-0.01,0.02,0.02,0,#N/A,,4,Tavon Austin,WR,2.801,9.4621466,9.826666667
Austin Davis,QB,0,0,0,0,0,0,#N/A,,4,Brandon LaFell,WR,8.401,12.547532,8.366666667
Brandon Weeden,QB,0,0,0,0,,0,#N/A,,4,Allen Robinson,WR,16.501,14.0816499,15.03166667
Cardale Jones,QB,0,0,0,0,,0,#N/A,,4,Delanie Walker,TE,5.401,11.5564,10.45666667
Ryan Griffin,QB,0,0,0,0,,0,#N/A,,4,Jamison Crowder,WR,4.101,15.093558,8.23
Aaron Murray,QB,0,0,0,0,,0,#N/A,,4,Lamar Miller,RB,13.801,16.469614,16.69
Keith Wenning,QB,0,0,0,0,,0,#N/A,,4,Allen Hurns,WR,12.701,14.1753399,11.455
Connor Cook,QB,0,0,0,0,,0,#N/A,,4,Ryan Fitzpatrick,QB,11.941,12.591912,16.33
Stephen Morris,QB,0,0,0,0,,0,#N/A,,4,Mark Ingram,RB,22.501,16.8398214,14.63666667
Jerrod Johnson,QB,0,0,0,0,,0,#N/A,,4,Tyrell Williams,WR,9.001,14.3174775,10.75833333
Matt Simms,QB,0,0,0,0,,0,#N/A,,4,Alshon Jeffery,WR,7.601,13.233652,15.73333333
Christian Ponder,QB,0,0,0,0,,0,#N/A,,4,Quincy Enunwa,WR,12.001,11.2081125,8.186666667
Logan Thomas,QB,0,0,0,0,,0,#N/A,,4,DeAngelo Williams,RB,7.901,10.637812,8.911666667
David Fales,QB,0,0,0,0,,0,#N/A,,4,Zach Miller,TE,12.101,10.98685,9.406666667
Josh Johnson,QB,0,0,0,0,,0,#N/A,,4,Giovani Bernard,RB,7.201,14.181102,12.855
Jeff Driskel,QB,0,0,0,0,,0,#N/A,,4,Brock Osweiler,QB,17.561,15.1016512,15.74666667
Alex Tanney,QB,0,0,0,0,,0,#N/A,,4,Travis Kelce,TE,13.301,10.98685,11.54166667
Christian Hackenberg,QB,0,0,0,0,,0,#N/A,,4,Brandon Marshall,WR,18.901,11.418915,15.03333333
Trevone Boykin,QB,-0.09,0.23,-0.55,0.36,0.04,0,#N/A,,4,Jimmy Graham,TE,20.301,8.1391,8.53
David Johnson,RB,19.29,1.96,15.37,23.21,19.19,19.37,#N/A,,4,Trevor Siemian,QB,6.721,16.3149571,14.72833333
Lamar Miller,RB,16.69,1.67,13.34,20.04,16.61,16.87,#N/A,,4,Todd Gurley,RB,13.201,13.9078272,15.85333333
Melvin Gordon,RB,16.48,2.74,11.01,21.95,16.24,16.67,22.5333276,,4,Travis Benjamin,WR,7.801,15.1138425,13.45833333
Todd Gurley,RB,15.85,2.44,10.98,20.72,15.68,14.66,#N/A,,4,Adam Humphries,WR,1.401,11.5424577,6.266666667
LeVeon Bell,RB,15.65,6.46,2.73,28.56,13.7,19.73,#N/A,,4,Latavius Murray,RB,4.401,11.7789346,10.10333333
Jamaal Charles,RB,15.08,9.29,-3.51,33.67,12.98,12.58,#N/A,,4,DeAndre Hopkins,WR,1.401,13.209844,17.01
Matt Forte,RB,14.94,1.95,11.05,18.83,14.82,14.48,14.2034896,,4,Cole Beasley,WR,10.301,16.5835334,9.46
Mark Ingram,RB,14.64,3.21,8.22,21.06,14.22,15.1,#N/A,,4,Kenny Britt,WR,12.201,11.6573033,7.766666667
Charles Sims,RB,14.58,2.21,10.16,19,14.38,15.66,13.9504826,,4,Charles Sims,RB,4.501,13.9504826,14.58
Ezekiel Elliott,RB,14.27,0.7,12.87,15.68,14.26,14.39,21.6837654,,4,Isaiah Crowell,RB,26.201,14.3616926,11.60333333
Theo Riddick,RB,14.24,2.93,8.38,20.1,13.94,13.8,17.064268,,4,Case Keenum,QB,19.041,11.9271891,10.27666667
DeMarco Murray,RB,13.7,1.52,10.66,16.74,13.61,14.44,17.9774036,,4,Eddie Royal,WR,27.101,15.107452,7.311666667
Devonta Freeman,RB,13.54,2.39,8.76,18.32,13.3,14.2,18.625936,,4,Kelvin Benjamin,WR,12.901,15.4268933,14.3
Giovani Bernard,RB,13.23,1.55,10.12,16.34,13.14,12.36,#N/A,,4,Frank Gore,RB,20.501,17.2013586,12.805
LeSean McCoy,RB,13.1,2.78,7.55,18.66,12.77,14.19,15.221678,,4,Alex Smith,QB,18.681,18.1239827,16.78666667
Jordan Howard,RB,12.97,5.56,1.85,24.09,11.23,13.78,16.303982,,4,Emmanuel Sanders,WR,22.801,16.2477497,14.40333333
Frank Gore,RB,12.81,1.63,9.54,16.07,12.7,13.33,#N/A,,4,Demaryius Thomas,WR,21.401,16.3414397,14.66
Carlos Hyde,RB,12.63,2.22,8.19,17.08,12.4,13.31,14.2915126,,4,Jordan Reed,TE,28.301,15.54325,13.865
C.J. Anderson,RB,12.48,5.36,1.77,23.2,14.45,14.5,18.8524694,,4,Joe Flacco,QB,23.021,18.4397258,16.75166667
Duke Johnson,RB,12.2,2.77,6.66,17.73,11.85,12.34,#N/A,,4,LeGarrette Blount,RB,8.801,14.83025,12.69666667
Jeremy Hill,RB,12.08,3.4,5.28,18.88,11.6,11.99,#N/A,,4,Willie Snead,WR,3.301,15.1394927,10.075
LeGarrette Blount,RB,11.67,2.82,6.04,17.3,11.21,13.12,#N/A,,4,Mike Wallace,WR,10.701,17.4507333,8.911666667
Isaiah Crowell,RB,11.6,2.04,7.53,15.67,11.41,11.26,#N/A,,4,Blaine Gabbert,QB,13.541,16.740024,16.21666667
Rashad Jennings,RB,11.32,2.15,7.02,15.61,11.11,11.42,#N/A,,4,Ryan Tannehill,QB,9.561,17.2171509,16.16833333
Christine Michael,RB,11.23,4.71,1.81,20.65,7.85,13.88,17.388894,,4,Eli Manning,QB,9.441,13.624322,15.82666667
Jerick McKinnon,RB,11.18,3.88,3.42,18.94,10.38,12.36,#N/A,,4,Tyrod Taylor,QB,16.641,16.9010768,16.41166667
Matt Jones,RB,10.79,2.28,6.24,15.35,10.54,11.47,#N/A,,4,Michael Thomas,WR,14.401,15.7578467,8.463333333
T.J. Yeldon,RB,10.31,2.2,5.9,14.72,10.01,11.14,#N/A,,4,Jordan Howard,RB,19.201,16.303982,12.97
Latavius Murray,RB,10.1,2.12,5.85,14.35,9.87,9.59,#N/A,,4,Stefon Diggs,WR,9.601,16.2066023,14.21333333
Chris Ivory,RB,9.79,0.52,8.74,10.83,9.77,9.61,#N/A,,4,Russell Wilson,QB,26.861,19.664725,19.015
Tevin Coleman,RB,9.57,1.89,5.8,13.35,9.39,9.29,16.717984,,4,Martellus Bennett,TE,18.901,10.98685,9.235
Justin Forsett,RB,9.54,2.58,4.39,14.7,9.15,10.02,#N/A,,4,Jarvis Landry,WR,13.101,17.3373033,15.86166667
Bilal Powell,RB,9.14,5.09,-1.05,19.33,8.1,6.77,#N/A,,4,Christine Michael,RB,20.001,17.388894,13.03666667
Spencer Ware,RB,9.04,3.93,1.18,16.91,7.79,10.2,13.432068,,4,Carlos Hyde,RB,14.901,14.2915126,12.63333333
DeAngelo Williams,RB,8.91,4.12,0.67,17.15,7.9,8.46,#N/A,,4,Matt Forte,RB,6.301,14.2034896,14.94166667
Chris Thompson,RB,8.9,1.88,5.14,12.66,8.67,9.05,#N/A,,4,Spencer Ware,RB,9.601,13.432068,9.043333333
Cameron Artis-Payne,RB,8.51,2.13,4.24,12.77,8.2,8.33,#N/A,,4,Greg Olsen,TE,21.601,10.4173,12.11166667
James White,RB,7.87,2.72,2.43,13.31,7.27,9.07,#N/A,,4,Devonta Freeman,RB,14.401,18.625936,13.54333333
Dwayne Washington,RB,7.73,2.75,2.22,13.24,7.18,7.4,#N/A,,4,Kirk Cousins,QB,18.321,19.7788688,19.265
Derrick Henry,RB,7.43,1.33,4.77,10.09,7.31,7.33,#N/A,,4,C.J. Anderson,RB,12.201,18.8524694,14.56333333
Jay Ajayi,RB,7.41,1.93,3.55,11.28,7.19,6.7,#N/A,,4,Carson Palmer,QB,13.521,17.350038,17.985
Shaun Draughn,RB,7.06,1.22,4.62,9.49,6.94,7.68,#N/A,,4,Doug Baldwin,WR,9.401,17.39578,14.60666667
Terrance West,RB,6.68,2.36,1.96,11.41,6.26,6.48,#N/A,,4,Brandin Cooks,WR,6.101,17.6185301,13.90166667
Fozzy Whittaker,RB,6.23,2.95,0.33,12.12,5.36,6.79,#N/A,,4,Andy Dalton,QB,14.641,17.2250792,17.825
Matt Asiata,RB,6.12,3.99,-1.85,14.09,5.81,8.7,#N/A,,4,Michael Crabtree,WR,33.801,15.5747072,11.88833333
KaDeem Carey,RB,5.52,3.6,-1.68,12.71,6.01,4.73,#N/A,,4,T.Y. Hilton,WR,17.201,18.0031522,14.14333333
Travaris Cadet,RB,5.09,3.03,-0.96,11.14,5.65,5.8,#N/A,,4,Marcus Mariota,QB,9.081,14.8519754,15.33166667
Benny Cunningham,RB,4.98,2.08,0.81,9.15,4.34,5.2,#N/A,,4,Brian Hoyer,QB,22.781,19.493579,10.88166667
Alfred Morris,RB,4.84,2.43,-0.03,9.7,4.31,4.23,#N/A,,4,Theo Riddick,RB,9.801,17.064268,14.24166667
DeAndre Washington,RB,4.79,1.92,0.95,8.63,4.44,4.05,#N/A,,4,Philip Rivers,QB,22.841,21.6981079,22.13166667
Devontae Booker,RB,4.79,1.85,1.08,8.5,4.08,5.22,#N/A,,4,Tevin Coleman,RB,6.301,16.717984,9.573333333
Kenyan Drake,RB,4.78,3.77,-2.77,12.33,1.76,4.83,#N/A,,4,Dak Prescott,QB,18.101,17.6312573,16.16333333
Orleans Darkwa,RB,4.61,2.32,-0.04,9.25,3.89,4.98,#N/A,,4,Amari Cooper,WR,9.801,16.8395222,13.545
Tim Hightower,RB,4.45,1.11,2.22,6.68,4.3,4.41,#N/A,,4,Julio Jones,WR,51.001,19.506416,18.99166667
Dexter McCluster,RB,4.4,3.23,-2.06,10.86,4.8,3.3,#N/A,,4,Larry Fitzgerald,WR,11.301,18.8611723,14.86166667
Mike Tolbert,RB,4.1,1.06,1.98,6.22,3.94,4.28,#N/A,,4,LeSean McCoy,RB,22.801,15.221678,13.10333333
Jacquizz Rodgers,RB,3.99,1.65,0.68,7.29,3.66,3.13,#N/A,,4,Blake Bortles,QB,25.881,22.7432798,20.52166667
Chris Johnson,RB,3.96,1.26,1.45,6.48,3.77,3.72,#N/A,,4,Matthew Stafford,QB,10.221,19.510964,19.46333333
Javorius Allen,RB,3.89,6.53,-9.18,16.95,2.31,0.18,#N/A,,4,Melvin Gordon,RB,24.901,22.5333276,16.48
Andre Ellington,RB,3.83,1.45,0.93,6.73,3.53,3.89,#N/A,,4,Antonio Brown,WR,22.401,20.5255233,23.40666667
Josh Ferguson,RB,3.82,1.45,0.92,6.73,3.55,3.28,#N/A,,4,A.J. Green,WR,36.301,21.054584,16.38
Kenneth Dixon,RB,3.58,3.59,-3.6,10.76,7.16,3.43,#N/A,,4,Ezekiel Elliott,RB,25.701,21.6837654,14.275
Charcandrick West,RB,3.54,2.2,-0.85,7.94,2.6,3.15,#N/A,,4,Cam Newton,QB,15.601,23.675093,22.93666667
Lance Dunbar,RB,3.52,1.61,0.3,6.74,3.16,3.37,#N/A,,4,Derek Carr,QB,23.761,19.4038034,16.83
Robert Turbin,RB,3.49,1.26,0.96,6.01,3.27,3.18,#N/A,,4,Jameis Winston,QB,13.061,17.104718,15.525
Jalen Richard,RB,3.48,2.36,-1.23,8.19,2.75,3.17,#N/A,,4,DeMarco Murray,RB,25.901,17.9774036,13.70333333
Mike Gillislee,RB,3.35,1.21,0.93,5.78,3.13,3.22,#N/A,,4,Ben Roethlisberger,QB,36.901,21.7545299,18.88166667
Brandon Bolden,RB,3.09,2.72,-2.36,8.54,2.59,2.63,#N/A,,4,Andrew Luck,QB,18.661,20.8053159,21.42166667
Kenneth Farrow,RB,3,1.67,-0.33,6.33,2.58,2.91,#N/A,,4,Mike Evans,WR,10.901,21.0051477,14.13333333
C.J. Prosise,RB,2.99,1.44,0.11,5.87,2.64,2.45,#N/A,,4,Drew Brees,QB,13.881,25.7966431,22.24333333
Kyle Juszczyk,RB,2.93,1.08,0.76,5.1,2.72,3.03,#N/A,,4,Matt Ryan,QB,39.521,27.383708,17.155
Alfred Blue,RB,2.67,0.82,1.03,4.32,2.57,2.28,#N/A,,4,Steve Smith,WR,28.101,2.87538,10.86833333
Rob Kelley,RB,2.22,2.12,-2.02,6.46,1.41,1.5,#N/A,,,,,,,
Damien Williams,RB,2.18,1.89,-1.59,5.96,0.73,2.21,#N/A,,,,,,,
Jonathan Grimes,RB,2.18,1.72,-1.26,5.61,1.94,2.28,#N/A,,,,,,,
Reggie Bush,RB,2.03,2.11,-2.19,6.24,1.57,1.08,#N/A,,,,,,,
Bobby Rainey,RB,1.78,1.87,-1.96,5.52,1.15,1.12,#N/A,,,,,,,
Alex Collins,RB,1.78,1.19,-0.6,4.16,1.16,1.8,#N/A,,,,,,,
John Kuhn,RB,1.69,1.3,-0.91,4.29,0.85,1.5,#N/A,,,,,,,
Jamize Olawale,RB,1.68,1.11,-0.55,3.91,0.84,1.66,#N/A,,,,,,,
Joique Bell,RB,1.68,2.38,-3.07,6.43,5.04,0,#N/A,,,,,,,
Ronnie Hillman,RB,1.68,1.15,-0.62,3.97,1.4,1.08,#N/A,,,,,,,
Denard Robinson,RB,1.52,1.75,-1.97,5.01,0.95,0.79,#N/A,,,,,,,
Tyler Ervin,RB,1.44,0.9,-0.36,3.25,0.95,1.46,#N/A,,,,,,,
Antonio Andrews,RB,1.2,1.7,-2.2,4.59,0.5,0.48,#N/A,,,,,,,
Zach Zenner,RB,1.14,1.13,-1.12,3.41,0.26,0.96,#N/A,,,,,,,
Mike Davis,RB,1.11,0.91,-0.71,2.93,0.75,0.84,#N/A,,,,,,,
Taiwan Jones,RB,1.1,1.28,-1.46,3.66,0.47,0.59,#N/A,,,,,,,
Isaiah Pead,RB,1.05,1.02,-0.99,3.1,1.14,0.9,#N/A,,,,,,,
Jonathan Williams,RB,1.02,0.76,-0.5,2.54,0.78,0.59,#N/A,,,,,,,
Paul Perkins,RB,1.01,1.16,-1.31,3.32,0.87,0.54,#N/A,,,,,,,
Fitzgerald Toussaint,RB,0.99,0.9,-0.8,2.79,0.49,0.86,#N/A,,,,,,,
Knile Davis,RB,0.9,1.06,-1.23,3.03,0.93,0.43,#N/A,,,,,,,
Corey Grant,RB,0.9,1.44,-1.99,3.79,0.45,0.36,#N/A,,,,,,,
Andy Janovich,RB,0.82,1.21,-1.61,3.25,0.25,0.22,#N/A,,,,,,,
Malcolm Johnson,RB,0.73,0.45,-0.18,1.64,0.6,0.4,#N/A,,,,,,,
Troymaine Pope,RB,0.66,0.72,-0.78,2.11,0.31,0.36,#N/A,,,,,,,
Peyton Barber,RB,0.66,0.55,-0.44,1.76,0.49,0.4,#N/A,,,,,,,
Patrick DiMarco,RB,0.64,0.31,0.03,1.25,0.59,0.53,#N/A,,,,,,,
Anthony Sherman,RB,0.63,1.1,-1.56,2.83,0.27,0.22,#N/A,,,,,,,
Zach Line,RB,0.63,0.49,-0.35,1.6,0.48,0.46,#N/A,,,,,,,
Jordan Todman,RB,0.62,0.71,-0.8,2.05,0.58,0.33,#N/A,,,,,,,
Rex Burkhead,RB,0.5,0.53,-0.55,1.56,0.36,0.21,#N/A,,,,,,,
Jalston Fowler,RB,0.44,0.35,-0.27,1.15,0.47,0.43,#N/A,,,,,,,
